obs_id,taxon_name,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,submitted_name,subgroup,common_name,body_part,sample_info,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,realm
af227,Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,short and / or deep,reef-associated,105,75,Parastromateus niger,Finfish,Black pomfret,muscle_skinless,"Pomfret (Black), wild, skinless, muscle flesh, raw",23.8,0.8,1.1,NA,NA,NA,NA,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1992,NA,1993,0901531,brackmarine
bc42,Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,short and / or deep,reef-associated,105,75,Parastromateus niger,Finfish,Black pomfret,muscle,"Black pomfret, wild, muscle fillet, raw",NA,NA,NA,NA,NA,20.4,3.6,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900042,brackmarine
bc511,Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,short and / or deep,reef-associated,105,75,Parastromateus niger,Finfish,Black pomfret,muscle,"Black pomfret, wild, fillet, raw",NA,NA,NA,NA,NA,19.55,2.33,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900530,brackmarine
bc562,Parona signata,NA,mainly animals (troph. 2.8 and up),NA,3.4,subtropical,fusiform / normal,demersal,NA,60,Parona signata,Finfish,Parona leatherjack,muscle,"Pampano, wild, fillet, raw",NA,NA,NA,0.1336918,0.508827,20.7,5.5,fi95,"Uruguay, Río de la Plata",Dec 1991-Jan 1992 (Summer),FA converted using XFA,1996,0900581,marine
bc490,Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,Patagonotothen ramsayi,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.154125024,0.341466648,18.06,1.34,fi86,"UK, Falkland Shelf (southern South America)",May (Austral autumn) 2003,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900509,marine
bc491,Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,Patagonotothen ramsayi,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.055120347,0.280779133,17.95,0.83,fi86,"UK, Falkland Shelf (southern South America)",Aug (Austral winter) 2003/2004,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900510,marine
bc492,Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,Patagonotothen ramsayi,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.086307624,0.195420108,13.96,0.78,fi86,"UK, Falkland Shelf (southern South America)",Oct (Austral spring) 2003,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900511,marine
bc493,Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,Patagonotothen ramsayi,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.093000334,0.236501244,17.92,0.94,fi86,"UK, Falkland Shelf (southern South America)",Dec (Austral summer) 2003,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900512,marine
bc494,Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,fusiform / normal,benthopelagic,500,44,Patagonotothen ramsayi,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,NA,NA,16.9725,NA,fi86,"UK, Falkland Shelf (southern South America)",NA,mean of 4 protein values used for calculation of amino acid profile (gAS/100g Prot),2007,0900513,marine
bc1405,Pennahia argentata,NA,mainly animals (troph. 2.8 and up),variable,3.74,temperate,fusiform / normal,benthopelagic,140,40,Pennahia argentata,Finfish,Silver croaker,muscle_organs,"Silver croaker, wild, raw",1900,1.7,2.1,NA,NA,18.1,2.4,fi367,"Bangladesh, Cox's Bazar",Jul-Sep 2012,NA,2015,0902322,marine
bc831,Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,Perca flavescens,Finfish,American yellow perch,muscle_skinless,"Yellow perch, wild, skinless fillet, raw",2.992,0.086955,0.135388,3.84852358e-4,0.05650332347,17.6341,0.25993,fi128,"USA, Great Lakes",NA,All values expressed per DM - conversion to FW; FA converted using XFA,2006,0900850,freshbrack
bc905,Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,Perca flavescens,Finfish,American yellow perch,muscle,"Yellow perch, wild, fillet, raw",NA,NA,NA,NA,NA,17.11,NA,fi141,"USA, NY, Ithaca, Cayuga Lake",NA,NA,1980,0900924,freshbrack
c660,Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,Perca flavescens,Finfish,Yellow Perch,muscle,"Yellow Perch, muscle",59.77,0.209,0.546,NA,NA,17.8,1.01,44,NA,NA,NA,NA,NA,freshbrack
c662,Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,Perca flavescens,Finfish,Yellow Perch,muscle,"Yellow Perch, muscle",NA,0.56,1.2,NA,NA,18.8,1.1,27,NA,NA,NA,NA,NA,freshbrack
c663,Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,Perca flavescens,Finfish,Yellow Perch,whole,"Yellow Perch, whole",NA,NA,NA,NA,NA,16.6,4.4,27,NA,NA,NA,NA,NA,freshbrack
c664,Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,fusiform / normal,benthopelagic,56,50,Perca flavescens,Finfish,Yellow Perch,viscera,"Yellow Perch, offal",NA,NA,NA,NA,NA,17,7.6,27,NA,NA,NA,NA,NA,freshbrack
bc334,Phycis phycis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,subtropical,fusiform / normal,benthopelagic,614,65,Phycis phycis,Finfish,Forkbeard,muscle,"Forkbeard, wild, fillet, raw",NA,NA,NA,0.017286005,0.114857545,NA,0.55,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900353,marine
af44,Piaractus mesopotamicus,NA,mainly plants/detritus (troph. 2-2.19),other,2,subtropical,short and / or deep,demersal,NA,40.5,Piaractus mesopotamicus,Finfish,Pacu,muscle_skinless,"Pirapatinga, wild, skinless, boneless fillets, raw",NA,NA,NA,0.2352378480787,NA,NA,18.31,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901348,fresh
bc670,Piaractus mesopotamicus,NA,mainly plants/detritus (troph. 2-2.19),other,2,subtropical,short and / or deep,demersal,NA,40.5,Piaractus mesopotamicus,Finfish,Pacu,muscle,"Pacu, wild, muscle tissue, raw",NA,NA,NA,0.0508204395872075,0.138427529148101,19,7.9,fi109,"Brazil, Pantanal, Barão Melgaço, Cuiabá River",Aug (drought period),PROT- (analyzed according to AOAC 1998); FAME converted using ShF and XFA,2009,0900689,fresh
af43,Pimelodus maculatus,NA,mainly animals (troph. 2.8 and up),NA,2.87,subtropical,fusiform / normal,benthopelagic,NA,51,Pimelodus maculatus,Finfish,NA,muscle_skinless,"wild, skinless, boneless fillets, raw",NA,NA,NA,NA,0.0955653395692598,NA,5.5,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901347,fresh
bc71,Pimelodus maculatus,NA,mainly animals (troph. 2.8 and up),NA,2.87,subtropical,fusiform / normal,benthopelagic,NA,51,Pimelodus maculatus,Finfish,NA,muscle_skinless,"Mandi-amarelo, wild, skinless fillet, raw",NA,NA,NA,0.02215466,0.09466082,17.7,5.55,fi8,"Brazil, Miranda River",NA,FA converted using XFA,2008,0900071,fresh
af35,Pinirampus pirinampu,NA,mainly animals (troph. 2.8 and up),NA,4.5,tropical,fusiform / normal,demersal,NA,120,Pinirampus pinirampu,Finfish,Flatwhiskered catfish,muscle_skinless,"Flatwhiskered catfish, wild, skinless, boneless fillets, raw",NA,NA,NA,0.284944427029078,0.682588052012412,NA,19.75,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901339,fresh
bc67,Pinirampus pirinampu,NA,mainly animals (troph. 2.8 and up),NA,4.5,tropical,fusiform / normal,demersal,NA,120,Pinirampus pinirampu,Finfish,Flatwhiskered catfish,muscle_skinless,"Flatwhiskered catfish, wild, skinless fillet, raw",NA,NA,NA,0.02333765,0.07001295,16.39,7.3,fi8,"Brazil, Miranda River",NA,FA converted using XFA,2008,0900067,fresh
af39,Plagioscion squamosissimus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.97,tropical,fusiform / normal,benthopelagic,NA,80,Plagioscion squamosissimus,Finfish,South American silver croaker,muscle_skinless,"South American silver croaker, wild, skinless, boneless fillets, raw",NA,NA,NA,0.0587391168920154,0.0522282632449648,NA,0.69,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901343,fresh
bc1407,Platycephalus indicus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.09,subtropical,elongated,reef-associated,200,100,Platycephalus indicus,Finfish,Bartail flathead,muscle_organs,"Bartail flathead, wild, raw",150,1.7,0.79,NA,NA,18.8,0.3,fi367,"Bangladesh, Cox's Bazar",Jul-Sep 2012,NA,2015,0902324,brackmarine
bc625,Pollachius pollachius,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,temperate,fusiform / normal,benthopelagic,200,130,Pollachius pollachius,Finfish,Pollack,muscle_skinless,"Pollack, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Pobie Bank",Sep 2001,NA,2006,0900644,marine
bc626,Pollachius pollachius,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,temperate,fusiform / normal,benthopelagic,200,130,Pollachius pollachius,Finfish,Pollack,muscle_skinless,"Pollack, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Pobie Bank",Sep 2001,NA,2006,0900645,marine
bc902,Pomoxis nigromaculatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,short and / or deep,benthopelagic,NA,49,Pomoxis nigromaculatus,Finfish,Black crappie,muscle,"Black crappie, wild, fillet, raw",NA,NA,NA,NA,NA,17.96,NA,fi141,"USA, NY, Ithaca, Cayuga Lake",NA,NA,1980,0900921,fresh
af40,Prochilodus lineatus,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2.18,subtropical,fusiform / normal,benthopelagic,NA,80,Prochilodus lineatus,Finfish,Streaked prochilod,muscle_skinless,"Streaked prochilod, wild, skinless, boneless fillets, raw",NA,NA,NA,0.0400095457633608,0.188807397352824,NA,3.68,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901344,fresh
bc949,Prochilodus reticulatus,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,tropical,fusiform / normal,benthopelagic,NA,28,Prochilodus reticulatus,Finfish,Netted prochilod,muscle_skinless,"Prochilod, wild, boneless, skinless fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi151,"Colombia, Río Magdalena, Río Sogamoso",NA,all values given as range (proximates/FA/minerals),2008,0900968,freshbrack
af228,Protonibea diacanthus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.93,tropical,fusiform / normal,demersal,100,150,Protonibea diacanthus,Finfish,Blackspotted croaker,muscle_skinless,"Jew fish, wild, skinless, muscle flesh, raw",14.5,0.9,1.4,NA,NA,16,4.9,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1993,NA,1993,0901532,brackmarine
bc100,Protopterus aethiopicus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.43,tropical,elongated,demersal,60,200,Protopterus aethiopicus,Finfish,Marbled lungfish,muscle_skinless,"Marbled lungfish, wild, skinless, boneless dorsal muscle, raw",NA,NA,NA,0.00621,0.0391,NA,NA,fi23,"Uganda, Napoleon Gulf in Lake Victora",Nov 2005,NA,2008,0900100,fresh
bc101,Protopterus aethiopicus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.43,tropical,elongated,demersal,60,200,Protopterus aethiopicus,Finfish,Marbled lungfish,muscle_skinless,"Marbled lungfish, wild, skinless, boneless dorsal muscle, raw",NA,NA,NA,0.02162,0.022,NA,NA,fi23,"Uganda, Bukungu at Lake Kyoga",Oct 2005,NA,2008,0900101,fresh
bc102,Protopterus aethiopicus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.43,tropical,elongated,demersal,60,200,Protopterus aethiopicus,Finfish,Marbled lungfish,muscle_skinless,"Marbled lungfish, wild, skinless, boneless dorsal muscle, raw",NA,NA,NA,0.005,0.064,NA,NA,fi23,"Uganda, Lwampanga at Lake Kyoga",Dec 2005,NA,2008,0900102,fresh
bc100,Protopterus aethiopicus,NA,NA,NA,NA,tropical,elongated,demersal,60,200,Protopterus aethiopicus,Finfish,Marbled lungfish,muscle_skinless,"Marbled lungfish, wild, skinless, boneless dorsal muscle, raw",NA,NA,NA,0.00621,0.0391,NA,NA,fi23,"Uganda, Napoleon Gulf in Lake Victora",Nov 2005,NA,2008,0900100,fresh
bc101,Protopterus aethiopicus,NA,NA,NA,NA,tropical,elongated,demersal,60,200,Protopterus aethiopicus,Finfish,Marbled lungfish,muscle_skinless,"Marbled lungfish, wild, skinless, boneless dorsal muscle, raw",NA,NA,NA,0.02162,0.022,NA,NA,fi23,"Uganda, Bukungu at Lake Kyoga",Oct 2005,NA,2008,0900101,fresh
bc102,Protopterus aethiopicus,NA,NA,NA,NA,tropical,elongated,demersal,60,200,Protopterus aethiopicus,Finfish,Marbled lungfish,muscle_skinless,"Marbled lungfish, wild, skinless, boneless dorsal muscle, raw",NA,NA,NA,0.005,0.064,NA,NA,fi23,"Uganda, Lwampanga at Lake Kyoga",Dec 2005,NA,2008,0900102,fresh
af602,Psettichthys melanostictus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.06,temperate,short and / or deep,demersal,325,63,Psettichthys melanostictus,Finfish,Pacific sand sole,muscle_skinless,"Sand sole, , skinless fillet, raw",NA,NA,NA,NA,NA,16.1,0.44,fi195,"USA, Puget Sound",NA,NA,1976,0901906,marine
af47,Pseudoplatystoma corruscans,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,fusiform / normal,demersal,NA,166,Pseudoplatystoma corruscans,Finfish,Spotted sorubim,muscle_skinless,"Spotted sorubim, wild, skinless, boneless fillets, raw",NA,NA,NA,0.0452302775379222,0.0799573977589076,NA,1.27,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901351,fresh
c689,Pseudopleuronectes americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.08,temperate,short and / or deep,demersal,143,64,Pseudopleuronectes americanus,Finfish,Winter Flounder,muscle,"Winter Flounder, muscle",13.2,0.103,0.394,NA,NA,21.2,1.19,65,NA,NA,NA,NA,NA,marine
c690,Pseudopleuronectes americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.08,temperate,short and / or deep,demersal,143,64,Pseudopleuronectes americanus,Finfish,Winter Flounder,muscle,"Winter Flounder, muscle",NA,NA,NA,0.07,0.12,NA,NA,55,NA,NA,NA,NA,NA,marine
c691,Pseudopleuronectes americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.08,temperate,short and / or deep,demersal,143,64,Pseudopleuronectes americanus,Finfish,Winter Flounder,muscle,"Winter Flounder, muscle",NA,NA,NA,0.07,0.12,NA,0.45,55,NA,NA,NA,NA,NA,marine
c692,Pseudopleuronectes americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.08,temperate,short and / or deep,demersal,143,64,Pseudopleuronectes americanus,Finfish,Winter Flounder,muscle,"Winter Flounder, muscle",NA,NA,NA,NA,NA,18,0.6,27,NA,NA,NA,NA,NA,marine
c693,Pseudopleuronectes americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.08,temperate,short and / or deep,demersal,143,64,Pseudopleuronectes americanus,Finfish,Winter Flounder,viscera,"Winter Flounder, offal",NA,NA,NA,NA,NA,17,3.5,27,NA,NA,NA,NA,NA,marine
af38,Pterodoras granulosus,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.55,subtropical,fusiform / normal,demersal,NA,70,Pterodoras granulosus,Finfish,Granulated catfish,muscle_skinless,"Granulated catfish, wild, skinless, boneless fillets, raw",NA,NA,NA,NA,0.327263527334954,NA,3.18,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901342,fresh
bc1073,Puntioplites proctozystron,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.7,tropical,fusiform / normal,benthopelagic,NA,30,Puntioplites proctozystron,Finfish,NA,muscle_organs,"cleaned fish, raw",851.73,1.09736,1.66837,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901092,fresh
bc1338,Puntius sophore,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,20,Puntius sophore,Finfish,Pool barb,muscle_organs,"Pool barb, edible parts (eyes included), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902255,freshbrack
bc1339,Puntius sophore,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,20,Puntius sophore,Finfish,Pool barb,muscle_organs,"Pool barb, edible parts (eyes included), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902256,freshbrack
bc1340,Puntius sophore,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,20,Puntius sophore,Finfish,Pool barb,muscle_organs,"Pool barb, edible parts (eyes included), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902257,freshbrack
bc1381,Puntius sophore,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,20,Puntius sophore,Finfish,Pool barb,muscle_organs,"Pool barb, wild, raw",1042,2.2,2.9,0.04,0.024,15.7,7.2,fi367,"Bangladesh, Sylhet",Jul-Sep 2012,NA,2015,0902298,freshbrack
bc1070,Rasbora tawarensis,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,12,Rasbora tawarensis,Finfish,NA,muscle_organs,"cleaned fish, raw",812.592,0.727056,3.055239,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901089,fresh
bc832,Rasbora tawarensis,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,12,Rasbora tawarensis,Finfish,NA,whole,"Rasbora, wild, whole fish, full grown, raw",NA,NA,NA,NA,NA,NA,NA,fi129,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",RETOLD: all-trans-dehydroretinol and 13-cis isomers,2007,0900851,fresh
bc833,Rasbora tawarensis,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,12,Rasbora tawarensis,Finfish,NA,muscle_organs,"Rasbora, wild, edible part, head included, raw",NA,NA,NA,NA,NA,NA,NA,fi129,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",RETOLD: all-trans-dehydroretinol and 13-cis isomers,2007,0900852,fresh
bc45,Rastrelliger brachysoma,NA,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,2.72,tropical,fusiform / normal,pelagic-neritic,200,34.5,Rastrelliger brachysoma,Finfish,Short mackerel,muscle,"Short-bodied mackerel, wild, muscle fillet, raw",NA,NA,NA,NA,NA,21.1,3.8,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900045,brackmarine
af230,Rastrelliger kanagurta,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1900000572204594,tropical,fusiform / normal,pelagic-neritic,90,NA,Rastrelliger kanagurta,Finfish,Indian mackerel,muscle_skinless,"Mackerel, wild, skinless, muscle flesh, raw",30.3,1.3,2.3,NA,NA,16.1,1.8,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1995,NA,1993,0901534,marine
bc514,Rastrelliger kanagurta,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1900000572204594,tropical,fusiform / normal,pelagic-neritic,90,NA,Rastrelliger kanagurta,Finfish,Indian mackerel,muscle,"Indian mackerel, wild, fillet, raw",NA,NA,NA,NA,NA,20.51,1.8,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900533,marine
bc147,Rastrineobola argentea,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.4100000858306885,tropical,fusiform / normal,pelagic,NA,9,Rastrineobola argentea,Finfish,silver cyprinid,whole,"silver fish, wild, whole, raw",NA,NA,NA,0.14587456,0.17953792,NA,3.16,fi28,"Uganda, Lake Viktoria, Kasenyi and Ggaba",Feb 2008,FA converted using XFA,2011,0900147,fresh
bc737,Rastrineobola argentea,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.4100000858306885,tropical,fusiform / normal,pelagic,NA,9,Rastrineobola argentea,Finfish,silver cyprinid,whole,"silver cyprinid, wild, whole fish, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Tanzania, Mwanza, Lake Victoria",Nov-Dec 1993,NA,1997,0900756,fresh
bc738,Rastrineobola argentea,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.4100000858306885,tropical,fusiform / normal,pelagic,NA,9,Rastrineobola argentea,Finfish,silver cyprinid,whole,"silver cyprinid, wild, whole fish, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Tanzania, Mwanza, Lake Victoria",Nov-Dec 1993,NA,1997,0900757,fresh
bc390,Sarda orientalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.210000038146973,subtropical,fusiform / normal,pelagic-neritic,167,102,Sarda orientalis,Finfish,Striped bonito,muscle,"Oriental bonito, wild, dorsal white muscle fillet, raw",NA,NA,NA,0.1449726,0.5486218,NA,3.2,fi79,"Japan, Nagasaki, East China Sea",Oct 2002,FA converted using XFA,2009,0900409,marine
bc391,Sarda orientalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.210000038146973,subtropical,fusiform / normal,pelagic-neritic,167,102,Sarda orientalis,Finfish,Striped bonito,muscle,"Oriental bonito, wild, dorsal white muscle fillet, raw",NA,NA,NA,0.0434448,0.1665384,NA,0.8,fi79,"Japan, Nagasaki, East China Sea",Jun 2005,FA converted using XFA,2009,0900410,marine
bc392,Sarda orientalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.210000038146973,subtropical,fusiform / normal,pelagic-neritic,167,102,Sarda orientalis,Finfish,Striped bonito,muscle,"Oriental bonito, wild, dorsal white muscle fillet, raw",NA,NA,NA,0.0397119,0.1623311,NA,0.9,fi79,"Japan, Nagasaki, East China Sea",Jun 2005,FA converted using XFA,2009,0900411,marine
bc273,Sarda sarda,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,subtropical,fusiform / normal,pelagic-neritic,200,91.4,Sarda sarda,Finfish,Atlantic bonito,muscle_organs,"Bonito, wild, edible part, raw",NA,NA,NA,0.64443782,0.125495786,19,18.33,fi57,"Turkey, Black Sea",fall 1995-spring 1996,FA converted using XFA,1998,0900292,brackmarine
bc397,Sarda sarda,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,subtropical,fusiform / normal,pelagic-neritic,200,91.4,Sarda sarda,Finfish,Atlantic bonito,muscle,"Atlantic bonito, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900416,brackmarine
bc439,Sarda sarda,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,subtropical,fusiform / normal,pelagic-neritic,200,91.4,Sarda sarda,Finfish,Atlantic bonito,muscle,"Atlantic bonito, wild, edible flesh, raw",NA,NA,NA,NA,NA,19,8,fi80,"Greece, Aegean Sea",Spring,FAT- (analyzed according to AOAC 1975),1995,0900458,brackmarine
bc440,Sarda sarda,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,subtropical,fusiform / normal,pelagic-neritic,200,91.4,Sarda sarda,Finfish,Atlantic bonito,muscle,"Atlantic bonito, wild, edible flesh, raw",NA,NA,NA,NA,NA,25,3,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900459,brackmarine
bc532,Sarda sarda,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,subtropical,fusiform / normal,pelagic-neritic,200,91.4,Sarda sarda,Finfish,Atlantic bonito,muscle,"Atlantic bonito, wild, muscle tissue, raw",NA,NA,NA,NA,NA,19.3,13.56,fi89,"Unknown (samples from local fish market, Istanbul)",Dec 2006,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,0900551,brackmarine
bc533,Sarda sarda,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.34,subtropical,fusiform / normal,pelagic-neritic,200,91.4,Sarda sarda,Finfish,Atlantic bonito,muscle,"Atlantic bonito, wild, muscle tissue, raw",NA,NA,NA,NA,NA,18.99,5.69,fi89,"Unknown (samples from local fish market, Istanbul)",Jan 2007,"mineral tr= <0.001 mg/kg FW; all mineral values in brackets: the authors state explicitely that vlaues are expressed as mg/kg fresh weight; however, values seem in many cases very high compared to reference data and no explanation is provided;",2010,0900552,brackmarine
