genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
bairdiella chrysoura,finfish,NA,US-Florida,33.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
bairdiella chrysura,finfish,NA,US-south atlantic,13.11,62,213.3,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
balistes capriscus,finfish,NA,US-Florida,12.35,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
brevoortia patronus,finfish,NA,US-gulf,0,71,331.70000000000005,6.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
brevoortia smithi,finfish,NA,US-Florida,6.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
brevoortia smithi,finfish,NA,US-Florida,15.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
brevoortia tyrannus,finfish,NA,US-north atlantic,1.9,53.5,204.9,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
brosme brosme,finfish,NA,US-north atlantic,30.875,47,108.5,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
callinectes sapidus,crustacean,NA,US-north atlantic,3.5149999999999997,60.4,304.8,10,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
callinectes sapidus,crustacean,NA,US-south atlantic,9.405,75.5,1033,22.8,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
callinectes sapidus,crustacean,NA,US-south atlantic,39.23499999999999,79.3,358.1,13.5,body meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
callinectes sapidus,crustacean,NA,US-gulf,5.034999999999999,87.7,179.5,10.299999999999999,body meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
callinectes sapidus,crustacean,NA,US-gulf,12.825,56.49999999999999,285.59999999999997,8.5,claw meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
callinectes sapidus,crustacean,crab-blue,US-Atlantic,7.9799999999999995,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",8
callinectes sapidus,crustacean,crab-blue,US-Gulf,14.8129605,NA,NA,NA,NA,karimi,"Karouna-Renier NK, Snyder RA, Allison JG, Wagner MG, Rao KR. 2007. Accumulation of organic and inorganic contaminants in shellfish collected in estuarine waters near Pensacola, Florida: Contamination profiles and risks to human consumers. Environ Pollut 145(2):474-488.",27
callinectes sapidus,crustacean,crab-blue,US-Florida (Gulf-Pensacola),21.564999999999998,NA,NA,NA,NA,karimi,"Lewis MA, Quarles RL, Dantin DD, Moore JC. 2004. Evaluation of a Florida coastal golf complex as a local and watershed source of bioavailable contaminants. Mar Pollut Bull 48(3-4):254-262.",18
callinectes sapidus,crustacean,crab-blue,US-Louisiana,9.690000000000001,NA,NA,NA,NA,karimi,"Mueller CS, Ramelow GJ, Beck JN. 1989. Mercury in the Calcasieu River Lake Complex, Louisiana. Bull Environ Contam Toxicol 42(1):71-80.",1
callinectes sapidus,crustacean,crab-blue,US-Louisiana,1.7955,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1
callinectes sapidus,crustacean,crab-blue,US-Louisiana,7.505,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1
callinectes sapidus,crustacean,crab-blue,US-Maryland,1.9707645962650002,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,196
callinectes sapidus,crustacean,crab-blue,US-New Jersey,15.68783783783784,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,37
callinectes sapidus,crustacean,crab-blue,US-New Jersey,7.635624999999999,NA,NA,NA,NA,karimi,State of New Jersey. 2008. Routine Monitoring Program for Toxics in Fish: Year 3 Raritan River Region. Available: http://www.state.nj.us/dep/dsr/fishmonitoring-year3.pdf [accessed 29 November 2011].,8
callinectes sapidus,crustacean,crab-blue,US-Virginia,1.3364757879199582,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,3
callinectes sapidus,crustacean,crab-blue,US-Virginia,1.5297022237489688,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,45
callinectes sapidus,crustacean,crab-blue,US-Virginia,1.9044603959596644,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,13
callinectes sapidus,crustacean,crab-blue,US-Virginia,4.296699418480606,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,14
callinectes sapidus,crustacean,crab-blue,US-Virginia,4.509118774776773,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,52
callinectes sapidus,crustacean,crab-blue,US-Virginia,5.838206211606692,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,2
callinectes sapidus,crustacean,crab-blue,US-Virginia,7.862741424378778,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,28
callinectes sapidus,crustacean,crab-blue,US-Atlantic,2.1992499999999997,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,20
callinectes sapidus,crustacean,crab-blue,US-Gulf,28.701874999999998,NA,NA,NA,NA,karimi,"USEPA (U.S. Environmental Protection Agency). 2006b. Regional Environmental Monitoring and Assessment Program (REMAP). Available: http://www.epa.gov/emap/remap/html/data.html (Texas, 1993-1994) [accessed 21 June 2006].",8
callinectes sapidus,crustacean,crab-blue,US-Atlantic,4.1178181818181825,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2007. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Carolinian Province 1994-1997) [accessed 24 October 2007].,11
callinectes sapidus,crustacean,crab-blue,US-Atlantic,4.165384615384616,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,26
callinectes sapidus,crustacean,crab-blue,US-Gulf,6.5991071428571395,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,84
callinectes sapidus,crustacean,crab-blue,US-Atlantic,28.33985714285714,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,140
cancer erroratus,crustacean,NA,US-north atlantic,0,100,712.5,19,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
cancer magister,crustacean,NA,US-california,8.93,58.8,312.3,9.8,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
cancer magister,crustacean,NA,US-pacific northwest,10.545,75,651.4,11.4,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
cancer magister,crustacean,NA,US-pacific northwest,35.625,15,468.20000000000005,17.5,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
caranx bartholomaei,finfish,NA,US-Florida,38.949999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx crysos,finfish,NA,US-gulf,19.95,50.8,304.7,9.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
caranx crysos,finfish,NA,US-Florida,17.099999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx hippos,finfish,NA,US-gulf,130.625,62.5,290.3,7.000000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
caranx hippos,finfish,NA,US-Florida,48.449999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx hippos,finfish,NA,US-Florida,26.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx hippos,finfish,NA,US-Florida,50.349999999999994,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx hippos,finfish,NA,US-Florida,92.14999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx hippos,finfish,NA,US-Florida,57.949999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
caranx melampygus,finfish,NA,US-hawaii,48.925,25,289,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
carcharhinus acronotus,finfish,shark-blacknose,US-Gulf,50.349999999999994,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",2
carcharhinus acronotus,finfish,shark-blacknose,US,151.525,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
carcharhinus acronotus,finfish,NA,US-Florida,33.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
carcharhinus acronotus,finfish,NA,US-Florida,55.09999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
carcharhinus brevipinna,finfish,shark-spinner,US-Atlantic,8.549999999999999,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",1
carcharhinus brevipinna,finfish,shark-spinner,US-Gulf,71.25,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",3
carcharhinus brevipinna,finfish,shark-spinner,US,114,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
carcharhinus brevipinna,finfish,NA,US-Florida,57.949999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
carcharhinus falciformis,finfish,shark-silky,US-Atlantic,85.5,NA,NA,NA,NA,karimi,"Hueter RE, Fong WG, Henderson G, French MF, Manire CA. 1995. Methylmercury concentration in shark muscle by species, size and distribution of sharks in Florida coastal waters. Water Air Soil Pollut 80(1-4):893-899.",1
