obs_id,taxon_name,common_name,subgroup,sample_info,body_part,nutrient,concentration,RDA_percentage,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
bc383,Limanda aspera,Yellowfin sole,Finfish,"Sole, frozen, wild, skinless fillet, frozen",muscle_skinless,fat,0.5,0.7142857142857143,"China, Pacific",NA,fi74,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",FAME converted using ShF and XFA,2011,0900402,0,0,0,1,1,1,1,4
bc384,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, ventral white muscle fillet, raw",muscle,fat,0.53,0.7571428571428572,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900403,1,1,1,1,1,0,1,6
bc386,Pagellus bogaraveo,Blackspot seabream,Finfish,"Blackspot seabream, wild, tail white muscle fillet, raw",muscle,fat,0.52,0.7428571428571429,"Spain, Galician Atlantic coast",NA,fi76,"Álvarez V., Medina I., Prego R., Aubourg S.P. (2009). Lipid and mineral distribution in different zones of farmed and wild blackspot seabream (Pagellus bogaraveo). Eur. J. Lipid Sci. Technol. 111: 957-966",NA,2009,0900405,1,1,1,1,1,0,1,6
bc387,Hippoglossus hippoglossus,Atlantic halibut,Finfish,"Atlantic halibut, wild, ventral white fillet (skinless, boneless, visible fat removed), raw",muscle_skinless,fat,0.13,0.18571428571428572,"Norway, Northern Sea",Aug,fi77,"Olsson G.B., Olsen R.L., Carlehög M., Ofstad R. (2003). Seasonal variations in chemical and sensory characteristics of farmed and wild Atlantic halibut (Hippoglossus hippoglossus). Aquaculture 217: 191-205",FA: tr= <0.001g FA/100g muscle,2003,0900406,0,0,0,1,1,0,1,3
bc388,Psetta maxima,Turbot,Finfish,"Turbot, wild, fillet (without visible fat), raw",muscle,fat,0.7,1,"Ireland, off the coast of Cork, Celtic Sea",Aug 2000,fi78,"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",FAT- (analyzed according to AOAC 1999),2002,0900407,0,0,0,0,0,1,1,2
bc389,Hippoglossus hippoglossus,Atlantic halibut,Finfish,"Atlantic halibut, wild, fillet (without visible fat), raw",muscle,fat,0.5,0.7142857142857143,"Iceland, off the north-west coast, Atlantic Sea",Jul 2001,fi78,"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",FAT- (analyzed according to AOAC 1999),2002,0900408,0,0,0,0,0,1,1,2
bc390,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,fat,3.2,4.571428571428571,"Japan, Nagasaki, East China Sea",Oct 2002,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900409,0,0,0,1,1,0,1,3
bc391,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,fat,0.8,1.1428571428571428,"Japan, Nagasaki, East China Sea",Jun 2005,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900410,0,0,0,1,1,0,1,3
bc392,Sarda orientalis,Striped bonito,Finfish,"Oriental bonito, wild, dorsal white muscle fillet, raw",muscle,fat,0.9,1.2857142857142856,"Japan, Nagasaki, East China Sea",Jun 2005,fi79,"Osako K., Saito H., Weng W., Kuwahara K., Tanaka M. (2009). Lipid characteristics of coastal migratory Sarda orientalis tissues. Fish Sci 75: 1055-1066",FA converted using XFA,2009,0900411,0,0,0,1,1,0,1,3
bc394,Spondyliosoma cantharus,Black seabream,Finfish,"Black bream, wild, edible flesh, raw",muscle,fat,0.2,0.2857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900413,0,0,0,0,0,1,1,2
bc398,Zeus faber,John dory,Finfish,"Jhan Dory, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900417,0,0,0,0,0,1,1,2
bc4,Oreochromis niloticus,Nile Tilapia,Finfish,"Nile Tilapia, wild, muscle fillet, raw",muscle,fat,1.8,2.571428571428571,"Thailand, main rivers (Chaopraya, Bangprakong, Mae-klong, Thajean)",May-Oct,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",NNP calc. as % of TN,1999,0900004,0,0,0,0,0,1,1,2
bc401,Pagrus auratus,silver seabream,Finfish,"Gilthead seabream, wild, edible flesh, raw",muscle,fat,3,4.285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900420,0,0,0,0,0,1,1,2
bc402,Mugil cephalus,Flathead grey mullet,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,fat,1.33,1.9,"Greece, Aegean Sea",NA,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273","mean of lipid value (spring, fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900421,0,0,0,0,0,0,1,1
bc403,Chelidonichthys lucerna,Tub gurnard,Finfish,"Gurnard, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900422,0,0,0,0,0,1,1,2
bc406,Atrobucca nibe,Blackmouth croaker,Finfish,"Meagre/Croaker, wild, edible flesh, raw",muscle,fat,0.8,1.1428571428571428,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900425,0,0,0,0,0,1,1,2
bc407,Sparisoma cretense,Parrotfish,Finfish,"Parrot fish, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900426,0,0,0,0,0,1,1,2
bc409,Trisopterus minutus,Poor cod,Finfish,"Poor cod, wild, edible flesh, raw",muscle,fat,0.4,0.5714285714285714,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900428,0,0,0,0,0,1,1,2
bc410,Pagellus bogaraveo,Blackspot seabream,Finfish,"Red bream, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900429,0,0,0,0,0,1,1,2
bc413,Oblada melanura,Saddled seabream,Finfish,"Saddled bream, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900432,0,0,0,0,0,1,1,2
bc417,Scorpaena scrofa,Red scorpionfish,Finfish,"Scorpionfish, wild, edible flesh, raw",muscle,fat,0.4,0.5714285714285714,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900436,0,0,0,0,0,1,1,2
bc418,Dicentrarchus labrax,European seabass,Finfish,"Seabass/Bass, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900437,0,0,0,0,0,1,1,2
bc42,Parastromateus niger,Black pomfret,Finfish,"Black pomfret, wild, muscle fillet, raw",muscle,fat,3.6,5.142857142857142,"Thailand, Gulf of Thailand",Oct-Nov,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",NNP calc. as % of TN,1999,0900042,0,0,0,0,0,1,1,2
bc421,Lithognathus mormyrus,Sand steenbras,Finfish,"Striped bream, wild, edible flesh, raw",muscle,fat,0.7,1,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900440,0,0,0,0,0,1,1,2
bc424,Merlangius merlangus,Whiting,Finfish,"Whiting, wild, edible flesh, raw",muscle,fat,0.3,0.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet,1995,0900443,0,0,0,1,1,1,1,4
bc430,Sepia officinalis,Common cuttlefish,Mollusc,"Common cuttlefish, wild, edible flesh, raw",NA,fat,0.2,0.2857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900449,0,0,0,0,0,1,1,2
bc431,Todarodes sagittatus,European flying squid,Mollusc,"Flying squid, wild, edible flesh, raw",NA,fat,0.3,0.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900450,0,0,0,0,0,1,1,2
bc433,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, edible flesh, raw",muscle,fat,4,5.714285714285714,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900452,0,0,0,0,0,1,1,2
bc434,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, edible flesh, raw",muscle,fat,0.6,0.8571428571428572,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900453,0,0,0,0,0,1,1,2
bc435,Engraulis encrasicolus,European anchovy,Finfish,"Anchovy, wild, edible flesh, raw",muscle,fat,0.9,1.2857142857142856,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900454,0,0,0,0,0,1,1,2
bc436,Boops boops,Bogue,Finfish,"Bogue seabream, wild, edible flesh, raw",muscle,fat,0.5,0.7142857142857143,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900455,0,0,0,0,0,1,1,2
bc437,Boops boops,Bogue,Finfish,"Bogue seabream, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900456,0,0,0,0,0,1,1,2
bc438,Boops boops,Bogue,Finfish,"Bogue seabream, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900457,0,0,0,0,0,1,1,2
bc439,Sarda sarda,Atlantic bonito,Finfish,"Atlantic bonito, wild, edible flesh, raw",muscle,fat,8,11.428571428571429,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900458,0,0,0,0,0,1,1,2
bc440,Sarda sarda,Atlantic bonito,Finfish,"Atlantic bonito, wild, edible flesh, raw",muscle,fat,3,4.285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900459,0,0,0,0,0,1,1,2
bc441,Mugil cephalus,Flathead grey mullet,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900460,0,0,0,0,0,1,1,2
bc442,Mugil cephalus,Flathead grey mullet,Finfish,"Grey mullet, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900461,0,0,0,0,0,1,1,2
bc444,Merluccius merluccius,European hake,Finfish,"European hake, wild, edible flesh, raw",muscle,fat,0.4,0.5714285714285714,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900463,0,0,0,0,0,1,1,2
bc445,Merluccius merluccius,European hake,Finfish,"European hake, wild, edible flesh, raw",muscle,fat,0.6,0.8571428571428572,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900464,0,0,0,0,0,1,1,2
bc446,Merluccius merluccius,European hake,Finfish,"European hake, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900465,0,0,0,0,0,1,1,2
bc447,Scomber scombrus,Atlantic mackerel,Finfish,"Atlantic mackerel, wild, edible flesh, raw",muscle,fat,10,14.285714285714285,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900466,0,0,0,0,0,1,1,2
bc448,Spicara smaris,Picarels nei,Finfish,"Picarel, wild, edible flesh, raw",muscle,fat,3,4.285714285714286,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900467,0,0,0,0,0,1,1,2
bc449,Spicara smaris,Picarels nei,Finfish,"Picarel, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900468,0,0,0,0,0,1,1,2
bc45,Rastrelliger brachysoma,Short mackerel,Finfish,"Short-bodied mackerel, wild, muscle fillet, raw",muscle,fat,3.8,5.428571428571429,"Thailand, Gulf of Thailand",Oct-Nov,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",NNP calc. as % of TN,1999,0900045,0,0,0,0,0,1,1,2
bc450,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900469,0,0,0,0,0,1,1,2
bc451,Mullus barbatus,Red mullet,Finfish,"Red mullet, wild, edible flesh, raw",muscle,fat,3,4.285714285714286,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900470,0,0,0,0,0,1,1,2
bc453,Sarpa salpa,Salema,Finfish,"Salema/Strepie, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900472,0,0,0,0,0,1,1,2
bc454,Sarpa salpa,Salema,Finfish,"Salema/Strepie, wild, edible flesh, raw",muscle,fat,4,5.714285714285714,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900473,0,0,0,0,0,1,1,2
bc455,Sardina pilchardus,European pilchard,Finfish,"Sardine/Pilchard, wild, edible flesh, raw",muscle,fat,6,8.571428571428571,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900474,0,0,0,0,0,1,1,2
bc456,Sardina pilchardus,European pilchard,Finfish,"Sardine/Pilchard, wild, edible flesh, raw",muscle,fat,7,10,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900475,0,0,0,0,0,1,1,2
bc457,Sardina pilchardus,European pilchard,Finfish,"Sardine/Pilchard, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900476,0,0,0,0,0,1,1,2
bc458,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Scad/Horse mackerel, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900477,0,0,0,0,0,1,1,2
bc459,Trachurus trachurus,Atlantic horse mackerel,Finfish,"Scad/Horse mackerel, wild, edible flesh, raw",muscle,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900478,0,0,0,0,0,1,1,2
bc460,Katsuwonus pelamis,Skipjack tuna,Finfish,"Skipjack/Oceanic bonito, wild, edible flesh, raw",muscle,fat,5,7.142857142857142,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900479,0,0,0,0,0,1,1,2
bc461,Katsuwonus pelamis,Skipjack tuna,Finfish,"Skipjack/Oceanic bonito, wild, edible flesh, raw",muscle,fat,0.2,0.2857142857142857,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900480,0,0,0,0,0,1,1,2
bc462,Solea solea,Common sole,Finfish,"Common sole, wild, edible flesh, raw",muscle,fat,0.7,1,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900481,0,0,0,0,0,1,1,2
bc463,Solea solea,Common sole,Finfish,"Common sole, wild, edible flesh, raw",muscle,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900482,0,0,0,0,0,1,1,2
bc464,Nephrops norvegicus,Norway Lobster,Crustacean,"Norway lobster, wild, edible flesh, raw",NA,fat,0.2,0.2857142857142857,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900483,0,0,0,0,0,1,1,2
bc465,Nephrops norvegicus,Norway Lobster,Crustacean,"Norway lobster, wild, edible flesh, raw",NA,fat,0.5,0.7142857142857143,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900484,0,0,0,0,0,1,1,2
bc467,Aristeus antennatus,Blue and red shrimp,Crustacean,"Shrimp, wild, edible flesh, raw",NA,fat,0.2,0.2857142857142857,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900486,0,0,0,0,0,1,1,2
bc468,Aristeus antennatus,Blue and red shrimp,Crustacean,"Shrimp, wild, edible flesh, raw",NA,fat,0.4,0.5714285714285714,"Greece, Aegean Sea",Fall,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900487,0,0,0,0,0,1,1,2
bc469,Aristeus antennatus,Blue and red shrimp,Crustacean,"Shrimp, wild, edible flesh, raw",NA,fat,2,2.857142857142857,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900488,0,0,0,0,0,1,1,2
bc470,Mytilus galloprovincialis,Mediterranean mussel,Mollusc,"Mediterranean mussel, wild, edible flesh, raw",NA,fat,2,2.857142857142857,"Greece, Aegean Sea",Spring,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900489,0,0,0,0,0,1,1,2
bc472,Mytilus galloprovincialis,Mediterranean mussel,Mollusc,"Mediterranean mussel, wild, edible flesh, raw",NA,fat,1,1.4285714285714286,"Greece, Aegean Sea",Winter,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",FAT- (analyzed according to AOAC 1975),1995,0900491,0,0,0,0,0,1,1,2
