obs_id,taxon_name,common_name,subgroup,sample_info,body_part,ca_mg,fe_mg,zn_mg,epa,dha,fat,protein,location,season,biblio_id,bibliography,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here
c590,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, eggs",eggs,30,NA,NA,NA,NA,15,30.4,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c595,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,NA,NA,NA,0.44,0.55,7,NA,NA,NA,25,"Wander RC, Patton BD: Lipids and fatty acids of three species of northeast Pacific finfish harvested in summer. Journal of Food Composition and Analysis 1991, 4(2):128-135.",NA,NA,NA,0,0,0,1,1,0,1,3
c598,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, liver",liver,28,NA,NA,NA,NA,8,16.6,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c600,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,20,NA,NA,NA,NA,7.1,4.6,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c602,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,22,NA,NA,NA,NA,3.3,21.4,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c604,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,14,NA,NA,NA,NA,8.4,5.5,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c606,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,20,0.9,0.8,NA,NA,11.6,17.9,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c61,Boreogadus saida,Arctic Cod,Finfish,"Arctic Cod, muscle",muscle,20.2,0.6,0.5,0.165,0.329,1,24.8,NA,NA,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,NA,1,1,1,1,1,1,1,7
c611,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, liver",liver,NA,2.6,NA,NA,NA,NA,NA,NA,NA,34,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967.",NA,NA,NA,0,1,0,0,0,0,0,1
c612,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,20,NA,NA,NA,NA,7.1,4.6,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c613,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,22,NA,NA,NA,NA,3.3,21.4,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c614,Oncorhynchus tshawytscha,Chinook Salmon,Finfish,"Chinook Salmon, muscle",muscle,14,NA,NA,NA,NA,8.4,8.4,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c619,Ophiodon elongatus,Lingcod,Finfish,"Lingcod, liver",liver,5,1,NA,NA,NA,NA,NA,NA,NA,34,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967.",NA,NA,NA,1,1,0,0,0,0,0,2
c622,Ophiodon elongatus,Lingcod,Finfish,"Lingcod, muscle",muscle,35,0.49,0.03,NA,NA,0.9,18,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c625,Osmerus mordax,Rainbow Smelt,Finfish,"Rainbow Smelt, muscle",muscle,NA,0.9,1.65,0.12,0.18,NA,NA,NA,NA,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,NA,0,1,1,1,1,0,0,4
c626,Osmerus mordax,Rainbow Smelt,Finfish,"Rainbow Smelt, muscle",muscle,NA,NA,2,NA,NA,2,18.8,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,1,0,0,1,1,3
c628,Osmerus mordax,Rainbow Smelt,Finfish,"Rainbow Smelt, whole",whole,NA,NA,NA,NA,NA,4,15.5,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c63,Brachyura,Crabs,Crustacean,"Crabs, muscle",muscle,NA,NA,NA,NA,NA,2.2,23,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c634,Osmerus mordax,Rainbow Smelt,Finfish,"Rainbow Smelt, muscle + small bones",muscle_organs,74,0.6,NA,NA,NA,5.1,16.7,NA,NA,34,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967.",NA,NA,NA,1,1,0,0,0,1,1,4
c635,Ostrea lurida,Olympia Oyster,Crustacean,"Olympia Oyster, whole",whole,68,10.3,NA,NA,NA,2.5,9.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,0,0,0,1,1,4
c64,Brachyura,Crabs,Crustacean,"Crabs, muscle",muscle,60,5.2,2.83,NA,NA,2.6,16.2,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c644,Ostreidae,Oysters,Mollusc,"Oysters, whole",whole,111,8.185,23.2,NA,NA,1.8,8.5,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c646,Parastichopus californicus,Giant California Sea Cucumber,Mollusc,"Giant California Sea Cucumber, muscle",muscle,30,0.6,NA,NA,NA,0.4,13,NA,NA,19,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100.",NA,NA,NA,1,1,0,0,0,1,1,4
c648,Parophrys vetulus,English Sole,Finfish,"English Sole, muscle",muscle,NA,NA,NA,NA,NA,1.7,16.8,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c649,Parophrys vetulus,English Sole,Finfish,"English Sole, offal",viscera,NA,NA,NA,NA,NA,7,13.9,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c655,Pectinidae,Scallops,Mollusc,"Scallops, muscle",muscle,NA,NA,NA,0.19,0.18,1,NA,NA,NA,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,NA,0,0,0,1,1,0,1,3
c656,Pectinidae,Scallops,Mollusc,"Scallops, muscle",muscle,9.2,0.107,1.22,NA,NA,1,15.1,NA,NA,65,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314.",NA,NA,NA,1,1,1,0,0,1,1,5
c657,Pectinidae,Scallops,Mollusc,"Scallops, muscle",muscle,46,1.1,NA,NA,NA,0.7,14.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,0,0,0,1,1,4
c66,Brevoortia tyrannus,Menhaden,Finfish,"Menhaden, whole",whole,NA,NA,NA,NA,NA,4.2,15.9,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c660,Perca flavescens,Yellow Perch,Finfish,"Yellow Perch, muscle",muscle,59.77,0.209,0.546,NA,NA,1.01,17.8,NA,NA,44,"Chan HM, Trifonopoulos M, Ing A, Receveur O, Johnson E: Consumption of freshwater fish in Kahnawake: risks and benefits. Environmental Research 1999, 80(2):S213-S222.",NA,NA,NA,1,1,1,0,0,1,1,5
c662,Perca flavescens,Yellow Perch,Finfish,"Yellow Perch, muscle",muscle,NA,0.56,1.2,NA,NA,1.1,18.8,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,1,1,0,0,1,1,4
c663,Perca flavescens,Yellow Perch,Finfish,"Yellow Perch, whole",whole,NA,NA,NA,NA,NA,4.4,16.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c664,Perca flavescens,Yellow Perch,Finfish,"Yellow Perch, offal",viscera,NA,NA,NA,NA,NA,7.6,17,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c669,Percidae,Perch and Darters,Finfish,"Perch and Darters, muscle",muscle,NA,NA,1.285,NA,NA,0.7,14.9,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,1,0,0,1,1,3
c67,Brevoortia tyrannus,Menhaden,Finfish,"Menhaden, whole",whole,NA,NA,NA,NA,NA,11.8,15.5,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c670,Petromyzontinae,Lampreys,Finfish,"Lampreys, muscle",muscle,16,NA,NA,NA,NA,15.5,16,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,0,0,0,0,1,1,3
c672,Platichthys stellatus,Starry Flounder,Finfish,"Starry Flounder, muscle",muscle,NA,NA,NA,NA,NA,1.8,17.1,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c68,Brevoortia tyrannus,Menhaden,Finfish,"Menhaden, muscle",muscle,60,NA,NA,NA,NA,NA,NA,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,0,0,0,0,0,0,1
c685,Pomatomus saltatrix,Bluefish,Finfish,"Bluefish, muscle",muscle,6.8,0.452,0.763,NA,NA,2,19.6,NA,NA,65,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314.",NA,NA,NA,1,1,1,0,0,1,1,5
c686,Pomatomus saltatrix,Bluefish,Finfish,"Bluefish, muscle",muscle,59,5.2,NA,NA,NA,3.8,20.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,0,0,0,1,1,4
c689,Pseudopleuronectes americanus,Winter Flounder,Finfish,"Winter Flounder, muscle",muscle,13.2,0.103,0.394,NA,NA,1.19,21.2,NA,NA,65,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314.",NA,NA,NA,1,1,1,0,0,1,1,5
c690,Pseudopleuronectes americanus,Winter Flounder,Finfish,"Winter Flounder, muscle",muscle,NA,NA,NA,0.07,0.12,NA,NA,NA,NA,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,NA,0,0,0,1,1,0,0,2
c691,Pseudopleuronectes americanus,Winter Flounder,Finfish,"Winter Flounder, muscle",muscle,NA,NA,NA,0.07,0.12,0.45,NA,NA,NA,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,NA,0,0,0,1,1,0,1,3
c692,Pseudopleuronectes americanus,Winter Flounder,Finfish,"Winter Flounder, muscle",muscle,NA,NA,NA,NA,NA,0.6,18,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c693,Pseudopleuronectes americanus,Winter Flounder,Finfish,"Winter Flounder, offal",viscera,NA,NA,NA,NA,NA,3.5,17,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c696,Pungitius pungitius,Ninespine Stickleback,Finfish,"Ninespine Stickleback, whole",whole,901,NA,NA,NA,NA,2.2,20.7,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,NA,1,0,0,0,0,1,1,3
c699,Pungitius pungitius,Ninespine Stickleback,Finfish,"Ninespine Stickleback, whole",whole,93,6.2,NA,NA,NA,6.3,9.9,NA,NA,34,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967.",NA,NA,NA,1,1,0,0,0,1,1,4
c700,Rajidae,Skates,Finfish,"Skates, muscle",muscle,38,0.075,0.98,NA,NA,1.3,20.3,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c701,Rajidae,Rays,Finfish,"Rays, muscle",muscle,123,NA,NA,NA,NA,0.8,18.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,0,0,0,0,1,1,3
c717,Salmo salar,Atlantic Salmon,Finfish,"Atlantic Salmon, muscle",muscle,15,1.15,0.47,NA,NA,5.5,17.2,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c72,Callinectes sapidus,Blue Crab,Crustacean,"Blue Crab, muscle",muscle,74,NA,NA,NA,NA,0.77,16.4,NA,NA,65,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314.",NA,NA,NA,1,0,0,0,0,1,1,3
c720,Salmo salar,Atlantic Salmon,Finfish,"Atlantic Salmon, muscle",muscle,11.6,0.4,0.6,0.269,0.612,4.3,24.3,NA,NA,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,NA,1,1,1,1,1,1,1,7
c725,Salmo trutta,Brown Trout,Finfish,"Brown Trout, muscle",muscle,20,1,0.46,NA,NA,2.9,18.5,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c729,Salvelinus alpinus,Arctic Char,Finfish,"Arctic Char, muscle",muscle,34,1.8,0.8,NA,NA,7.7,24.5,NA,NA,30,"Hoppner K, McLaughlan JM, Shah BG, Thompson JN, Beare-Rogers J, Ellestad-Sayed J, Schaefer O: Nutrient levels of some foods of Eskimos from Arctic Bay, N.W.T., Canada. J Am Diet Assoc 1978, 73:257-261.",NA,NA,NA,1,1,1,0,0,1,1,5
c73,Callinectes sapidus,Blue Crab,Crustacean,"Blue Crab, muscle",muscle,115,2.32,4.025,NA,NA,1.3,15.9,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c732,Salvelinus alpinus,Arctic Char,Finfish,"Arctic Char, muscle",muscle,18.8,0.32,0.6,NA,NA,6.5,19.2,NA,NA,9,"Synowiecki J, Shahidi F, Penney RW: Nutrient composition of meat and uptake of carotenoids by Arctic char (Salvelinus alpinus). Journal of Aquatic Food Product Technology 1993, 2:37-58.",NA,NA,NA,1,1,1,0,0,1,1,5
c74,Callinectes sapidus,Blue Crab,Crustacean,"Blue Crab, offal",viscera,NA,NA,NA,NA,NA,1.5,12.4,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c743,Salvelinus alpinus,Arctic Char,Finfish,"Arctic Char, muscle",muscle,7.2,0.7,0.6,0.78,0.69,7.2,20.2,NA,NA,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,NA,1,1,1,1,1,1,1,7
c744,Salvelinus alpinus,Arctic Char,Finfish,"Arctic Char, muscle",muscle,NA,NA,2.3,NA,NA,NA,NA,NA,NA,50,"Bohn A, Fallis BW: Metal concentrations (As, Cd, Cu, Pb and Zn) in shorthorn sculpins, Myoxocephalus scorpius (Linnaeus), and Arctic char, Salvelinus alpinus (Linnaeus), from the vicinity of Strathcona Sound, Northwest Territories. Water Research 1978, 12",NA,NA,NA,0,0,1,0,0,0,0,1
c748,Salvelinus alpinus,Arctic Char,Finfish,"Arctic Char, liver",liver,NA,NA,13,NA,NA,NA,NA,NA,NA,50,"Bohn A, Fallis BW: Metal concentrations (As, Cd, Cu, Pb and Zn) in shorthorn sculpins, Myoxocephalus scorpius (Linnaeus), and Arctic char, Salvelinus alpinus (Linnaeus), from the vicinity of Strathcona Sound, Northwest Territories. Water Research 1978, 12",NA,NA,NA,0,0,1,0,0,0,0,1
c75,Callinectes sapidus,Blue Crab,Crustacean,"Blue Crab, eggs",eggs,NA,NA,NA,NA,NA,9.6,8.5,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c753,Salvelinus fontinalis,Brook Trout,Finfish,"Brook Trout, muscle",muscle,14.3,0.226,0.471,NA,NA,3.41,18.6,NA,NA,65,"Anthony JE, Hadgis PN, Milam RS, Herzfeld GA, Taper LJ, Ritchey SJ: Yields, proximate composition and mineral content of finfish and shellfish. Journal of Food Science 1983, 48(1):313-314.",NA,NA,NA,1,1,1,0,0,1,1,5
c757,Salvelinus fontinalis,Brook Trout,Finfish,"Brook Trout, whole",whole,NA,NA,NA,NA,NA,5.2,15.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c759,Salvelinus fontinalis,Brook Trout,Finfish,"Brook Trout, whole",whole,NA,NA,NA,NA,NA,5.6,17.1,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c76,Cancer borealis,Jonah Crab,Crustacean,"Jonah Crab, muscle",muscle,96,NA,NA,NA,NA,1.9,16.2,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,0,0,0,0,1,1,3
c763,Salvelinus fontinalis,Brook Trout,Finfish,"Brook Trout, muscle",muscle,NA,NA,NA,NA,NA,1.6,18.5,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c765,Salvelinus fontinalis,Brook Trout,Finfish,"Brook Trout, muscle",muscle,9.3,0.3,0.5,0.112,0.322,1.8,23.5,NA,NA,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,NA,1,1,1,1,1,1,1,7
c766,Salvelinus fontinalis,Brook Trout,Finfish,"Brook Trout, muscle",muscle,38,1.2,0.46,NA,NA,2.6,18.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,1,1,1,0,0,1,1,5
c768,Salvelinus malma,Dolly Varden Trout,Finfish,"Dolly Varden Trout, muscle",muscle,NA,NA,NA,NA,NA,2.1,15.9,NA,NA,34,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967.",NA,NA,NA,0,0,0,0,0,1,1,2
c769,Salvelinus malma,Dolly Varden Trout,Finfish,"Dolly Varden Trout, muscle",muscle,NA,NA,NA,NA,NA,6,19.9,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c78,Cancer borealis,Jonah Crab,Crustacean,"Jonah Crab, muscle",muscle,NA,NA,NA,0.28,0.1,NA,NA,NA,NA,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,NA,0,0,0,1,1,0,0,2
c780,Salvelinus namaycush,Lake Trout,Finfish,"Lake Trout, muscle",muscle,6.1,0.3,0.4,0.072,0.232,1.4,20.9,NA,NA,2,"Blanchet C: Contribution of selected traditional and market foods to the diet of Nunavik Inuit women. Canadian Journal of Dietetic Practice and Research 2000, 61:50-58.",NA,NA,NA,1,1,1,1,1,1,1,7
c781,Salvelinus namaycush,Lake Trout,Finfish,"Lake Trout, muscle",muscle,NA,0.478,0.21,NA,NA,NA,NA,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,1,1,0,0,0,0,2
c782,Salvelinus namaycush,Lake Trout,Finfish,"Lake Trout, offal",viscera,NA,NA,NA,NA,NA,18.1,15.6,NA,NA,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,NA,0,0,0,0,0,1,1,2
c79,Cancer irroratus,Atlantic Rock Crab,Crustacean,"Atlantic Rock Crab, muscle",muscle,NA,NA,NA,0.27,0.15,1.2,NA,NA,NA,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,NA,0,0,0,1,1,0,1,3
