ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,country_region,season,isscaap_cat,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",1096,Red_fish_wild_skinless_fillet_raw,Sebastes viviparus,fat_g,1.9,finfish,NA,NA,35,35,4.03,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,35,NA,25,NA,4570,NA,4570,NA,35,4,900661,NA,9/1/2017,Miscellaneous demersal fishes,12224,NA,demersal,NA,0,NA,0,4.03,NA,NA,0.67,NA,NA,NA,NA,1.00E+03,NA,35388,NA
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1097,Yellowstripe_scad_wild_fillet_raw,Selaroides leptolepis,fat_g,2.12,finfish,3.144341,3.144341,21.25,16,3.609999895,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,16,NA,15,NA,9137,NA,28620,NA,20.5,3.53,900535,NA,NA,Miscellaneous pelagic fishes,26908,NA,reef-associated,NA,-1,NA,0,3.609999895,3.84,0.24,0.5043,NA,NA,NA,NA,625,NA,4883,NA
"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",1350,NA,Selaroides leptolepis,fat_g,5.77,finfish,NA,NA,21.25,16,3.609999895,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,15,NA,9137,NA,28620,NA,22,NA,NA,NA,NA,NA,26908,NA,reef-associated,NA,-1,NA,0,3.609999895,3.84,0.24,0.5043,NA,NA,NA,NA,625,NA,4883,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1098,Lookdown_wild_edible_portion_raw,Selene vomer,fat_g,2.3,finfish,19.173773,19.173773,48.3,48.3,3.67,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,48.3,NA,35,NA,5217,NA,9626,NA,48.3,4.3,900961,NA,"Sep, Oct, Nov 1994",Miscellaneous pelagic fishes,26338,NA,demersal,NA,-1,NA,0,3.67,4.29,0.35,0.59,NA,NA,NA,NA,2100,NA,40637,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1380,NA,Selene vomer,fat_g,7.29,finfish,NA,NA,48.3,48.3,3.67,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,35,NA,5217,NA,9626,NA,48.3,NA,NA,NA,NA,NA,26338,NA,demersal,NA,-1,NA,0,3.67,4.29,0.35,0.59,NA,NA,NA,NA,2100,NA,40637,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1640,NA,Sepia aculeata,fat_g,1.3,mollusc,NA,NA,NaN,23,3.39,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1641,NA,Sepia aculeata,fat_g,0.92,mollusc,NA,NA,NaN,23,3.39,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1099,Cuttlefish_wild_flesh_raw,Sepia officinalis,fat_g,1.35,mollusc,3.144341,3.144341,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,900548,NA,NA,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1100,Common_cuttlefish_wild_edible_flesh_raw,Sepia officinalis,fat_g,0.2,mollusc,39.019184,39.019184,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,900449,NA,Winter,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1101,Common_cuttlefish_wild_fillet_raw,Sepia officinalis,fat_g,2.38,mollusc,37.966667,37.966667,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,902281,NA,Jun/Jul 2003,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1102,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,fat_g,1.52,mollusc,34.553128,34.553128,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,901212,NA,Autumn,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1103,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,fat_g,1.29,mollusc,34.553128,34.553128,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,901213,NA,Winter,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1106,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,fat_g,1.01,mollusc,34.553128,34.553128,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,901211,NA,Spring,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özyurt G. Duysak Ö., Akamca E., Tureli C. (2006). Seasonal changes of fatty acids of cuttlefish Sepia officinalis L. (Mollusca: Cephalopoda) in the north eastern Mediterranean sea. Food Chemistry 95: 382-385",1107,Cuttlefish_wild_mantle_raw,Sepia officinalis,fat_g,0.85,mollusc,36.5817,36.5817,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,901176,NA,Jul _summer 2003,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özyurt G. Duysak Ö., Akamca E., Tureli C. (2006). Seasonal changes of fatty acids of cuttlefish Sepia officinalis L. (Mollusca: Cephalopoda) in the north eastern Mediterranean sea. Food Chemistry 95: 382-385",1108,Cuttlefish_wild_mantle_raw,Sepia officinalis,fat_g,0.88,mollusc,36.5817,36.5817,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,901174,NA,Feb _winter 2003,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özyurt G. Duysak Ö., Akamca E., Tureli C. (2006). Seasonal changes of fatty acids of cuttlefish Sepia officinalis L. (Mollusca: Cephalopoda) in the north eastern Mediterranean sea. Food Chemistry 95: 382-385",1110,Cuttlefish_wild_mantle_raw,Sepia officinalis,fat_g,0.86,mollusc,36.5817,36.5817,28,28,NaN,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,28,3.55,901173,NA,Nov _autumn 2003,"Squids, cuttlefishes, octopuses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1663,NA,Sepia officinalis,fat_g,0.85,mollusc,NA,NA,28,28,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2024,common cuttlefish,Sepia officinalis,fat_g,0.28,mollusc,NA,NA,28,28,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,Aegean Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",1111,Black-banded_trevally_wild_muscle_fillet_raw,Seriolina nigrofasciata,fat_g,9.2,finfish,9.71212,9.71212,91.5,113,4.17,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,113,NA,50,NA,5450,NA,3287,NA,91.5,4.17,900038,NA,Oct-Nov,Miscellaneous pelagic fishes,7300,NA,reef-associated,NA,-1,NA,0,4.17,NA,NA,0.61,NA,NA,NA,NA,5200,NA,3287,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1112,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fat_g,1.55,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,36,28,25,NA,5506,NA,5506,NA,36,3.8,900617,NA,Jan,Miscellaneous coastal fishes,5506,NA,demersal,NA,0,NA,0,3.58,3.82,0.283,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1113,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fat_g,1.34,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,36,25,25,NA,5506,NA,5506,NA,36,3.8,900618,NA,Mar,Miscellaneous coastal fishes,5506,NA,demersal,NA,0,NA,0,3.58,3.82,0.283,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1114,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fat_g,1.58,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,36,25,25,NA,5506,NA,5506,NA,36,3.8,900619,NA,May,Miscellaneous coastal fishes,5506,NA,demersal,NA,0,NA,0,3.58,3.82,0.283,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1115,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fat_g,1.62,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,36,25,25,NA,5506,NA,5506,NA,36,3.8,900620,NA,Jul,Miscellaneous coastal fishes,5506,NA,demersal,NA,0,NA,0,3.58,3.82,0.283,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1116,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fat_g,1.75,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,36,25,25,NA,5506,NA,5506,NA,36,3.8,900621,NA,Sep,Miscellaneous coastal fishes,5506,NA,demersal,NA,0,NA,0,3.58,3.82,0.283,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1117,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fat_g,1.93,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,36,25,25,NA,5506,NA,5506,NA,36,3.8,900622,NA,Nov,Miscellaneous coastal fishes,5506,NA,demersal,NA,0,NA,0,3.58,3.82,0.283,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",1287,NA,Serrasalmus emarginatus,fat_g,0.7,finfish,NA,NA,NaN,27,3.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,27,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,hunting macrofauna (predator),pelagic,NA,0,NA,-1,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1118,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,2.14,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900517,NA,5/5/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1119,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,1.29,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900515,NA,3/5/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1120,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,1.76,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900520,NA,10/4/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1121,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,1.15,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900514,NA,2/5/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1122,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,2.58,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900516,NA,4/5/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1123,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,1.23,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900521,NA,12/4/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1124,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,3.81,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900519,NA,8/4/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Saoud I.P., Batal M., Ghanawi J., Lebbos N. (2008). Seasonal evaluation of nutritional benefits of two fish species in the eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 538-542",1125,Rabbitfish_wild_fillet_raw,Siganus rivulatus,fat_g,1.68,finfish,33.917053,33.917053,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,27,NA,20,NA,30573,NA,50671,NA,27,2,900518,NA,6/4/2017,Miscellaneous coastal fishes,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1297,NA,Siganus rivulatus,fat_g,1.21,finfish,NA,NA,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,NaN,NA,20,NA,30573,NA,50671,NA,27,NA,NA,NA,NA,NA,1419,NA,reef-associated,NA,-1,NA,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2001,Tular Dandi,Sillaginopsis panijus,fat_g,0.6,finfish,23.81,NA,44,NaN,3.27,variable,plants/detritus+animals (troph. 2.2-2.79),amphidromous,NaN,NA,25,NA,3504,NA,4833,NA,44,NA,NA,Cox's Bazar,July–September 2012,NA,6205,NA,demersal,NA,-1,NA,-1,3.27,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1126,silver_sillago_wild_fillet_raw,Sillago sihama,fat_g,1.43,finfish,37.370157,37.370157,31,31,3.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,31,NA,20,NA,9679,NA,44894,NA,31,3.37,900355,NA,NA,Miscellaneous coastal fishes,6227,NA,reef-associated,NA,-1,NA,0,3.18,3.33,0.096,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1465,NA,Sillago sihama,fat_g,3.39,finfish,NA,NA,31,31,3.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,20,NA,9679,NA,44894,NA,31,NA,NA,NA,NA,NA,6227,NA,reef-associated,NA,-1,NA,0,3.18,3.33,0.096,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",176,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,fat_g,3.2,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900174,NA,Summer 1987,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",182,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,fat_g,3.8,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900175,NA,Summer 1988,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",1127,European_catfish_wild_boneless_fillet_raw,Silurus glanis,fat_g,1.12,finfish,36.967401,36.967401,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900086,NA,NA,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1128,Wels_catfish_wild_muscle_tissue_raw,Silurus glanis,fat_g,0.54,finfish,37,37,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900187,NA,NA,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",1129,Sheatfish_wild_skinless_boneless_fillet_raw,Silurus glanis,fat_g,3.5,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,500,NA,300,NA,9988,NA,59043,NA,500,4.4,900232,NA,Jul-Aug 1987,Miscellaneous freshwater fishes,9053,NA,benthopelagic,NA,-1,NA,-1,4.12,4.36,0.172,0.72,NA,NA,NA,NA,3.06E+05,NA,9988,NA
"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",1142,Sea_bream_wild_edible_part_raw,Smaris alcedo,fat_g,17.49,finfish,42.163403,42.163403,20,20,NaN,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20,3,900291,NA,fall 1995-spring 1996,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",71,NA,Solea solea,fat_g,1.88,finfish,NA,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,35,NA,5504,NA,4710,NA,70,NA,NA,NA,NA,NA,4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",81,NA,Solea solea,fat_g,1.62,finfish,NA,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,35,NA,5504,NA,4710,NA,70,NA,NA,NA,NA,NA,4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",99,NA,Solea solea,fat_g,1.18,finfish,NA,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,35,NA,5504,NA,4710,NA,70,NA,NA,NA,NA,NA,4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
