species_name,accepted_name,avg_length,length,slmax,length_source,feedingtype,foodtroph,feeding_habit,ref_info,bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season_x,season_y,herbivory2,herbivoryref,,feedingtyperef,diettroph,dietsetroph,,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,stockcode,speccode_x,speccode_y,genus,species,fbname,subfamily,demerspelag,anacat,depthrangeshallow,depthrangedeep,ltypemaxm,ltypemaxf,ltypecomm,ltypecomf,commonlength,commonlengthf,commonlengthref,weight,weightfemale,maxweightref,sp2000_hierarchycode,reference,fresh,marine,brackishwater,brack,lengthfemale,maxlengthref,notes,weight_from_study,mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,x20,vit_a_iu,k_mg,mg_mg,x32
Ostrea edulis,,,,,,,,,"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,1753,NA,NA,NA,NA,NA NA,mollusc,NA,NA,9.28,2.04,NA,NA,NA,NA,23.6017,19.2468,1.7316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,December,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostrea lurida,,,,9,http://www.sealifebase.org/summary/Ostrea-lurida.html,mainly plants/detritus (troph. 2-2.19),,filtering plankton,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fi195,1511,NA,NA,NA,NA,NA NA,mollusc,10.6,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostrea lurida,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palaemon serratus,,,NA,NA,,NA,NA,,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16","Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",fi45,1339,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,0.76,0.15,0.235,0.071,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palaemon serratus,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palinurus vulgaris,,,NA,NA,,NA,NA,,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",NA,NA,2018,NA,spiny lobster,NA,NA,NA,crustacean,NA,NA,19.95,0.63,NA,NA,NA,NA,55.1,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aegean Sea,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fat and protein expressed in %, minerals expressed in mg/kg, and I've converted them to appropriate units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandalus borealis,,,NA,NA,,NA,NA,,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fi195,1535,NA,NA,NA,NA,NA NA,crustacean,18.1,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pandalus borealis,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pangasianodon hypophthalmus (juvenile),Pangasianodon hypophthalmus,,,130,http://www.fishbase.ca/summary/14154,mainly animals (troph. 2.8 and up),3.12,hunting macrofauna (predator),"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1990,NA,Majhari Thai Pangas,NA,NA,NA,finfish,NA,NA,18.6,1.4,211,0.5,38,60,59,1.1,2.7,NA,NA,NA,23.81,NA,NA,NA,NA,NA,Sylhet,NA,NA,July–September 2012,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",NA,freshwater,farmed,Bones<comma> viscera<comma> fins<comma> barbel,excluded,NA,NA,260,21,NA
Panopea generosa,,,,,,,,,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fi195,1505,NA,NA,NA,NA,NA NA,mollusc,15.9,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Panopea generosa,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paralithodes camtschaticus,,,,,,,,,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fi195,1497,NA,NA,NA,NA,NA NA,crustacean,11.6,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paralithodes camtschaticus,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parapenaeus longirostris,,,,,,,,,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",NA,NA,2020,NA,shrimp,NA,NA,NA,crustacean,NA,NA,19.73,0.95,NA,NA,NA,NA,82.1,NA,8.2588,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marmara Sea,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fat and protein expressed in %, minerals expressed in mg/kg, and I've converted them to appropriate units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patinopecten yessoensis,,,,25,http://www.sealifebase.org/country/CountrySpeciesSummary.php?id=83805&c_Code=504,mainly plants/detritus (troph. 2-2.19),,filtering plankton,"Watanabe F., Katsura H., Takenaka S., Enomoto T., Miyamoto E., Nakatsuka T., Nakano Y. (2001) Characterization of Viatmin B12 compounds from edibe shellfish, clam, oyster and mussel. International Journal of Food Sciences and Nutrition 52: 263 - 268","Watanabe F., Katsura H., Takenaka S., Enomoto T., Miyamoto E., Nakatsuka T., Nakano Y. (2001) Characterization of Viatmin B12 compounds from edibe shellfish, clam, oyster and mussel. International Journal of Food Sciences and Nutrition 52: 263 - 268",fi230,1618,NA,NA,NA,NA,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patinopecten yessoensis,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecten maximus,,,,15,http://www.sealifebase.org/summary/Pecten-maximus.html,mainly plants/detritus (troph. 2-2.19),,other,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16","Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",fi45,1336,NA,NA,NA,NA,NA NA,mollusc,NA,NA,NA,0.8,0.242,0.263,0.105,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pecten maximus,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
penaeid and pandalid shrimps,,,,,,,,,"Exler, J. (1987). Composition of foods: finfish and shellfish products, raw, processed, prepared. Agriculture Handbook Number 8-15. US Department of Agriculture, Human Nutrition Information Service.",NA,NA,1678,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exler, J. (1987). Composition of foods: finfish and shellfish products, raw, processed, prepared. Agriculture Handbook Number 8-15. US Department of Agriculture, Human Nutrition Information Service.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penaeus monodon,,,,,,,,,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1482,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Penaeus monodon,Feb,Feb,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penaeus semisulcatus,,,,,,,,,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",NA,NA,1671,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,January,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perna viridis,,,,,,,,,"Mohanty, B. P., Sankar, T. V., Ganguly, S., Mahanty, A., Anandan, R., Chakraborty, K., ... & Asha, K. K. (2016). Micronutrient Composition of 35 Food Fishes from India and Their Significance in Human Nutrition. Biological trace element research, 1-11.",NA,NA,1886,NA,NA,NA,NA,NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,522.6,2.59,6.3,NA,NA,NA,22.57,NA,NA,NA,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latitude approximate, assumed all samples came from Kolkata, West Bengal",NA,marine,wild,NA,NA,NA,9.5,NA,NA,NA
Perunytitus purpuratus,,,,,,,,,"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",NA,NA,1716,NA,NA,NA,NA,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,180,2.42,10.1,NA,NA,NA,NA,-53.5,NA,NA,NA,NA,NA,NA,NA,10/1/2001,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinctada radiata,,,,,,,,,"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,1760,NA,NA,NA,NA,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,58.49844639,87.16655918,6.912621359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/2017,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gokoglu, Nalan, Mehmet Gokoglu, and Pinar Yerlikaya. ""Seasonal variations in proximate and elemental composition of pearl oyster (Pinctada radiata, Leach, 1814)."" Journal of the Science of Food and Agriculture 86.13 (2006): 2161-2165.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Placopectens magellanicus,,,,20,http://www.sealifebase.org/summary/Placopecten-magellanicus.html,mainly plants/detritus (troph. 2-2.19),2,filtering plankton,"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",NA,NA,1741,NA,NA,NA,NA,NA NA,mollusc,NA,NA,NA,NA,NA,NA,NA,NA,9.2,1.2187,0.1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer 1980,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portunus pelagicus,,,,20,http://www.sealifebase.org/summary/Portunus-sanguinolentus.html,mainly animals (troph. 2.8 and up),3.58,variable,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1490,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portunus pelagicus,May,May,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portunus sanguinolentus,,,NA,NA,,NA,NA,,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461","Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fi155,1487,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portunus sanguinolentus,May,May,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portunus trituberculatus,,,,15,http://www.sealifebase.org/summary/Portunus-trituberculatus.html,,,,"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",NA,NA,1699,NA,NA,NA,NA,NA NA,crustacean,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/1/2010,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamon sp.,,,,,,,,,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213","Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fi103,870,902188,Freshwater_crab_wild_only_dorsal_and_ventral_carapace_peeled_raw,NA,NA,NA NA,crustacean,NA,16.3,NA,0.4,0.013421196,0.054604044,0.004412448,NA,NA,3.1,10,NA,NA,NA,14.903036,14.903036,NA,NA,NA,NA,NA,Freshwater crustaceans,NA,dry season,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protothaca staminea,,,,7.5,http://www.sealifebase.org/country/CountrySpeciesSummary.php?id=48833&c_Code=840,mainly plants/detritus (troph. 2-2.19),2,filtering plankton,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fi195,1636,NA,NA,NA,NA,NA NA,mollusc,13.5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protothaca staminea,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psetta maxima,,,,,,,,,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",NA,NA,2010,NA,turbotfish,NA,NA,NA,finfish,NA,NA,15.35,2.52,NA,NA,NA,NA,30.5,NA,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black Sea,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fat and protein expressed in %, minerals expressed in mg/kg, and I've converted them to appropriate units",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudambassis ranga,Parambassis ranga,,,8,http://www.fishbase.org/summary/Pseudambassis-ranga.html,mainly animals (troph. 2.8 and up),3.27,,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1950,NA,Chanda,NA,NA,NA,finfish,NA,NA,15.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,Khulna,NA,NA,July–September 2012,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",NA,freshwater,wild,Viscera<comma> fins,excluded,NA,336,NA,NA,NA
Puntius ticto,Pethia ticto,,,10,http://www.fishbase.org/summary/4815,plants/detritus+animals (troph. 2.2-2.79),2.2,variable,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1976,NA,Tit Punti,NA,NA,NA,finfish,NA,NA,15.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,Mymensingh,NA,NA,July–September 2012,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vitamin A as total vitamin A, also, need to remove the data points with a's in them, because those were reported in Roos et al. 2001 already",NA,freshwater,wild,Viscera<comma> fins<comma> scales,excluded,NA,21,NA,NA,NA
Rapana venosa,,,,16.1,http://www.sealifebase.org/summary/Rapana-venosa.html,mainly animals (troph. 2.8 and up),3.1,hunting macrofauna (predator),"Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373","Surtt J., Lee H.J., Kwon H. (2009). Regional Difference in Fatty Acid Content of Korean Shellfish. Food Sci. Biotechnol 18: 367 - 373",fi234,1611,NA,NA,NA,NA,NA NA,mollusc,NA,NA,NA,NA,0.19,0.313,0.083,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapana venosa,"Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
