sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,Land,ASFA,Synopsis,DateSynopsis,Flag,VancouverAquarium,Sp2000_NameCode,Sp2000_HierarchyCode,Sp2000_AuthorRefNumber,E_Append,E_DateAppend,SpecCode
Deania calcea,Doto,koenneckeri,3477,"Lemche, 1976",NA,Dokoe_u0.jpg,NA,NA,NA,2104,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:09.000Z,0,NA,NA,NA,NA,0,ITS-205290,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,670
Dentex maroccanus,Lora,woodiana,19,"(Moller, 1842)",NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:28.000Z,0,NA,NA,NA,NA,0,ITS-74761,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,4538
Dicentrarchus labrax,Victaphanta,lampra,19,"(Reeve, 1854)",NA,Vilam_u0.jpg,NA,NA,NA,2152,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:07.000Z,0,NA,NA,NA,NA,0,AFD-Pul-1019,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0672,NA,NA,63
Diplodus annularis,Scabrotrophon,cerritensis,19,"(Arnold, 1903)",NA,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:55.000Z,0,NA,NA,NA,NA,0,ITS-568270,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1752
Diplodus puntazzo,Colus,severinus,19,"(Dall, 1919)",NA,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:01.000Z,0,NA,NA,NA,NA,0,ITS-567387,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1749
Diplodus vulgaris,Scabrotrophon,grovesi,19,"McLean, 1996",NA,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:55.000Z,0,NA,NA,NA,NA,0,ITS-568272,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1754
Echelus myrus,Carychium,tridentatum,19,"(Risso, 1826)",dentate thorn,NA,NA,NA,NA,1959,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:56.000Z,0,NA,NA,NA,NA,0,ITS-567319,Animalia-Mollusca-Gastropoda-Basommatophora,NA,NA,NA,1713
Engraulis encrasicolus,Brazieresta,larreyi,19,"(Brazier, 1871)",NA,NA,NA,NA,NA,2142,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:52.000Z,0,NA,NA,NA,NA,0,AFD-Pul-1032,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0019,NA,NA,66
Epinephelus aeneus,Gleba,cordata,1667,"Niebuhr, 1776",NA,NA,NA,NA,NA,2211,NA,O,NA,NA,0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,247,2014-03-24T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:16.000Z,0,NA,NA,NA,NA,0,ITS-567631,Animalia-Mollusca-Gastropoda-Thecosomata,NA,3,2011-08-12,426
Epinephelus coioides,Odostomia,excolpa,19,"Bartsch, 1912",NA,NA,NA,NA,NA,1990,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-75574,Animalia-Mollusca-Gastropoda-Heterostropha,NA,NA,NA,6465
Epinephelus sexfasciatus,Cypraea,cervus,19,"Linnaeus, 1771",NA,Cycer_u1.jpg,NA,NA,NA,2038,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,0,35,83435,NA,NA,NA,NA,NA,NA,NA,NA,19.0,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,11,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:05.000Z,0,NA,NA,NA,NA,0,ITS-72743,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4825
Etmopterus princeps,Eubranchus,doriae,3477,"(Trinchese, 1874)",NA,NA,NA,NA,NA,2105,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:12.000Z,0,NA,NA,NA,NA,0,ITS-205306,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,683
Eutrigla gurnardus,Hedleyella,falconeri,19,"(Gray, 1834)",NA,NA,NA,NA,NA,2142,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:20.000Z,0,NA,NA,NA,NA,0,AFD-Pul-1047,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0060,NA,NA,68
Gudusia chapra,Cryptonatica,russa,19,"(Gould, 1859)",NA,NA,NA,NA,NA,2052,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:03.000Z,0,NA,NA,NA,NA,0,ITS-567439,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1601
Helicolenus dactylopterus,Pygmipanda,atomata,19,"(Gray, 1834)",NA,NA,NA,NA,NA,2142,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:52.000Z,0,NA,NA,NA,NA,0,AFD-Pul-1083,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0060,NA,NA,76
Hemisorubim platyrhynchos,Mirabilicoxa,fletcheri,8437,"Paul & George, 1975",NA,NA,NA,NA,NA,529,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,1253,1740,8437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Depth range based on a locality (Ref. 8437); to be replaced with a better reference.,NA,4,2005-12-11T00:00:00.000Z,4,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:32.000Z,0,NA,NA,NA,NA,0,ITS-545561,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,13261
Henicorhynchus siamensis,Pyura,aripuensis,19,"Herdman, 1906",NA,NA,NA,NA,NA,996,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:52.000Z,0,NA,NA,NA,NA,0,URM-5875,Animalia-Chordata-Ascidiacea-Pleurogona,NA,NA,NA,55277
Heteropneustes fossilis,Semicassis,granulata,85339,"(Born, 1778)",Scotch bonnet,Phgra_u0.jpg,NA,NA,NA,2035,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,0,97,83435,NA,NA,NA,NA,NA,NA,NA,NA,12.1,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"This species is found offshore, on rocky and sandy habitats (Ref. 83934).",NA,5,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:56.000Z,0,NA,NA,NA,NA,0,ITS-73008,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4885
Hippoglossus hippoglossus,Doris,sticta,3477,"(Iredale & Donoghue, 1923)",NA,NA,NA,NA,NA,2103,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:09.000Z,0,NA,NA,NA,NA,0,ITS-205245,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1371
Hydrolagus affinis,Colus,trophius,19,"(Dall, 1919)",NA,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:01.000Z,0,NA,NA,NA,NA,0,ITS-73907,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,5441
Hyporhamphus ihi,Neojaera,pusilla,3113,"(Barnard, 1925)",NA,NA,NA,NA,NA,551,NA,O,NA,NA,0,0,0,0,NA,NA,NA,190,190,3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:20:36.000Z,0,NA,NA,NA,NA,0,ITS-545873,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,13135
Isopsetta isolepis,Pterotrachea,hippocampus,19,"Philippi, 1836",NA,NA,NA,NA,NA,2061,NA,O,NA,NA,0,0,0,1,pelagic,NA,NA,30,330,83435,NA,NA,NA,NA,NA,NA,NA,NA,6.5,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:52.000Z,0,NA,NA,NA,NA,0,ITS-72870,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4242
Lagocephalus lagocephalus,Elimia,strigosa,19,"(Lea, 1841)",brook elimia,NA,NA,NA,NA,2059,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:10.000Z,0,NA,NA,NA,NA,0,ITS-71871,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,4292
Lates angustifrons,Anachis,gaskoini,19,"Carpenter, 1857",NA,NA,NA,NA,NA,2000,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:42.000Z,0,NA,NA,NA,NA,0,ITS-73647,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,4497
Lepidopsetta bilineata,Hyale,pugettensis,19,"(Dana, 1853)",NA,NA,NA,NA,NA,322,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:21.000Z,0,NA,NA,NA,NA,0,ITS-94042,Animalia-Arthropoda-Malacostraca-Amphipoda,NA,NA,NA,24237
Lepidorhombus whiffiagonis,Tachypleus,tridentatus,408,"(Leach, 1819)",NA,NA,NA,NA,NA,34,NA,NA,NA,Juvenile Tachypleus tridentatus and Carcinoscorpius rotundicauda are sympatric (Ref. 70).,0,0,1,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,Occurs from low and high tide mark; often found at spring low tide (Ref. 1131) in mangrove swamps (Ref. 70). Breeds on sand patches at high tide (Ref. 68).,NA,5,2005-12-10T00:00:00.000Z,NA,2008-05-29T00:00:00.000Z,NA,NA,2015-05-11T10:21:01.000Z,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,28
Polyipnus indicus,Helleria,brevicornis,19,"Ebner, 1868",NA,NA,NA,NA,NA,607,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:20.000Z,0,NA,NA,NA,NA,0,ITS-595319,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,16711
Limnothrissa miodon,Thiara,kauaiensis,19,"Pease, 1870",NA,NA,NA,NA,NA,2067,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:03.000Z,0,NA,NA,NA,NA,0,ITS-331516,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1550
Lithognathus mormyrus,Favorinus,blianus,3477,"Lemche & Thompson, 1974",NA,NA,NA,NA,NA,2106,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:14.000Z,0,NA,NA,NA,NA,0,ITS-205337,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,706
Liza ramada,Pleurotomella,catherinae,19,"Verrill & Smith, 1884",NA,NA,NA,NA,NA,2001,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:47.000Z,0,NA,NA,NA,NA,0,ITS-74946,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,4583
Liza saliens,Clinopegma,magnum,19,"(Dall, 1895)",helmet whelk,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:00.000Z,0,NA,NA,NA,NA,0,ITS-567374,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1736
Liza carinata,Parapagurion,calcinicola,2782,"Shiino, 1933",NA,NA,NA,NA,NA,517,NA,O,NA,NA,0,0,0,1,host,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:42.000Z,0,NA,NA,NA,NA,0,ITS-546164,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,13673
Lophius budegassa,Trophonopsis,kamchatkana,19,"(Dall, 1902)",NA,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:05.000Z,0,NA,NA,NA,NA,0,ITS-73290,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,5094
