asfis_scientific_name,food_name_in_english,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup,country_region,type,isscaap,isscaap_cat,habitat,x3_alpha,food_name_in_own_language,processing,asfis_english_name,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g,fat_g,fatce_g,fat_g_2,fasat_g,fams_g,fapu_g,faun_g,fatrn_g,facid_g,fapun3_g,fapun6_g,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible,enerc_kj_original,enerc_kcal_original,enera_kcal,dm_g,water_g_2,xn,nt_g,protcnt_g,protcnp_g,prot_g,npro_g,nnp_mg,fat_g_3,fatce_g_2,fat_g_1,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,ca_mg,fe_mg,id_mcg,k_mg,mg_mg,mn_mg,se_mcg,hg_mcg,pb_mcg,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid
Serranus scriba,"Painted comber, wild, dorsal muscle fillet, skin-on, raw",NA,0.00977,3.05,36.0,NA,http://fishbase.org/summary/Serranus-scriba.html,3.8,0.6,3.8,0.3,1002,Serranus scriba,900622,Finfish,"Mauritania, Nouakchott, local fish market",W,33,Miscellaneous coastal fishes,marine,SRK,"Hajila, Cadi",r,Painted comber,Nov,"23-25cm length, 160-250g weight; 9-16 months old",18.1,18.1,25.0,15625.0,5,NA,1.93,NA,NA,0.639039495,0.494488927,0.52217235,NA,NA,NA,0.45420706,0.06796529,NA,0.145047875,0.23870736,900622,25.0,FA converted using XFA,2011,fi104,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,NA,NA,0.64,0.49,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1006,Siganus rivulatus,900517,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,05-May,"mean length and weight: 19.3cm, 99.2g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900517,19.3,NA,2008,fi87,DR,0.3885,NA,NA,NA,NA,78.75,6.25,NA,17.82,NA,NA,NA,NA,NA,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1004,Siganus rivulatus,900515,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,05-Mar,"mean length and weight: 19.4cm, 89.4g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900515,19.43,NA,2008,fi87,DR,0.3828,NA,NA,NA,NA,79.11,6.25,NA,18.45,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1009,Siganus rivulatus,900520,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,04-Oct,"mean length and weight: 16.1cm, 57.5g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900520,16.1,NA,2008,fi87,DR,0.3363,NA,NA,NA,NA,76.95,6.25,NA,19.09,NA,NA,NA,NA,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1003,Siganus rivulatus,900514,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,05-Feb,"mean length and weight: 19.4cm, 106.6g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900514,19.43,NA,2008,fi87,DR,0.3826,NA,NA,NA,NA,78.54,6.25,NA,19.27,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1005,Siganus rivulatus,900516,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,05-Apr,"mean length and weight: 16.9cm, 70.3g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900516,16.9,NA,2008,fi87,DR,0.3637,NA,NA,NA,NA,75.91,6.25,NA,19.34,NA,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1010,Siganus rivulatus,900521,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,04-Dec,"mean length and weight: 14.1cm, 32.2g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900521,14.1,NA,2008,fi87,DR,0.3525,NA,NA,NA,NA,76.87,6.25,NA,20.14,NA,NA,NA,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1008,Siganus rivulatus,900519,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,04-Aug,"mean length and weight: 19.4cm, 102.4g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900519,19.43,NA,2008,fi87,DR,0.357,NA,NA,NA,NA,73.58,6.25,NA,21.13,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Siganus rivulatus,"Rabbitfish, wild, fillet, raw",NA,0.01202,2.99,27.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4545,2.0,0.0,2.0,0.0,1007,Siganus rivulatus,900518,Finfish,"Lebanon, Antelias, Eastern Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,SRI,NA,r,Marbled spinefoot,04-Jun,"mean length and weight: 19.6cm, 110.1g",33.917053,33.917053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900518,19.6,NA,2008,fi87,DR,0.3777,NA,NA,NA,NA,74.25,6.25,NA,22.44,NA,NA,NA,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rabbitfish_wild_fillet_raw,NA,NA,NA
Sillago sihama,"silver sillago, wild, fillet, raw",604544,0.00507,3.180020094,31.0,NA,NA,3.37,0.47,NA,NA,1011,Sillago sihama,900355,Finfish,"Turkey, Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,ILS,NA,r,silver sillago,NA,NA,37.370157,37.370157,NA,NA,1,NA,1.43,NA,NA,0.504945441,0.285170886,0.303872569,0.097201104,NA,NA,0.232401169,0.068016949,NA,0.10363353,0.127099973,900355,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,NA,NA,0.5,0.29,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,silver_sillago_wild_fillet_raw,NA,NA,NA
Silurus glanis,"European catfish, wild, boneless fillet, raw",NA,0.00631,3.01,500.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=289,4.4,0.7,4.4,0.2,1013,Silurus glanis,900086,Finfish,"Turkey, Seyhan dam lake",W,13,Miscellaneous freshwater fishes,freshwater,SOM,Yay_n,r,Wels catfish,NA,mean weight of fish: 690.78g,36.967401,36.967401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900086,NA,FOL-: analyzed using HPLC,2009,fi16,DR,NA,NA,NA,NA,NA,81.81,6.25,NA,17.17,NA,NA,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.9,27.11,1.36,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,1.31,European_catfish_wild_boneless_fillet_raw,NA,NA,NA
Silurus glanis,"Sheatfish, wild, skinless fillet, raw",NA,0.00631,3.01,500.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=289,4.4,0.7,4.4,0.2,1014,Silurus glanis,900174,Finfish,"Greece, Evros River",W,13,Miscellaneous freshwater fishes,freshwater,SOM,NA,r,Wels catfish,Summer 1987,"mean length and weight: 40cm, 700g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900174,40.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,78,6.25,NA,18.0,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,27.0,0.6,NA,430.0,60.0,0.09,NA,16,nd,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,Sheatfish_wild_skinless_fillet_raw,NA,NA,NA
Silurus glanis,"Sheatfish, wild, skinless fillet, raw",NA,0.00631,3.01,500.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=289,4.4,0.7,4.4,0.2,1015,Silurus glanis,900175,Finfish,"Greece, Evros River",W,13,Miscellaneous freshwater fishes,freshwater,SOM,NA,r,Wels catfish,Summer 1988,"mean length and weight: 40cm, 700g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900175,40.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,78,6.25,NA,18.0,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,24.0,0.6,NA,430.0,50.0,0.07,NA,10,nd,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,Sheatfish_wild_skinless_fillet_raw,NA,NA,NA
Silurus glanis,"Wels catfish, wild, muscle tissue, raw",NA,0.00631,3.01,500.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=289,4.4,0.7,4.4,0.2,1012,Siluris glanis,900187,Finfish,"Turkey, Adana, Seyhan Dam Lake",W,13,Miscellaneous freshwater fishes,freshwater,SOM,NA,r,Wels catfish,NA,NA,37.0,37.0,NA,NA,NA,NA,0.54,NA,NA,0.11229678,0.06214482,0.1162944,0.072684,NA,NA,0.07014006,0.04579092,NA,0.010030392,0.05378616,900187,NA,FA converted using XFA,2007,fi34,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,0.11,0.06,0.12,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wels_catfish_wild_muscle_tissue_raw,NA,NA,NA
Silurus glanis,"Sheatfish, wild, skinless, boneless fillet, raw",NA,0.00631,3.01,500.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=289,4.4,0.7,4.4,0.2,1016,Silurus glanis,900232,Finfish,"Greece, Evros River",W,13,Miscellaneous freshwater fishes,freshwater,SOM,NA,r,Wels catfish,Jul-Aug 1987,mean weight of fish: 450g,41.53,41.53,NA,NA,NA,80,3.5,NA,NA,0.980465,NA,NA,NA,NA,NA,0.7494,0.3965575,NA,0.2498,0.3747,900232,NA,FA converted using XFA,1991,fi47,DR,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sheatfish_wild_skinless_boneless_fillet_raw,NA,NA,NA
Solea lascaris,"Sand sole, wild, fillet, raw",601336,0.00689,3.117000103,40.0,NA,http://www.fishbase.org/Summary/SpeciesSummary.php?ID=4540&AT=Bluespotted+seabream,3.2,0.39,NA,NA,734,Pegusa lascaris,900352,Finfish,"Turkey, Mediterranean Sea",W,31,"Flounders, halibuts, soles",marine,SOS,NA,r,Sand sole,NA,NA,37.370157,37.370157,NA,NA,1,NA,1.07,NA,NA,0.25744831,0.119572338,0.345716302,0.13257305,NA,NA,0.26086955,0.08210976,NA,0.032159656,0.223749096,900352,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,NA,NA,0.26,0.12,0.35,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sand_sole_wild_fillet_raw,NA,NA,NA
Solea solea,"Common sole, wild, edible flesh, raw",NA,0.00759,3.06,70.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=525,3.1,0.3,3.2,0.1,1019,Solea vulgaris,900482,Finfish,"Greece, Aegean Sea",W,31,"Flounders, halibuts, soles",marine,SOL,Glossa,r,Common sole,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900482,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,79,6.25,NA,16.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_sole_wild_edible_flesh_raw,NA,NA,NA
Solea solea,"Common sole, wild, edible flesh, raw",NA,0.00759,3.06,70.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=525,3.1,0.3,3.2,0.1,1020,Solea vulgaris,900481,Finfish,"Greece, Aegean Sea",W,31,"Flounders, halibuts, soles",marine,SOL,Glossa,r,Common sole,Spring,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900481,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,81,6.25,NA,18.0,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_sole_wild_edible_flesh_raw,NA,NA,NA
Solea solea,"Common sole, wild, fillet, raw",600525,0.00622,3.039999962,70.0,NA,NA,3.17,0.38,NA,NA,1018,Solea solea,900327,Finfish,"Turkey, local fish market _Meiterranean and Aegean Sea",W,31,"Flounders, halibuts, soles",marine,SOL,NA,r,Common sole,NA,NA,38.963745,38.963745,NA,NA,NA,NA,0.74,NA,NA,0.16203632,0.09415624,0.18393312,0.10729432,NA,NA,0.17024762,0.01040098,NA,0.042096598,0.10236754,900327,NA,FA converted using XFA,2007,fi66,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,NA,NA,0.16,0.09,0.18,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_sole_wild_fillet_raw,NA,NA,NA
Solea solea,"Common sole, wild, edible flesh, raw",NA,0.00759,3.06,70.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=525,3.1,0.3,3.2,0.1,1021,Solea vulgaris,900439,Finfish,"Greece, Aegean Sea",W,31,"Flounders, halibuts, soles",marine,SOL,Glossa,r,Common sole,NA,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,0.67,0.2121284,0.1108853,0.1590963,NA,NA,NA,NA,NA,NA,0.0385688,0.1060642,900439,NA,"mean of lipid value _spring, fall, winter used for FA calculation; FAT- _analyzed according to AOAC 1975; FA converted using XFA; FA tr= <0.1g/100g fillet",1995,fi80,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.21,0.11,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common_sole_wild_edible_flesh_raw,NA,NA,NA
Soleidae,"cleaned fish, raw",NA,0.01,3.04,20.0,NA,http://www.fishbase.org/summary/Euryglossa-panoides.html,3.5,0.37,NA,NA,355,Euryglossa panoides,901085,Finfish,"Cambodia, Kampong Chhnang, Kandal Phnom Penh",W,31,"Flounders, halibuts, soles",freshwater,SOX,Andat chhke,r,Soles nei,"Oct, Nov 2001",NA,12.265754,12.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901085,NA,Minerals expressed per DM - conversion to FW; DM _% provided by Author,2007,fi184,S.E.,NA,NA,NA,NA,23.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032.53,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676976,cleaned_fish_raw,NA,NA,NA
Sorubim lima,"Duckbill catfish, wild, skinless fillet, raw",NA,0.00525,3.09,54.2,NA,http://www.fishbase.org/summary/12144,4.1,0.71,4.1,0.71,1042,Surubim lima,900069,Finfish,"Brazil, Miranda River",W,13,Miscellaneous freshwater fishes,freshwater,SBM,Jurupens_m,r,Duckbill catfish,NA,"mean length and weight of fish: 53cm, 860g",-19.427757,19.427757,53.0,148877.0,1,71.78,11.19,NA,NA,3.644203853,4.480342177,1.435439438,0.719779173,NA,NA,0.315096462,1.120342976,NA,0.02059454,0.077229525,900069,53.0,FA converted using XFA,2008,fi8,DR,NA,692.79,NA,NA,NA,71.78,NA,NA,16.07,NA,NA,NA,NA,11.19,NA,NA,3.64,4.48,1.44,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duckbill_catfish_wild_skinless_fillet_raw,NA,NA,NA
Sparisoma cretense,"Parrot fish, wild, edible flesh, raw",NA,0.00977,3.1,50.0,NA,http://www.fishbase.org/summary/13025,2.9,0.27,NA,NA,356,Euscarus cretensis,900426,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,PRR,Skaros,r,Parrotfish,Winter,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900426,NA,FAT- _analyzed according to AOAC 1975,1995,fi80,DR,NA,NA,NA,NA,NA,78,6.25,NA,19.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parrot_fish_wild_edible_flesh_raw,NA,NA,NA
Sparus aurata,"Gilthead sea bream, wild, skinless fillet, raw",NA,0.01259,3.03,57.0,70.0,http://www.fishbase.org/summary/1164,3.26,0.48,3.7,0.0,1026,Sparus aurata,900939,Finfish,Unknown,W,33,Miscellaneous coastal fishes,marine,SBG,NA,r,Gilthead seabream,May,fish weight: 501.8g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900939,NA,FAT- _analyzed according to AOAC 1984,2002,fi145,DR,NA,NA,NA,NA,NA,79.91,6.25,NA,19.45,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gilthead_sea_bream_wild_skinless_fillet_raw,NA,NA,NA
Sparus aurata,"Gilthead sea bream, wild, skinless fillet, raw",NA,0.01259,3.03,57.0,70.0,http://www.fishbase.org/summary/1164,3.26,0.48,3.7,0.0,1025,Sparus aurata,900938,Finfish,Unknown,W,33,Miscellaneous coastal fishes,marine,SBG,NA,r,Gilthead seabream,Jan,fish weight: 380.1g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900938,NA,FAT- _analyzed according to AOAC 1984,2002,fi145,DR,NA,NA,NA,NA,NA,78.11,6.25,NA,20.05,NA,NA,NA,NA,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gilthead_sea_bream_wild_skinless_fillet_raw,NA,NA,NA
Sphyraena chrysotaenia,"Yellowstripe barracuda, wild, fillet, raw",NA,0.00562,2.93,30.0,NA,http://www.fishbase.se/summary/16905,4.0,0.7,4.0,0.7,1027,Sphyraena chrysotaenia,900356,Finfish,"Turkey, Mediterranean Sea",W,37,Miscellaneous pelagic fishes,marine,YRC,NA,r,Yellowstripe barracuda,NA,NA,37.370157,37.370157,NA,NA,1,NA,3.15,NA,NA,1.17541738,0.684168965,0.63300308,0.303360575,NA,NA,0.518089535,0.102611365,NA,0.131130055,0.3746573,900356,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,NA,1.18,0.68,0.63,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellowstripe_barracuda_wild_fillet_raw,NA,NA,NA
Sphyraena sphyraena,"European barracuda, wild, fillet, raw",NA,0.01047,2.92,165.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=1765,4.0,0.51,4.0,0.51,1028,Sphyraena sphyraena,900357,Finfish,"Turkey, Mediterranean Sea",W,37,Miscellaneous pelagic fishes,marine,YRS,NA,r,European barracuda,NA,NA,37.370157,37.370157,NA,NA,1,NA,8.23,NA,NA,2.952444162,2.770082884,1.565895602,0.247167352,NA,NA,1.402373299,0.15824739,NA,0.231342613,1.151438152,900357,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,NA,NA,2.95,2.77,1.57,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European_barracuda_wild_fillet_raw,NA,NA,NA
Spicara maena,"Blotched picarel, wild, fillet, raw",604887,0.0125,3.039999962,25.0,NA,NA,3.23,0.32,NA,NA,1030,Spicara maena,900358,Finfish,"Turkey, Mediterranean Sea",W,33,Miscellaneous coastal fishes,marine,BPI,NA,r,Blotched picarel,NA,NA,37.370157,37.370157,NA,NA,1,NA,3.2,NA,NA,0.94630154,0.6068951,1.05659442,0.23280894,NA,NA,0.95625064,0.10034378,NA,0.14269852,0.79194836,900358,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,0.95,0.61,1.06,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blotched_picarel_wild_fillet_raw,NA,NA,NA
Spicara smaris,"Sea bream, wild, edible part, raw",NA,0.01175,3.02,20.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?genusname=Spicara&speciesname=smaris,3.0,0.0,3.0,0.0,1017,Smaris alcedo,900291,Finfish,"Turkey, Black Sea",W,33,Miscellaneous coastal fishes,marine,SPC,NA,r,Picarel,fall 1995-spring 1996,NA,42.163403,42.163403,NA,NA,1,61.91,17.49,NA,NA,4.176428894,7.380730071,4.355973281,0.262037754,NA,NA,3.485749135,0.870224146,NA,1.408857307,1.539876184,900291,NA,FA converted using XFA,1998,fi57,DR,NA,968.9,NA,NA,NA,61.91,6.25,NA,18.11,NA,NA,NA,NA,17.49,NA,NA,4.18,7.38,4.36,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sea_bream_wild_edible_part_raw,NA,NA,NA
