ref_info,updated_ref_info,seanuts_id2,species_name,nutrient,concentration,country_region,latitude_details,latitude,longitude,weight_from_study_g,length_from_study,
"Procopia de Moura A.F., Torres R.P., Mancini - Filho J., Filho A.T. (2002). Caracterizacao da fracao lipidica de amostras comercias de camarao - rosa. Archivos Latinamericanos de Nutricion 52: 207 - 211",,1610,Farfantepenaeus brasiliensis,epa,0.14369584,unknown,,,,,,
"Procopia de Moura A.F., Torres R.P., Mancini - Filho J., Filho A.T. (2002). Caracterizacao da fracao lipidica de amostras comercias de camarao - rosa. Archivos Latinamericanos de Nutricion 52: 207 - 211",,1610,Farfantepenaeus brasiliensis,fapun_all_g,0.3269484,unknown,,,,,,
"Procopia de Moura A.F., Torres R.P., Mancini - Filho J., Filho A.T. (2002). Caracterizacao da fracao lipidica de amostras comercias de camarao - rosa. Archivos Latinamericanos de Nutricion 52: 207 - 211",,1610,Farfantepenaeus brasiliensis,fat_g,1.13,unknown,,,,,,
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",,257,Cyclopterus lumpus,ca_mg,9.4,Iceland,"approximate location used, actual location unknown",64.963051,-19.020835,,,
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",,257,Cyclopterus lumpus,fat_g,3.4,Iceland,"approximate location used, actual location unknown",64.963051,-19.020835,,,
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",,257,Cyclopterus lumpus,fe_mg,0.35,Iceland,"approximate location used, actual location unknown",64.963051,-19.020835,,,
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",,257,Cyclopterus lumpus,protcnt_g,11.1,Iceland,"approximate location used, actual location unknown",64.963051,-19.020835,,,
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",,257,Cyclopterus lumpus,zn_mg,1.163,Iceland,"approximate location used, actual location unknown",64.963051,-19.020835,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,22,Amblypharyngodon mola,ca_mg,800,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,22,Amblypharyngodon mola,fe_mg,5.7,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,22,Amblypharyngodon mola,zn_mg,3.2,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1581,Barbus grypus,fe_mg,11.3,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1581,Barbus grypus,zn_mg,4.9,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1583,Channa marulius,fe_mg,1.5,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1583,Channa marulius,zn_mg,1.5,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1582,Channa micropeltes,fe_mg,1.2,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1582,Channa micropeltes,zn_mg,1.4,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,43,Channa punctata,ca_mg,300,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,43,Channa punctata,fe_mg,1.8,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,43,Channa punctata,zn_mg,1.5,Cambodia,"approximate location used, actual location unknown",12.565679,104.990963,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,286,Cirrhinus cirrhosus,fe_mg,2.5,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,35,Corica soborna,ca_mg,400,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,35,Corica soborna,fe_mg,2.8,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,35,Corica soborna,zn_mg,3.1,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,21,Esomus danricus,ca_mg,800,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,21,Esomus danricus,fe_mg,12,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,21,Esomus danricus,zn_mg,4,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1577,Hypophthalmichthys molitrix,fe_mg,4.4,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,53,Macrognathus aculeatus,ca_mg,200,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,53,Macrognathus aculeatus,fe_mg,2.4,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,53,Macrognathus aculeatus,zn_mg,1.2,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,14,Parambassis ranga,ca_mg,900,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,14,Parambassis ranga,fe_mg,1.8,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1580,Parambassis ranga,fe_mg,1.4,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,14,Parambassis ranga,zn_mg,2.3,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1580,Parambassis ranga,zn_mg,1.6,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1579,Pimelodus maculatus,fe_mg,1.2,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1579,Pimelodus maculatus,zn_mg,2.2,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,23,Puntius sophore,ca_mg,800,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,23,Puntius sophore,fe_mg,3,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,23,Puntius sophore,zn_mg,3.1,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1578,Rasbora tawarensis,fe_mg,0.7,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",,1578,Rasbora tawarensis,zn_mg,2.7,Bangladesh ,"approximate location used, actual location unknown",23.684994,90.356331,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1308,Anguilla anguilla,dha,0.716,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1308,Anguilla anguilla,epa,0.432,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1308,Anguilla anguilla,fapun_all_g,3.205,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1308,Anguilla anguilla,fapun3,1.881,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1308,Anguilla anguilla,fat_g,20.4,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1327,Chelidonichthys lucerna,dha,0.003,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1327,Chelidonichthys lucerna,epa,0.043,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1327,Chelidonichthys lucerna,fapun_all_g,0.054,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1327,Chelidonichthys lucerna,fapun3,0.046,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1327,Chelidonichthys lucerna,fat_g,0.73,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1310,Coryphaenoides rupestris,dha,0.078,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1310,Coryphaenoides rupestris,epa,0.041,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1310,Coryphaenoides rupestris,fapun_all_g,0.168,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1310,Coryphaenoides rupestris,fapun3,0.159,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1310,Coryphaenoides rupestris,fat_g,0.44,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1319,Dicentrarchus labrax,dha,0.617,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1319,Dicentrarchus labrax,epa,0.357,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1319,Dicentrarchus labrax,fapun_all_g,1.221,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1319,Dicentrarchus labrax,fapun3,1.091,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1319,Dicentrarchus labrax,fat_g,2.99,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1306,Engraulis encrasicolus,dha,1.365,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1306,Engraulis encrasicolus,epa,0.701,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1306,Engraulis encrasicolus,fapun_all_g,3.923,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1306,Engraulis encrasicolus,fapun3,3.241,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1306,Engraulis encrasicolus,fat_g,7.51,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1307,Gadus morhua,dha,0.075,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1307,Gadus morhua,epa,0.028,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1307,Gadus morhua,fapun_all_g,0.121,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1307,Gadus morhua,fapun3,0.112,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1307,Gadus morhua,fat_g,0.3,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1337,Homarus gammarus,dha,0.178,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1337,Homarus gammarus,epa,0.028,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1337,Homarus gammarus,fapun_all_g,0.334,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1337,Homarus gammarus,fapun3,0.302,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1337,Homarus gammarus,fat_g,1.53,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1309,Hoplostethus atlanticus,dha,0.742,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1309,Hoplostethus atlanticus,epa,0.471,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1309,Hoplostethus atlanticus,fapun_all_g,2.141,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1309,Hoplostethus atlanticus,fapun3,1.939,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1309,Hoplostethus atlanticus,fat_g,5.78,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1325,Limanda limanda,dha,0.131,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1328,Limanda limanda,dha,1.4,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1330,Limanda limanda,dha,0.041,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1325,Limanda limanda,epa,0.084,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1328,Limanda limanda,epa,0.969,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1330,Limanda limanda,epa,0.046,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1325,Limanda limanda,fapun_all_g,0.281,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1328,Limanda limanda,fapun_all_g,4.186,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1330,Limanda limanda,fapun_all_g,0.111,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1325,Limanda limanda,fapun3,0.251,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1328,Limanda limanda,fapun3,3.959,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1330,Limanda limanda,fapun3,0.096,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1325,Limanda limanda,fat_g,0.72,unknown,,,,,,
