ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1947,NA,Baim,NA,NA,Mastacembelus armatus,NA,finfish,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),33813,variable,59235,NA,NA,2.78,0.27,NA,NA,NA,NA,10463,10140,10140,Mastacembelus,armatus,Zig-zag eel,NA,demersal,potamodromous,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,500,NA,9671,NA,NA,-1,NA,NA,-1,NA,37770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1948,NA,"Bele, Bailla",NA,NA,Glossogobius giuris,NA,finfish,NA,NA,NA,0.4,NA,NA,NA,NA,790,2.1,2.3,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),49,hunting macrofauna (predator),59235,3.66,0.202,3.57,0.59,NA,NA,NA,NA,5063,4833,4833,Glossogobius,giuris,Tank goby,Gobiinae,benthopelagic,amphidromous,0,5,SL,NA,SL,NA,50,11.3,NA,35840,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1949,NA,Boro Kholisha,NA,NA,Colisa fasciata,NA,finfish,NA,NA,NA,2.5,NA,NA,NA,NA,1700,2.3,4.1,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1950,NA,Chanda,NA,NA,Pseudambassis ranga,NA,finfish,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1951,NA,Chapila,NA,NA,Gudusia chapra,NA,finfish,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794,1601,1601,Gudusia,chapra,Indian river shad,Dorosomatinae,pelagic,potamodromous,NA,NA,TL,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1952,NA,Chela,NA,NA,Chela cachius,NA,finfish,NA,NA,NA,2.4,NA,NA,NA,NA,1000,4.7,0.84,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13540,13220,13220,Chela,cachius,NA,Danioninae,benthopelagic,NA,NA,NA,TL,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1953,NA,Darkina,NA,NA,Esomus danricus,NA,finfish,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),55376,NA,NA,2.41,0.079,NA,NA,NA,NA,NA,NA,5389,5150,5150,Esomus,danricus,Flying barb,Danioninae,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1954,NA,Dhela,NA,NA,Osteobrama cotio cotio,NA,finfish,NA,NA,NA,3.8,NA,NA,NA,NA,1200,3.7,1.8,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1955,NA,Ekthute,NA,NA,Hyporhamphus limbatus,NA,finfish,NA,NA,NA,1.7,NA,NA,NA,NA,1300,3.6,1.5,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),33813,NA,NA,3.11,0.071,3.2,0.4,NA,NA,NA,NA,8627,8313,8313,Hyporhamphus,limbatus,Congaturi halfbeak,NA,pelagic-neritic,potamodromous,NA,NA,TL,NA,SL,NA,35,13,NA,9843,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,85009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1956,NA,Foli,NA,NA,Notopterus notopterus,NA,finfish,NA,NA,NA,0.6,NA,NA,NA,NA,230,1.6,1.7,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),13497,hunting macrofauna (predator),NA,3.52,NA,3.4,0.49,NA,NA,NA,NA,8301,7990,7990,Notopterus,notopterus,Bronze featherback,NA,demersal,potamodromous,NA,NA,SL,NA,TL,NA,60,25,NA,4832,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,7050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1957,NA,Golsha,NA,NA,Mystus cavasius,NA,finfish,NA,NA,NA,5.1,NA,NA,NA,NA,120,1.3,1.8,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5377,5140,5140,Mystus,cavasius,Gangetic mystus,NA,demersal,amphidromous,NA,NA,SL,NA,NA,NA,40,NA,NA,NA,10000,NA,4833,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1958,NA,Guchi,NA,NA,Mastacembelus pancalus,NA,finfish,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1959,NA,Gutum,NA,NA,Lepidocephalichthys guntea,NA,finfish,NA,NA,NA,3.9,NA,NA,NA,NA,950,2.5,3.3,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,NA,Lepidocephalichthys,guntea,Guntea loach,Cobitinae,demersal,potamodromous,NA,NA,TL,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1960,NA,Jat Punti,NA,NA,Puntius sophore,NA,finfish,NA,NA,NA,7.2,329,2.5,40,86,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10460,10137,10137,Puntius,sophore,Pool barb,Barbinae,benthopelagic,amphidromous,NA,NA,NG,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,94495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1961,NA,Kachki,NA,NA,Corica soborna,NA,finfish,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566,NA,Corica,soborna,Ganges river sprat,Ehiravinae,pelagic-neritic,NA,NA,NA,SL,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1962,NA,"Kajuli, Bashpata",NA,NA,Ailia coila,NA,finfish,NA,NA,NA,12.6,NA,NA,NA,NA,110,1.2,0.82,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13334,NA,Ailia,coila,Gangetic ailia,NA,pelagic,NA,NA,NA,TL,NA,TL,NA,30,18,NA,4833,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1963,NA,Kakila,NA,NA,Xenontedon cancila,NA,finfish,NA,NA,NA,1.2,NA,NA,NA,NA,610,1.9,0.65,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1964,NA,Koi,NA,NA,Anabas testudineus,NA,finfish,NA,NA,NA,12.8,377,1.9,30,170,85,0.6,0.87,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),12693,hunting macrofauna (predator),12975,2.98,0.37,2.76,0.32,NA,NA,NA,NA,511,495,495,Anabas,testudineus,Climbing perch,NA,demersal,potamodromous,0,NA,TL,NA,TL,NA,25,12.5,NA,2686,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1965,NA,"Kuli, Bhut Bailla",NA,NA,Eleotris fusca,NA,finfish,NA,NA,NA,1.2,NA,NA,NA,NA,980,2,0.79,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),54520,3.79,0.321,3.62,0.58,NA,NA,NA,NA,8345,8034,8034,Eleotris,fusca,Dusky sleeper,Eleotrinae,demersal,amphidromous,0,5,TL,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,5493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1966,NA,Magur,NA,NA,Clarias batrachus,NA,finfish,NA,NA,NA,1.3,NA,NA,NA,NA,59,0.74,1.2,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),13497,hunting macrofauna (predator),12975,NA,NA,3.42,0.5,NA,NA,NA,NA,3250,3054,3054,Clarias,batrachus,Philippine catfish,NA,demersal,potamodromous,1,NA,TL,NA,TL,NA,47,26.25,NA,12193,1190,NA,40637,NA,NA,-1,NA,NA,-1,NA,40637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1967,NA,Meni,NA,NA,Nandus nandus,NA,finfish,NA,NA,NA,1.7,NA,NA,NA,NA,1300,1.6,0.84,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),12975,NA,NA,3.89,0.63,NA,NA,NA,NA,10583,10260,10260,Nandus,nandus,Gangetic leaffish,NA,benthopelagic,NA,NA,NA,TL,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1968,NA,Modhu Pabda,NA,NA,Ompok pabda,NA,finfish,NA,NA,NA,9.5,402,1.7,68,100,91,0.9,0.46,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13599,13327,13327,Ompok,pabda,Pabdah catfish,NA,demersal,potamodromous,NA,NA,TL,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,12190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1969,NA,Mola,NA,NA,Amblypharyngodon mola,NA,finfish,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19294,24301,24301,Amblypharyngodon,mola,Mola carplet,Danioninae,benthopelagic,NA,NA,NA,TL,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1970,NA,Mola (cultured),NA,NA,Amblypharyngodon mola,NA,finfish,NA,NA,NA,4.6,NA,NA,NA,NA,1400,4.2,19,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19294,24301,24301,Amblypharyngodon,mola,Mola carplet,Danioninae,benthopelagic,NA,NA,NA,TL,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1971,NA,"Rani, Bou",NA,NA,Botia dario,NA,finfish,NA,NA,NA,10.6,719,2.7,96,120,1300,4,2.5,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12574,12248,12248,Botia,dario,Bengal loach,Botiinae,demersal,NA,NA,NA,TL,NA,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1972,NA,Shing,NA,NA,Heteropneustes fossilis,NA,finfish,NA,NA,NA,1.9,NA,NA,NA,NA,60,1.1,2.2,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),44151,hunting macrofauna (predator),59235,3.59,0.281,3.89,0.63,NA,NA,NA,NA,5116,4885,4885,Heteropneustes,fossilis,Stinging catfish,NA,demersal,NA,NA,1,TL,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,6028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1973,NA,Taki,NA,NA,Channa punctatus,NA,finfish,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1974,NA,Tara Baim,NA,NA,Macrognathus aculeatus,NA,finfish,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5391,5152,5152,Macrognathus,aculeatus,Lesser spiny eel,NA,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1975,NA,Tengra,NA,NA,Mystus vittatus,NA,finfish,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,mainly animals (troph. 2.8 and up),6868,variable,59235,3.14,0.116,3.97,0.65,NA,NA,NA,NA,5375,5137,5137,Mystus,vittatus,Striped dwarf catfish,NA,demersal,NA,NA,NA,SL,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",NA,NA,1976,NA,Tit Punti,NA,NA,Puntius ticto,NA,finfish,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,July–September 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
