ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",80,Snakehead_murrel_wild_skin-on_raw,Channa striata,zn_mg,0.7,finfish,14.903036,14.903036,100,100,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1980,Shol,Channa striatus,zn_mg,0.73,finfish,23.81,NA,61,100,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,Sylhet,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1952,Chela,Chela cachius,zn_mg,4.7,finfish,23.81,NA,6,6,NA,NA,NA,NA,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",127,Nase_wild_skinless_fillet_raw,Chondrostoma nasus,zn_mg,0.5,finfish,41.53,41.53,50,50,2,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",132,Nase_wild_skinless_fillet_raw,Chondrostoma nasus,zn_mg,0.5,finfish,41.53,41.53,50,50,2,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",6,Small_apple_snail_wild_shelled_raw,Cipangopaludina chinensis,zn_mg,8.1,mollusc,14.903036,14.903036,6.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",44,Walking_catfish_wild_skin-on_fillet_raw,Clarias batrachus,zn_mg,0.9,finfish,14.903036,14.903036,47,47,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1966,Magur,Clarias batrachus,zn_mg,0.74,finfish,23.81,NA,47,47,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",18,North_African_catfish_wild_skin-on_fillet_incl._bones_raw,Clarias lazera,zn_mg,8,finfish,11.066667,11.066667,170,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",181,Common_kilka_wild_edible_flesh_raw,Clupeonella cultriventris caspia,zn_mg,0.503116,finfish,35.707481,35.707481,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1949,Boro Kholisha,Colisa fasciata,zn_mg,2.3,finfish,23.81,NA,NaN,12,NA,NA,mainly animals (troph. 2.8 and up),NA,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",219,Vendace_wild_dorsal_muscle_raw,Coregonus albula,zn_mg,0.643461,finfish,54.117096,54.117096,45.25,37,3.0599999430000002,selective plankton feeding,mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",229,Vendace_wild_dorsal_muscle_raw,Coregonus albula,zn_mg,0.626962,finfish,54.117096,54.117096,45.25,37,3.0599999430000002,selective plankton feeding,mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky et al, 1996",1803,NA,Coregonus autumnalis,zn_mg,1.1,finfish,53.049214,NA,65,NaN,3.329999924,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,53.049214,-78.713873,NA,NA,NA,53.049214
"Belinsky et al, 1996",1803,NA,Coregonus autumnalis,zn_mg,1.1,finfish,53.049214,NA,65,NaN,3.329999924,NA,NA,anadromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,53.049214,-78.713873,NA,NA,NA,53.049214
"Kuhnlein et al, 1994",1819,NA,Coregonus autumnalis,zn_mg,0.4,finfish,67.038639,NA,65,NaN,3.329999924,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.","Colville Lake and Fort Good Hope, Canada",NA,67.038639,-126.088107,NA,NA,NA,67.038639
"Kuhnlein et al, 1994",1819,NA,Coregonus autumnalis,zn_mg,0.4,finfish,67.038639,NA,65,NaN,3.329999924,NA,NA,anadromous,come back,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.","Colville Lake and Fort Good Hope, Canada",NA,67.038639,-126.088107,NA,NA,NA,67.038639
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",162,NA,Coregonus clupeaformis,zn_mg,0.45,finfish,67.524849,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",179,NA,Coregonus clupeaformis,zn_mg,0.6,finfish,67.524849,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",270,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis,zn_mg,0.4,finfish,54.866667,54.866667,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",280,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis,zn_mg,0.4,finfish,54.758294,54.758294,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",281,Whitefish_wild_female_flesh_raw,Coregonus clupeaformis,zn_mg,0.6,finfish,52.636704,52.636704,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky et al, 1996",1796,NA,Coregonus clupeaformis,zn_mg,0.6,finfish,53.049214,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,53.049214,-78.713873,NA,NA,NA,53.049214
"Belinsky et al, 1996",1797,NA,Coregonus clupeaformis,zn_mg,0.4,finfish,53.049214,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,53.049214,-78.713873,NA,NA,NA,53.049214
"Belinsky et al, 1996",1799,NA,Coregonus clupeaformis,zn_mg,0.4,finfish,53.049214,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,53.049214,-78.713873,NA,NA,NA,53.049214
"Belinsky et al, 1996",1801,NA,Coregonus clupeaformis,zn_mg,0.55,finfish,53.049214,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,53.049214,-78.713873,NA,NA,NA,53.049214
"Kuhnlein et al, 1994",1820,NA,Coregonus clupeaformis,zn_mg,0.4,finfish,67.038639,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.","Colville Lake and Fort Good Hope, Canada",NA,67.038639,-126.088107,NA,NA,NA,67.038639
"Kuhnlein et al, 2002",1830,NA,Coregonus clupeaformis,zn_mg,0.6,finfish,67.524849,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.","Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849
"Kuhnlein et al, 2002",1832,NA,Coregonus clupeaformis,zn_mg,0.45,finfish,67.524849,NA,100,100,3.430000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,come back,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.","Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849
"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746",161,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus,zn_mg,0.541,finfish,42.606001,42.606001,67,49,3.1500000950000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746",164,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus,zn_mg,0.583,finfish,42.119525,42.119525,67,49,3.1500000950000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Masci M., Nevigato T., Di Lena G., Casini I., Caproni R., Gambelli L., De Angelis P., Rampacci M. (2006). Nutritional quality and safety of whitefish (Coregonus lavaretus) from Italian lakes. Journal of Food Composition and Analysis 19: 737-746",175,Whitefish_wild_skinless_fillets_raw,Coregonus lavaretus,zn_mg,0.7025,finfish,42.260357,42.260357,67,49,3.1500000950000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuhnlein et al, 1994",1817,NA,Coregonus spp,zn_mg,0.8,finfish,67.038639,NA,NaN,NaN,NA,NA,NA,NA,come back,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.","Colville Lake and Fort Good Hope, Canada",NA,67.038639,-126.088107,NA,NA,NA,67.038639
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",35,NA,Corica soborna,zn_mg,3.1,finfish,23.684994,NA,4.1,4.1,NA,NA,NA,NA,NA,NA,Bangladesh,"approximate location used, actual location unknown",23.684994,90.356331,NA,NA,NA,23.684994
"Carvalho A.F.U., Farias D.F., Barroso C.X., Sombra C.M.L., Silvino A.S., Menezes M.O.T., Soares M.O., Fernandes D.A.O., Gouveia S.T. (2007). Nutritive value of three organisms from mangrove ecosystem: Ucides cordatus (Linnaeus, 1763), Mytella sp. (Soot-Ryen, 1955) and Crassostrea rhizophorae (Guilding, 1828). Braz. J. Biol. 67(4): 787-788",222,Oyster_edible_part_raw,Crassostrea rhizophorae,zn_mg,11.871063,mollusc,2.852432,-2.852432,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anthony, Jane E., et al. ""Yields, proximate composition and mineral content of finfish and shellfish."" Journal of Food Science 48.1 (1983): 313-314.",1740,NA,Crassostrea virginica,zn_mg,82.46,mollusc,37.150466,NA,10,10,NA,NA,NA,NA,NA,NA,"eastern Virginia, USA",NA,37.150466,-75.893555,NA,NA,NA,37.150466
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1987,Grass Carp,Ctenopharyngodon idella,zn_mg,0.91,finfish,23.81,NA,150,NaN,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),potamodromous,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",8,Beardless_barb_cleaned_fish_raw,Cyclocheilichthys apogon,zn_mg,2.02878,finfish,12.265754,12.265754,25,25,3.1,NA,plants/detritus+animals (troph. 2.2-2.79),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",257,NA,Cyclopterus lumpus,zn_mg,1.163,finfish,64.963051,NA,61,61,3.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,Iceland,"approximate location used, actual location unknown",64.963051,-19.020835,NA,NA,NA,64.963051
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",267,Lumpsucker_wild_male_fillet_raw,Cyclopterus lumpus,zn_mg,0.61,finfish,63.968654,63.968654,61,61,3.64,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",85,Carp_wild_skinless_fillet_raw,Cyprinus carpio,zn_mg,0.9,finfish,41.53,41.53,118.75,110,3.05,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",135,Carp_wild_skinless_fillet_raw,Cyprinus carpio,zn_mg,0.9,finfish,41.53,41.53,118.75,110,3.05,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pirestani S., Ali Sahari M., Barzegar M., Seyfabadi S.J. (2009). Chemical compositions and minerals of some commercially important fish species from the South Caspian Sea. International Food Research Journal 16: 39-44",188,Common_carp_wild_edible_flesh_raw,Cyprinus carpio,zn_mg,0.165168,finfish,35.707481,35.707481,118.75,110,3.05,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",506,Common_carp_wild_boneless_fillet_raw,Cyprinus carpio,zn_mg,1.25,finfish,36.967401,36.967401,118.75,110,3.05,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1986,Common Carp,Cyprinus carpio,zn_mg,2.2,finfish,23.81,NA,118.75,110,3.05,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),potamodromous,Khulna,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",13,cleaned_fish_raw,Dangila sp.,zn_mg,2.00925,finfish,12.265754,12.265754,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",48,Sea_bream_wild_skin-on_fillet_raw,Dentex sp.,zn_mg,0.61166,finfish,4.565474,4.565474,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",12,cleaned_fish_raw,Dermogenys pusilla,zn_mg,2.5828,finfish,12.265754,12.265754,7,7,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",12,cleaned_fish_raw,Dermogenys pusilla,zn_mg,2.5828,finfish,12.265754,12.265754,7,7,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",7,cleaned_fish_raw,Dermogenys pusilla juv.,zn_mg,3.1698,finfish,12.265754,12.265754,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alasalvar C., Taylor K.D.A., Yubcov E., Shahidi F., Alexis M. (2002). Differentiation of cultured and wild sea bass (Dicentrarchus labrax): total lipid content, fatty acid and trace mineral composition. Food Chemistry 79: 145-150",520,Sea_bass_wild_fillet_raw,Dicentrarchus labrax,zn_mg,1.0682,finfish,39.019184,39.019184,102.475,100,3.47,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
http://www.sciencedirect.com.ezproxy.library.ubc.ca/science/article/pii/S0308814608007796,1736,NA,Donax trunculus,zn_mg,1.75985,mollusc,41.05805556,NA,2,4.4,NA,NA,NA,NA,NA,NA,"The study was conducted along 500 m of shallow) between 0 and 4 m depth for D. trunculus and between 4 and 6 m depth for C. gallina in a site at Tekirdağ, in the northern part of the Sea of Marmara, Turkey (40° 53″ 629′ N, 27° 27″ 909′ E). C. gallina and D. trunculus samples were collected by dredging at monthly intervals between December 2005 and November 2009",NA,41.05805556,27.7025,NA,NA,NA,41.05805556
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1965,"Kuli, Bhut Bailla",Eleotris fusca,zn_mg,2,finfish,23.81,NA,26,NaN,3.62,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,Khulna,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",2000,Tailla,Eleutheronema tetradactylum,zn_mg,0.9,finfish,23.81,NA,200,200,4.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,Cox's Bazar,NA,NA,NA,NA,NA,NA,NA,NA,NA
