Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id
Perna perna,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2.48,tropical,benthic,50,17,Perna perna,Perna perna,0.988,NA,marine,af788,Perna perna,Mollusc,South American rock mussel,NA,"Mussel, farmed, edible part, raw",NA,NA,NA,NA,NA,21.9,3.69,fi223,"Brazil, São Paulo state, Ubatuba",Dec,WATER: calc. by difference; CHO- (Somogy-Nelson method),1998,0902092
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,af766,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, farmed, soft tissue, raw",NA,NA,1.53,NA,NA,NA,NA,fi209,"Malaysia (west coast), Perak, Kuala Dining",May 2001,NA,2004,0902070
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,af767,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, farmed, soft tissue, raw",NA,NA,1.638,NA,NA,NA,NA,fi209,"Malaysia (west coast), Selangor, Bagan Lalang",Apr 2000,NA,2004,0902071
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,af768,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, farmed, soft tissue, raw",NA,NA,1.682,NA,NA,NA,NA,fi209,"Malaysia (west coast), Negeri Sembilan, Pasir Panjang",Oct 2000,NA,2004,0902072
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,af769,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, farmed, soft tissue, raw",NA,NA,1.72,NA,NA,NA,NA,fi209,"Malaysia (west coast), Negeri Sembilan, Kuala Linggi",Nov 2000,NA,2004,0902073
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,af770,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, farmed, soft tissue, raw",NA,NA,1.28,NA,NA,NA,NA,fi209,"Malaysia (west coast), Sebatu, Malacca",Aug 2000,NA,2004,0902074
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,bc1130,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, wild, soft tissue, raw",NA,NA,1.86,NA,NA,NA,NA,fi209,"Malaysia (west coast), Penang, Pulau Aman",Sep 1999,NA,2004,0901169
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,bc1131,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, wild, soft tissue, raw",NA,NA,1.34,NA,NA,NA,NA,fi209,"Malaysia (west coast), Muar Estuary, Malacca",Jan 2000,NA,2004,0901170
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,bc1132,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, wild, soft tissue, raw",NA,NA,1.99,NA,NA,NA,NA,fi209,"Malaysia (west coast), Pantai Lido, Johore",Jan 2000,NA,2004,0901171
Perna viridis,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,100,16.5,Perna viridis,Perna viridis,0.988,NA,brackmarine,bc1133,Perna viridis,Mollusc,Green mussel,NA,"Green-lipped mussel, wild, soft tissue, raw",NA,NA,2.19,NA,NA,NA,NA,fi209,"Malaysia (west coast), Kg. Pasir Puteh, Johore",Jan 2000,NA,2004,0901172
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata110,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",180,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2046",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata111,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,10.1,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2051",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata112,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,2.42,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2056",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata113,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",140,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2047",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata114,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,8.62,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2052",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata115,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.84,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2057",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata116,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",150,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2048",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata117,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,13.1,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2053",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata118,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.52,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2058",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata119,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",150,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2049",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata120,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,8.56,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2054",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata121,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,2.1,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2059",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata122,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",100,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2050",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata123,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,4.54,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2055",NA,NA,NA,NA
Perumytilus purpuratus,NA,NA,NA,NA,temperate,benthic,NA,NA,Perunytitus purpuratus,Perunytitus purpuratus,0.75,NA,marine,seadata124,Perumytilus purpuratus,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.43,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2060",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,bc1128,Pinctada radiata,Mollusc,Rayed pearl oyster,NA,"Rayed pearl oyster, wild, soft body, raw",NA,0.28227,0.02979,NA,NA,NA,NA,fi208,"Turkey, Içel, Akkuyu bay, Mediterranean Sea",May 1999-Apr 2000,NA,2005,0901167
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata30,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",58.49844639,NA,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2004",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata31,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,6.912621359,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2010",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata32,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,87.16655918,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2016",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata33,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",79.8921264,NA,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2005",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata34,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,2.058252427,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2011",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata35,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,47.35744855,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2017",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata36,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",87.34009498,NA,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2006",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata37,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,3.902912621,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2012",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata38,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,58.66447793,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2018",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata39,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",64.18197807,NA,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2007",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata40,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,0.951456311,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2013",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata41,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,23.50612652,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2019",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata42,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",42.18514393,NA,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2008",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata43,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,2,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2014",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata44,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,54.58404174,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2020",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata45,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",37.23702879,NA,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2009",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata46,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,1.126213592,NA,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2015",NA,NA,NA,NA
Pinctada radiata,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,tropical,benthic,150,NA,Pinctada radiata,Pinctada radiata,0.988,NA,marine,seadata47,Pinctada radiata,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,33.74942839,NA,NA,NA,NA,sea5,"Samples of pearl oyster (Pinctada radiata) suspended on the ropes of fish cages were collected by hand during scuba diving at 10äóñ20 m depths off the Gulf of Antalya (Maden Bay), Turkey, from September 2003 to August 2021",NA,NA,NA,NA
Placopecten magellanicus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,temperate,benthic,300,20,Placopectens magellanicus,Placopectens magellanicus,0.75,NA,marine,seadata4,Placopecten magellanicus,Mollusc,NA,whole,"NA, whole, edible flesh",9.2,0.1071,1.2187,NA,NA,NA,NA,sea1,"eastern Virginia, USA",NA,NA,NA,NA
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1033,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Crab, wild, female, meat, raw",112,0.4,2.6,NA,NA,19.8,0.8,fi175,"Bahrain, offshore/inshore fishing grounds",NA,FAT-/PROT- (analyzed according to AOAC 1990); CD content: tr < 20mcg/100g,2005,0901052
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1035,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Crab, wild, male, meat, raw",115,0.35,2.3,NA,NA,19.8,0.6,fi175,"Bahrain, offshore/inshore fishing grounds",NA,FAT-/PROT- (analyzed according to AOAC 1990); CD content: tr < 20mcg/100g,2005,0901054
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1148,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Blue swimmer crab, wild, meat, female, raw",NA,NA,NA,0.11695992,0.08582124,18.4,1.08,fi219,"China, Hainan Island, Beibu Gulf",mean body weight: 207g,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+hepatopancreas+gonads)= 44.3%; FA converted using XFA",2010,0901187
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1149,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Blue swimmer crab, wild, meat, male, raw",NA,NA,NA,0.061272,0.06216,16.9,0.75,fi219,"China, Hainan Island, Beibu Gulf",mean body weight: 225g,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+ hepatopancreas+gonads)= 35.9%; FA converted using XFA",2010,0901188
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1150,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Blue swimmer crab, wild, gonads, female, raw",NA,NA,NA,0.33303204,0.63756936,25.5,9.6,fi219,"China, Hainan Island, Beibu Gulf",mean body weight: 207g,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+ hepatopancreas+gonads)= 44.3%; FA converted using XFA",2010,0901189
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1151,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Blue swimmer crab, wild, gonads, male, raw",NA,NA,NA,0.1057155,0.1532465,22.9,2,fi219,"China, Hainan Island, Beibu Gulf",mean body weight: 225g,"CHO- (phenolsulphuric acid method, Kochert, 1978); total edible yield (meat+ hepatopancreas+gonads)= 35.9%; FA converted using XFA",2010,0901190
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1160,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Swim crab, wild, claw meat, raw",NA,NA,NA,NA,NA,21.54,0.81,fi221,"Turkey, Gulf of Antalya, Mediterranean Sea",Jul 2001,NA,2003,0901199
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,bc1161,Portunus pelagicus,Crustacean,Blue swimming crab,NA,"Swim crab, wild, body meat, raw",NA,NA,NA,NA,NA,22.64,1.21,fi221,"Turkey, Gulf of Antalya, Mediterranean Sea",Jul 2001,NA,2003,0901200
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,seadata50,Portunus pelagicus,Crustacean,NA,NA,"NA, meat from body and claws",NA,NA,NA,NA,NA,NA,0.81,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 1999",NA,NA,NA,NA
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,seadata51,Portunus pelagicus,Crustacean,NA,NA,"NA, meat from body and claws",NA,NA,NA,NA,NA,NA,1.21,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2000",NA,NA,NA,NA
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,seadata54,Portunus pelagicus,Crustacean,NA,NA,"NA, meat from body and claws",150.9,0.45,4.68,NA,NA,NA,NA,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA
