Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,BodyShapeI
Diplodus puntazzo,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.07,subtropical,benthopelagic,150,60,NA,Diplodus puntazzo,NA,NA,brackmarine,bc290,NA,Finfish,Sharpsnout seabream,muscle,"Sharpsnout sea bream (young <1yr), wild, dorsal white muscle, raw",NA,NA,NA,0.237884906,0.321803488,NA,3.87,fi62,"Spain, Murcia, Mar Menor",Nov 1997,FA converted using XFA,2001,0900309,fusiform / normal
Diplodus puntazzo,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.07,subtropical,benthopelagic,150,60,NA,Diplodus puntazzo,NA,NA,brackmarine,bc317,NA,Finfish,Sharpsnout seabream,muscle,"Sharpsnout seabream, wild, fillet, raw",NA,NA,NA,0.038486368,0.062808608,NA,0.92,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900336,fusiform / normal
Diplodus vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,subtropical,benthopelagic,160,45,NA,Diplodus vulgaris,NA,NA,marine,bc318,NA,Finfish,Common two-banded seabream,muscle,"Common two-banded seabream, wild, fillet, raw",NA,NA,NA,0.04384796,0.181431276,NA,1.04,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900337,fusiform / normal
Diplodus vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,subtropical,benthopelagic,160,45,NA,Diplodus vulgaris,NA,NA,marine,bc423,NA,Finfish,Common two-banded seabream,muscle,"Two-banded bream, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,NA,1995,0900442,fusiform / normal
Echelus myrus,NA,NA,NA,NA,subtropical,demersal,550,100,NA,Echelus myrus,NA,NA,brackmarine,bc319,NA,Finfish,Painted eel,muscle,"Painted eel, wild, fillet, raw",NA,NA,NA,0.146495648,0.535823756,NA,4.42,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900338,eel-like
Eleotris fusca,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,tropical,demersal,5,26,NA,Eleotris fusca,NA,NA,freshbrackmarine,bc1386,NA,Finfish,Dusky sleeper,muscle_organs,"Dusky sleeper, wild, raw",980,0.79,2,NA,NA,16.9,1.2,fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902303,elongated
Eleutheronema tetradactylum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,tropical,pelagic-neritic,23,200,NA,Eleutheronema tetradactylum,NA,NA,freshbrackmarine,bc1409,NA,Finfish,Fourfinger threadfin,muscle_organs,"Fourfinger threadfin, wild, raw",37,0.6,0.9,NA,NA,20.6,2.2,fi367,"Bangladesh, Cox's Bazar",Jul-Sep 2012,NA,2015,0902326,elongated
Eleutheronema tetradactylum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,tropical,pelagic-neritic,23,200,NA,Eleutheronema tetradactylum,NA,NA,freshbrackmarine,bc517,NA,Finfish,Fourfinger threadfin,muscle,"Fourfinger threadfin, wild, fillet, raw",NA,NA,NA,NA,NA,20.14,2.1,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900536,elongated
Elops saurus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,subtropical,reef-associated,50,100,NA,Elops saurus,NA,NA,brackmarine,bc948,NA,Finfish,Ladyfish,muscle_organs,"Ladyfish, wild, edible portion, raw",NA,NA,NA,NA,NA,17.1,3.8,fi149,"Mexico, Veracruz, Gulf of Mexico",Nov 1994,"FAT- (analyzed according to AOAC 1990, method 932.02)",1998,0900967,elongated
Epinephelus sexfasciatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,tropical,reef-associated,80,40,NA,Epinephelus sexfasciatus,NA,NA,marine,bc33,NA,Finfish,Sixbar grouper,muscle,"Grouper, wild, muscle fillet, raw",NA,NA,NA,NA,NA,18.9,0.6,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900033,fusiform / normal
Epinephelus sexfasciatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,tropical,reef-associated,80,40,NA,Epinephelus sexfasciatus,NA,NA,marine,bc522,NA,Finfish,Sixbar grouper,muscle,"Sixbar grouper, wild, fillet, raw",NA,NA,NA,NA,NA,18.87,3.46,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900541,fusiform / normal
Etmopterus princeps,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,deep-water,bathydemersal,2213,75,NA,Etmopterus princeps,NA,NA,marine,bc79,NA,Finfish,Greater lantern shark,muscle,"Greater lantern shark, wild, dorsal muscle, raw",NA,NA,NA,NA,NA,19.7,0.8,fi11,"Unknown, Hatton Bank, North Atlantic",NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,0900079,elongated
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc256,NA,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.52938516,3.38199564,NA,12.2,fi54,"Tunisia, Northern Tunisian Sea",Oct 2004,FA converted using XFA,2008,0900256,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc257,NA,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.563116026,2.361909852,NA,6.46,fi54,"Tunisia, Northern Tunisian Sea",Jan 2005,FA converted using XFA,2008,0900257,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc258,NA,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.184565708,1.975786273,NA,5.71,fi54,"Tunisia, Northern Tunisian Sea",Apr 2005,FA converted using XFA,2008,0900258,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc259,NA,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.160107724,1.494996014,NA,4.38,fi54,"Tunisia, Northern Tunisian Sea",July 2005,FA converted using XFA,2008,0900259,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc260,NA,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.49736541,2.226654055,NA,8.95,fi54,"Tunisia, Northern Tunisian Sea",Oct 2004,FA converted using XFA,2008,0900260,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc261,NA,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.302160608,1.037595568,NA,3.72,fi54,"Tunisia, Northern Tunisian Sea",Jan 2005,FA converted using XFA,2008,0900261,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc262,NA,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.12614448,0.880646151,NA,2.97,fi54,"Tunisia, Northern Tunisian Sea",Apr 2005,FA converted using XFA,2008,0900262,fusiform / normal
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,NA,Euthynnus alletteratus,NA,NA,brackmarine,bc263,NA,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.06724846,0.44635083,NA,1.7,fi54,"Tunisia, Northern Tunisian Sea",July 2005,FA converted using XFA,2008,0900263,fusiform / normal
Gasterochisma melampus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.35,subtropical,pelagic-oceanic,NA,164,NA,Gasterochisma melampus,NA,NA,marine,bc686,NA,Finfish,Butterfly kingfish,muscle,"Butterfly tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw",11,0.9,0.5,0.087873,0.32737,23.9,2,fi117,"New Zealand, Northeast of North Island",May-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900705,fusiform / normal
Glossogobius giuris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,tropical,benthopelagic,5,50,NA,Glossogobius giurias,NA,NA,freshbrackmarine,af65,NA,Finfish,Tank goby,muscle,"Goby, wild, boneless flesh, raw",NA,NA,NA,NA,NA,12.9,0.1,fi24,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,NA,1996,0901369,fusiform / normal
Glossogobius giuris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,tropical,benthopelagic,5,50,NA,Glossogobius giuris,NA,NA,freshbrackmarine,bc1368,NA,Finfish,Tank goby,muscle_organs,"Tank goby, wild, raw",790,2.3,2.1,NA,NA,16.6,0.4,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902285,fusiform / normal
Gudusia chapra,NA,NA,NA,NA,subtropical,pelagic,NA,20,NA,Gudusia chapra,NA,NA,freshbrack,bc1317,NA,Finfish,Indian river shad,muscle_organs,"Indian river shad, edible parts (eyes included), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902234,fusiform / normal
Gudusia chapra,NA,NA,NA,NA,subtropical,pelagic,NA,20,NA,Gudusia chapra,NA,NA,freshbrack,bc1371,NA,Finfish,Indian river shad,muscle_organs,"Indian river shad, wild, raw",1063,7.6,2.1,NA,NA,15.5,3.8,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902288,fusiform / normal
Harpadon nehereus,NA,mainly animals (troph. 2.8 and up),NA,4.2,tropical,benthopelagic,NA,40,NA,Harpadon nehereus,NA,NA,brackmarine,af237,NA,Finfish,Bombay-duck,muscle_skinless,"Bombay duck, wild, skinless, muscle flesh, raw",19.8,0.7,2.7,NA,NA,8,0.8,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 2002,NA,1993,0901541,elongated
Helostoma temminckii,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.8199999332427974,tropical,benthopelagic,NA,30,NA,Helostoma temminckii,NA,NA,fresh,bc1067,NA,Finfish,Kissing gourami,muscle_organs,"Kissing gourami, cleaned fish, raw",1225.152,1.500244,1.82922,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901086,short and / or deep
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,demersal,NA,NA,NA,Hemisorubim platyrhynchos,NA,NA,fresh,af42,NA,Finfish,NA,muscle_skinless,"wild, skinless, boneless fillets, raw",NA,NA,NA,NA,0.39799040890186,NA,2.98,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901346,elongated
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,demersal,NA,NA,NA,Hemisorubim platyrhynchos,NA,NA,fresh,bc70,NA,Finfish,NA,muscle_skinless,"Jurupoca, wild, skinless fillet, raw",NA,NA,NA,0.01850096,0.04047085,18.1,6.35,fi8,"Brazil, Miranda River",NA,FA converted using XFA,2008,0900070,elongated
Henicorhynchus siamensis,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,tropical,benthopelagic,NA,20,NA,Henicorhynchus siamensis,NA,NA,fresh,bc835,NA,Finfish,Siamese mud carp,whole,"Siamese mud carp,wild, whole fish,  full grown, raw",NA,NA,NA,NA,NA,NA,NA,fi129,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",RETOLD: all-trans-dehydroretinol and 13-cis isomers,2007,0900854,fusiform / normal
Hydrolagus affinis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,deep-water,bathydemersal,3000,130,NA,Hydrolagus affinis,NA,NA,marine,bc80,NA,Finfish,Smalleyed rabbitfish,muscle,"Smalleyed rabbitfish/ghostshark, wild, dorsal muscle, raw",NA,NA,NA,NA,NA,18.3,0.95,fi11,"Unknown, Hatton Bank, North Atlantic",NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,0900080,elongated
Hydrolagus colliei,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.68,temperate,demersal,913,100,NA,Hydrolagus colliei,NA,NA,marine,af572,NA,Finfish,Spotted ratfish,muscle_skinless,"Ratfish, skinless fillet, raw",NA,NA,NA,NA,NA,15.1,10.7,fi195,"USA, SE Alaska",NA,NA,1976,0901876,elongated
Hyporhamphus ihi,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.22,temperate,pelagic-neritic,NA,26,NA,Hyporhamphus ihi,NA,NA,marine,bc202,NA,Finfish,NA,muscle_skinless,"Garfish, wild, skinless fillet, frozen",NA,NA,NA,NA,NA,20.6,1.2,fi42,New Zealand,May 1985,NA,1985,0900202,eel-like
Hyporhamphus limbatus,NA,mainly animals (troph. 2.8 and up),NA,3.2,tropical,pelagic-neritic,NA,35,NA,Hyporhamphus limbatus,NA,NA,freshbrackmarine,bc1375,NA,Finfish,NA,muscle_organs,"Ekthute, wild, raw",1300,1.5,3.6,NA,NA,17.9,1.7,fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902292,elongated
Isopsetta isolepis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.59,temperate,demersal,425,55,NA,Isopsetta isolepis,NA,NA,marine,bc964,NA,Finfish,Butter sole,muscle,"Butter sole, wild, fillet, raw",NA,NA,NA,NA,NA,19.4,NA,fi156,"USA, north of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900983,short and / or deep
Lagocephalus lagocephalus,NA,mainly animals (troph. 2.8 and up),variable,3.73,subtropical,benthopelagic,476,61,NA,Lagocepahlus lagocephalus,NA,NA,marine,bc322,NA,Finfish,Oceanic puffer,muscle,"Oceanic puffer, wild, fillet, raw",NA,NA,NA,0.020875218,0.141916398,NA,0.78,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900341,fusiform / normal
Lampris guttatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,deep-water,bathypelagic,500,200,NA,Lampris guttatus,NA,NA,marine,bc688,NA,Finfish,Opah,muscle,"Moonfish, wild, white muscle flesh (caudal end), skinless, boneless, raw",6,1,0.3,0.03002,0.1659,23.4,1,fi117,"New Zealand, Northeast of North Island",Jun-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900707,short and / or deep
Lepidocephalichthys guntea,NA,NA,NA,NA,tropical,demersal,NA,15,NA,Lepidocephalichthys guntea,NA,NA,freshbrack,bc1380,NA,Finfish,NA,muscle_organs,"Gutum, wild, raw",950,3.3,2.5,NA,NA,17.2,3.9,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902297,elongated
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,demersal,575,58,NA,Lepidopsetta bilineata,NA,NA,marine,af601,NA,Finfish,Rock sole,muscle_skinless,"Rock sole, skinless fillet, raw",NA,NA,NA,NA,NA,19.2,0.77,fi195,"USA, Bering Sea/Puget Sound",NA,NA,1976,0901905,short and / or deep
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,demersal,575,58,NA,Lepidopsetta bilineata,NA,NA,marine,bc924,NA,Finfish,Rock sole,muscle_skinless,"Rock sole, wild, skinless dorsal fillet, frozen",NA,NA,NA,0.174717,0.111537,NA,NA,fi146,Russia (East),NA,FA expressed per DM - conversion to FW,2007,0900943,short and / or deep
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,demersal,575,58,NA,Lepidopsetta bilineata,NA,NA,marine,c362,NA,Finfish,Rock Sole,muscle,"Rock Sole, muscle",NA,NA,NA,NA,NA,18.6,1.2,27,NA,NA,NA,NA,NA,short and / or deep
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,demersal,100,142,NA,Leptomelanosoma indicum,NA,NA,brackmarine,af236,NA,Finfish,Indian threadfin,muscle_skinless,"Thread fins, wild, skinless, muscle flesh, raw",4.7,0.8,1.5,NA,NA,18.1,1.2,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 2001,NA,1993,0901540,elongated
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,demersal,100,142,NA,Leptomelanosoma indicum,NA,NA,brackmarine,bc524,NA,Finfish,Indian threadfin,muscle,"Indian threadfin, wild, fillet, raw",NA,NA,NA,NA,NA,19.59,0.85,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900543,elongated
Limnothrissa miodon,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.71,tropical,pelagic,60,17,NA,Limnothrissa miodon,NA,NA,fresh,bc741,NA,Finfish,Lake Tanganyika sardine,whole,"Lake Tanganyika sardine, wild, whole fish, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Burundi, Bujumbura, Lake Tanganyika",Mar 1994,NA,1997,0900760,fusiform / normal
Limnothrissa miodon,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.71,tropical,pelagic,60,17,NA,Limnothrissa miodon,NA,NA,fresh,bc742,NA,Finfish,Lake Tanganyika sardine,whole,"Lake Tanganyika sardine, wild, whole fish, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Burundi, Bujumbura, Lake Tanganyika",Mar 1994,NA,1997,0900761,fusiform / normal
Lutjanus argentimaculatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,subtropical,reef-associated,120,150,NA,Lutjanus argentimaculatus,NA,NA,freshbrackmarine,bc525,NA,Finfish,Mangrove red snapper,muscle,"Malabar red snapper, wild, fillet, raw",NA,NA,NA,NA,NA,20.45,1.37,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900544,fusiform / normal
Lutjanus johnii,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.19,tropical,reef-associated,80,97,NA,Lutjanus johnii,NA,NA,brackmarine,bc521,NA,Finfish,John's snapper,muscle,"Golden snapper, wild, fillet, raw",NA,NA,NA,NA,NA,19.41,1.29,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900540,fusiform / normal
Lutjanus malabaricus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.09,tropical,reef-associated,100,100,NA,Lutjanus malabaricus,NA,NA,brackmarine,bc29,NA,Finfish,Malabar blood snapper,muscle,"Malabar red snapper, wild, muscle fillet, raw",NA,NA,NA,NA,NA,18.1,0.5,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900029,fusiform / normal
Macrognathus aculeatus,NA,NA,NA,NA,tropical,benthopelagic,NA,38,NA,Macrognathus aculeatus,NA,NA,freshbrack,bc1320,NA,Finfish,NA,muscle_organs,"Eel, edible parts (eyes excluded), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902237,eel-like
Macrognathus aculeatus,NA,NA,NA,NA,tropical,benthopelagic,NA,38,NA,Macrognathus aculeatus,NA,NA,freshbrack,bc1321,NA,Finfish,NA,muscle_organs,"Eel, edible parts (eyes excluded), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902238,eel-like
Macrognathus aculeatus,NA,NA,NA,NA,tropical,benthopelagic,NA,38,NA,Macrognathus aculeatus,NA,NA,freshbrack,bc1322,NA,Finfish,NA,muscle_organs,"Eel, edible parts (eyes excluded), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902239,eel-like
Macrognathus aculeatus,NA,NA,NA,NA,tropical,benthopelagic,NA,38,NA,Macrognathus aculeatus,NA,NA,freshbrack,bc1395,NA,Finfish,NA,muscle_organs,"Tara Baim, wild, raw",457,2.5,1.2,NA,NA,17.2,2.6,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902312,eel-like
Mastacembelus armatus,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.78,tropical,demersal,NA,90,NA,Mastacembelus armatus,NA,NA,freshbrack,bc1323,NA,Finfish,NA,muscle_organs,"Eel, edible parts (eyes excluded), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902240,eel-like
Mastacembelus armatus,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.78,tropical,demersal,NA,90,NA,Mastacembelus armatus,NA,NA,freshbrack,bc1367,NA,Finfish,NA,muscle_organs,"Baim, wild, raw",449,1.9,1.1,NA,NA,17.9,1.7,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902284,eel-like
Megalaspis cordyla,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,tropical,reef-associated,100,80,NA,Megalaspis cordyla,NA,NA,brackmarine,bc513,NA,Finfish,Torpedo scad,muscle,"Hardtail scad, wild, fillet, raw",NA,NA,NA,NA,NA,20.86,1.53,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900532,fusiform / normal
Megalops cyprinoides,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.9100000858306885,tropical,benthopelagic,NA,150,NA,Megalops cyprinoides,NA,NA,freshbrackmarine,af322,NA,Finfish,Indo-Pacific tarpon,whole,"Pawale, wild, whole, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Tanzania, Dar es Salaam, Indian Ocean",Nov-Dec 1993,NA,1997,0901626,fusiform / normal
Menticirrhus americanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,subtropical,demersal,40,50,NA,Menticirrhus americanus,NA,NA,brackmarine,bc560,NA,Finfish,Southern kingcroaker,muscle,"Southern kingcroaker, wild, fillet, raw",NA,NA,NA,0.17224842,0.45077778,19.7,6.7,fi95,"Uruguay, Río de la Plata",Dec 1991-Jan 1992 (Summer),FA converted using XFA,1996,0900579,fusiform / normal
Microgadus tomcod,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,demersal,69,38.1,NA,Microgadus tomcod,NA,NA,freshbrackmarine,c441,NA,Finfish,Atlantic Tomcod,muscle,"Atlantic Tomcod, muscle",372,NA,NA,NA,NA,19.9,2,11,NA,NA,NA,NA,NA,elongated
Microgadus tomcod,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.81,temperate,demersal,69,38.1,NA,Microgadus tomcod,NA,NA,freshbrackmarine,c446,NA,Finfish,Atlantic Tomcod,muscle,"Atlantic Tomcod, muscle",NA,NA,NA,NA,NA,17,0.4,27,NA,NA,NA,NA,NA,elongated
Micropogonias undulatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,demersal,100,55,NA,Micropogonias undulatus,NA,NA,brackmarine,c451,NA,Finfish,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",15,0.372,0.371,NA,NA,18.1,1.9,65,NA,NA,NA,NA,NA,fusiform / normal
Micropogonias undulatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,demersal,100,55,NA,Micropogonias undulatus,NA,NA,brackmarine,c452,NA,Finfish,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",118,1.58,NA,NA,NA,17.5,1.7,27,NA,NA,NA,NA,NA,fusiform / normal
Micropogonias undulatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,subtropical,demersal,100,55,NA,Micropogonias undulatus,NA,NA,brackmarine,c453,NA,Finfish,Atlantic Croaker,whole,"Atlantic Croaker, whole",NA,NA,NA,NA,NA,16.8,3.5,27,NA,NA,NA,NA,NA,fusiform / normal
Monopterus albus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),2.880000114440918,tropical,demersal,NA,100,NA,Monopterus albus,NA,NA,freshbrack,bc18,NA,Finfish,Asian swamp eel,muscle,"Swamp eel, wild, fillet, raw",NA,NA,NA,NA,NA,20.3,0.6,fi2,"Thailand, main rivers (Chaopraya, Bangprakong, Mae-klong, Thajean)",May-Oct,NNP calc. as % of TN,1999,0900018,eel-like
Monopterus albus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),2.880000114440918,tropical,demersal,NA,100,NA,Monopterus albus,NA,NA,freshbrack,bc581,NA,Finfish,Asian swamp eel,muscle_organs,"Swamp eel, wild, gutted and beheaded, raw",525,1.1,1.4,NA,0.0259462,19.7,0.8,fi103,"Laos, Champasak and Savannakhet, rice field ecosystems",dry season,FA converted using XFA,2010,0900600,eel-like
Mora moro,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.75,deep-water,bathypelagic,2500,80,NA,Mora moro,NA,NA,marine,bc75,NA,Finfish,Common mora,muscle,"Mora/deep-sea cod, wild, dorsal muscle, raw",NA,NA,NA,0.040644489,0.102507995,17.6,0.41,fi11,"Unknown, Hatton Bank, North Atlantic",NA,FA converted using XFA,2005,0900075,fusiform / normal
Mormyrus rume,NA,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,2.48,tropical,demersal,NA,100,NA,Mormyrus rume,NA,NA,fresh,bc198,NA,Finfish,NA,muscle_organs,"Mormyrid, wild, skin-on fillet (incl. bones), raw",NA,NA,NA,NA,NA,19.2,1.46,fi38,"Nigeria, Zaria, Galma River",Jan-May (dry season),NA,1997,0900198,fusiform / normal
