seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source,reference
1369,Trichiurus lepturus,epa,0.016620000000000003,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,-4.097148489554835,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336"
1945,Trichiurus lepturus,epa,203.10000000000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,5.313698468586339,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
1263,Trichiurus lepturus,dha,0.57475,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,-0.5538201153388461,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
1369,Trichiurus lepturus,dha,0.2103,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,-1.559220196273483,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336"
1945,Trichiurus lepturus,dha,567.8000000000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,6.341769244038871,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
1262,Trichiurus lepturus,fat_g,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,-0.35667494393873245,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256"
1263,Trichiurus lepturus,fat_g,2.75,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,1.0116009116784799,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
1369,Trichiurus lepturus,fat_g,2.8200000000000003,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,1.0367368849500223,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336"
1922,Trichiurus lepturus,fat_g,3.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,benthopelagic,eel-like,NA,1.2237754316221157,5.455321115357702,4.2,589,1.75,brackmarine,seanuts,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
159,Xiphias gladius,fapun3,1.87901,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,0.6307450423969431,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,protein,17.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,2.8735646395797834,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,epa,0.24316600000000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,-1.4140109412950028,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,dha,1.32636,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,0.28243834812872726,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,ca_mg,38.99999999999999,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,3.6635616461296463,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,fat_g,12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,2.4849066497880004,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,zn_mg,1.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,0.26236426446749106,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
159,Xiphias gladius,fe_mg,1.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-oceanic,elongated,NA,0.1823215567939546,6.12029741895095,4.5,2878,5,marine,seanuts,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
2011,Zeus faber,protein,18.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,benthopelagic,short and / or deep,NA,2.920469789053444,4.499809670330265,4.239999771118164,400,3,brackmarine,seanuts,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469."
1271,Zeus faber,protein,19.999999999999996,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,benthopelagic,short and / or deep,muscle,2.995732273553991,4.499809670330265,4.239999771118164,400,3,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
2011,Zeus faber,ca_mg,31.799999999999997,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,benthopelagic,short and / or deep,NA,3.459466289786131,4.499809670330265,4.239999771118164,400,3,brackmarine,seanuts,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469."
1271,Zeus faber,fat_g,1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,benthopelagic,short and / or deep,muscle,0,4.499809670330265,4.239999771118164,400,3,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
2011,Zeus faber,fat_g,1.89,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,benthopelagic,short and / or deep,NA,0.636576829071551,4.499809670330265,4.239999771118164,400,3,brackmarine,seanuts,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469."
2011,Zeus faber,fe_mg,6.188600000000001,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),temperate,benthopelagic,short and / or deep,NA,1.82270888987199,4.499809670330265,4.239999771118164,400,3,brackmarine,seanuts,"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469."
1147,Acanthurus lineatus,protein,18.999999999999996,browsing on substrate,mainly plants/detritus (troph. 2-2.19),tropical,reef-associated,short and / or deep,muscle,2.9444389791664403,3.6375861597263857,2,15,NA,marine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
1147,Acanthurus lineatus,fat_g,0.2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),tropical,reef-associated,short and / or deep,muscle,-1.6094379124341003,3.6375861597263857,2,15,NA,marine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
292,Alectis alexandrina,fapun_all_g,0.235890952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,short and / or deep,NA,-1.4443856485393578,4.605170185988092,3.6,70,NA,marine,seanuts,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
292,Alectis alexandrina,fapun3,0.178959264,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,short and / or deep,NA,-1.7205970744595915,4.605170185988092,3.6,70,NA,marine,seanuts,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
292,Alectis alexandrina,epa,0.07173610399999998,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,short and / or deep,NA,-2.63476111557321,4.605170185988092,3.6,70,NA,marine,seanuts,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
292,Alectis alexandrina,dha,0.10450175999999999,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,short and / or deep,NA,-2.258551365613835,4.605170185988092,3.6,70,NA,marine,seanuts,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
292,Alectis alexandrina,fat_g,1.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,short and / or deep,NA,0.27763173659827955,4.605170185988092,3.6,70,NA,marine,seanuts,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
294,Alepocephalus agassizii,protein,10.299999999999999,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,elongated,NA,2.33214389523559,4.812184355372417,3.89,2500,NA,marine,seanuts,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443"
294,Alepocephalus agassizii,fat_g,3.5999999999999996,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,elongated,NA,1.2809338454620642,4.812184355372417,3.89,2500,NA,marine,seanuts,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443"
293,Alepocephalus bairdii,protein,10.1,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,elongated,NA,2.3125354238472138,4.605170185988092,3.69,1700,NA,marine,seanuts,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443"
293,Alepocephalus bairdii,fat_g,3.0000000000000004,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),deep-water,bathydemersal,elongated,NA,1.0986122886681098,4.605170185988092,3.69,1700,NA,marine,seanuts,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443"
296,Aluterus monoceros,fapun3,1.61191,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,reef-associated,short and / or deep,NA,0.4774198112603047,4.333361462692601,3.49,80,NA,marine,seanuts,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
296,Aluterus monoceros,epa,0.3231,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,reef-associated,short and / or deep,NA,-1.1297934061516846,4.333361462692601,3.49,80,NA,marine,seanuts,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
296,Aluterus monoceros,dha,1.09136,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,reef-associated,short and / or deep,NA,0.08742462492427225,4.333361462692601,3.49,80,NA,marine,seanuts,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
296,Aluterus monoceros,fat_g,3.59,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,reef-associated,short and / or deep,NA,1.2781522025001875,4.333361462692601,3.49,80,NA,marine,seanuts,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
311,Anabas testudineus,protein,19.63,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,2.9770590082883697,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561"
312,Anabas testudineus,fapun_all_g,0.362543148,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-1.0146117828052756,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
313,Anabas testudineus,fapun_all_g,0.334751296,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-1.0943674228724198,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
314,Anabas testudineus,fapun_all_g,0.214840384,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-1.5378599265698234,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
1964,Anabas testudineus,fapun_all_g,1.9,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,0.6418538861723947,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
1890,Anabas testudineus,protein,16.899999999999995,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,2.8273136219290276,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
1964,Anabas testudineus,protein,15.499999999999998,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,2.740840023925201,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
312,Anabas testudineus,fapun3,0.151918382,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-1.8844118628771074,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
313,Anabas testudineus,fapun3,0.12693694199999997,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-2.064064835515302,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
314,Anabas testudineus,fapun3,0.06175099700000001,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-2.7846451578554037,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
1964,Anabas testudineus,fapun3,377.00000000000006,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,5.932245187448011,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
312,Anabas testudineus,epa,0.011866183999999998,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-4.4340626047767815,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
313,Anabas testudineus,epa,0.008665437000000003,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-4.748412924310723,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
314,Anabas testudineus,epa,0.004215617999999999,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-5.468959079058783,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
1964,Anabas testudineus,epa,0.029999999999999995,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,-3.506557897319982,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
312,Anabas testudineus,dha,0.096490812,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-2.3383074876054217,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
313,Anabas testudineus,dha,0.07346104699999999,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-2.6109999860376782,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
314,Anabas testudineus,dha,0.039345767999999996,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-3.235366857551689,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
1964,Anabas testudineus,dha,0.17,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,-1.7719568419318752,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
1964,Anabas testudineus,ca_mg,85.00000000000001,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,4.442651256490317,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
311,Anabas testudineus,fat_g,7.79,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,2.052840859882657,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561"
312,Anabas testudineus,fat_g,0.99,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-0.01005033585350145,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
313,Anabas testudineus,fat_g,0.99,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-0.01005033585350145,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
314,Anabas testudineus,fat_g,0.99,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,-0.01005033585350145,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8"
1890,Anabas testudineus,fat_g,6.9,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,NA,1.9315214116032138,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
