ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2,log_length,log_concentration,reference
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1297,NA,Siganus rivulatus,fat_g,1.21,finfish,38.963745,NA,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,Turkey,"approximate location used, actual location unknown",38.963745,35.243322,NA,NA,NA,38.963745,3.295836866004329,0.1906203596086497,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1126,silver_sillago_wild_fillet_raw,Sillago sihama,fat_g,1.43,finfish,37.370157,37.370157,31,31,3.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4339872044851463,0.3576744442718159,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1465,NA,Sillago sihama,fat_g,3.39,finfish,20.593684,NA,31,31,3.18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,"Other samples were collected during Cruise 153 of FORV Sagarsampada, from local markets and aquaculture farms","approximate location used, actual location unknown",20.593684,78.96288,NA,NA,NA,20.593684,3.4339872044851463,1.220829921392359,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461"
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",176,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,fat_g,3.2,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.214608098422191,1.1631508098056809,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381"
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",182,Sheatfish_wild_skinless_fillet_raw,Silurus glanis,fat_g,3.8,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.214608098422191,1.33500106673234,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381"
"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",1127,European_catfish_wild_boneless_fillet_raw,Silurus glanis,fat_g,1.12,finfish,36.967401,36.967401,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.214608098422191,0.11332868530700327,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356"
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1128,Wels_catfish_wild_muscle_tissue_raw,Silurus glanis,fat_g,0.54,finfish,37,37,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.214608098422191,-0.616186139423817,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",1129,Sheatfish_wild_skinless_boneless_fillet_raw,Silurus glanis,fat_g,3.5,finfish,41.53,41.53,500,500,4.12,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.214608098422191,1.252762968495368,"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76"
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",71,NA,Solea solea,fat_g,1.88,finfish,41.008238,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"The common sole (Solea solea), striped red mullet (Mullus surmuletus), and whiting (Merlangius merlangus) were chosen and purchased from the Istanbul local fish market from December (2006) to November (2007) during the fishing season.","approximate location used, actual location unknown",41.008238,28.978359,NA,NA,NA,41.008238,4.248495242049359,0.6312717768418578,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363"
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",81,NA,Solea solea,fat_g,1.62,finfish,41.008238,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"The common sole (Solea solea), striped red mullet (Mullus surmuletus), and whiting (Merlangius merlangus) were chosen and purchased from the Istanbul local fish market from December (2006) to November (2007) during the fishing season.","approximate location used, actual location unknown",41.008238,28.978359,NA,NA,NA,41.008238,4.248495242049359,0.4824261492442928,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363"
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",99,NA,Solea solea,fat_g,1.18,finfish,41.008238,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"The common sole (Solea solea), striped red mullet (Mullus surmuletus), and whiting (Merlangius merlangus) were chosen and purchased from the Istanbul local fish market from December (2006) to November (2007) during the fishing season.","approximate location used, actual location unknown",41.008238,28.978359,NA,NA,NA,41.008238,4.248495242049359,0.16551443847757333,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363"
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",151,NA,Solea solea,fat_g,1.61,finfish,41.008238,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"The common sole (Solea solea), striped red mullet (Mullus surmuletus), and whiting (Merlangius merlangus) were chosen and purchased from the Istanbul local fish market from December (2006) to November (2007) during the fishing season.","approximate location used, actual location unknown",41.008238,28.978359,NA,NA,NA,41.008238,4.248495242049359,0.4762341789963717,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363"
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1133,Common_sole_wild_fillet_raw,Solea solea,fat_g,0.74,finfish,38.963745,38.963745,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,-0.3011050927839216,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638"
"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467",1135,Duckbill_catfish_wild_skinless_fillet_raw,Sorubim lima,fat_g,11.19,finfish,19.427757,-19.427757,54.2,54.2,4.099999905,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9926809084456005,2.4150205223238337,"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467"
"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",1137,Gilthead_sea_bream_wild_skinless_fillet_raw,Sparus aurata,fat_g,0.85,finfish,37.735851,NA,67.83333333,63.5,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,Argosaronic gulf,NA,37.735851,23.620464,NA,NA,NA,37.735851,4.151039905898646,-0.16251892949777494,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484"
"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",1138,Gilthead_sea_bream_wild_skinless_fillet_raw,Sparus aurata,fat_g,1.16,finfish,37.735851,NA,67.83333333,63.5,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,Argosaronic gulf,NA,37.735851,23.620464,NA,NA,NA,37.735851,4.151039905898646,0.14842000511827322,"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484"
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1295,NA,Sparus aurata,fat_g,12.4,finfish,38.963745,NA,67.83333333,63.5,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,Turkey,"approximate location used, actual location unknown",38.963745,35.243322,NA,NA,NA,38.963745,4.151039905898646,2.517696472610991,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1140,European_barracuda_wild_fillet_raw,Sphyraena sphyraena,fat_g,8.23,finfish,37.370157,37.370157,165,165,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.10594547390058,2.1077860146889784,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1141,Blotched_picarel_wild_fillet_raw,Spicara maena,fat_g,3.2,finfish,37.370157,37.370157,25,25,3.25,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,1.1631508098056809,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1141,Blotched_picarel_wild_fillet_raw,Spicara maena,fat_g,3.2,finfish,37.370157,37.370157,25,25,3.25,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682006,1.1631508098056809,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629",1148,Black_seabream_wild_fully_grown_muscle_tissue_raw,Spondyliosoma cantharus,fat_g,0.74,finfish,28.291564,28.291564,60,60,3.27,variable,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,-0.3011050927839216,"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629"
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1150,Sprat_wild_skinless_fillet_raw,Sprattus sprattus,fat_g,11.1,finfish,41.85509,41.85509,16,16,3.01,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,2.4069451083182885,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1151,Sprat_wild_skinless_fillet_raw,Sprattus sprattus,fat_g,3.79,finfish,41.85509,41.85509,16,16,3.01,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,1.332366019094335,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",1149,Sprat_wild_edible_part_raw,Sprattus sprattus sprattus,fat_g,13.37,finfish,42.163403,42.163403,16,16,3.01,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.772588722239781,2.5930133911138515,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1152,Spiny_dogfish_wild_skinless_fillet_frozen,Squalus acanthias,fat_g,5.2,finfish,40.900557,-40.900557,156.25,130,3.89,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.867534450455582,1.6486586255873816,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1917,NA,Stolephorus commersonii,fat_g,1.2,finfish,22.57,NA,NaN,10,3.05,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.302585092994046,0.1823215567939546,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1159,Shoal_flounder_wild_edible_portion_raw,Syacium gunteri,fat_g,0.9,finfish,19.173773,19.173773,20,20,3.26,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.995732273553991,-0.10536051565782628,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256"
"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",1163,Victoria_squeaker_wild_muscle_fillet_raw,Synodontis victoriae,fat_g,6.39,finfish,0.033333,-0.033333,35,35,3.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5553480614894135,1.8547342683894434,"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72"
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1160,Inshore_lizardfish_wild_edible_portion_raw,Synodus foetens,fat_g,0.8,finfish,19.173773,19.173773,48.3,48.3,4.43,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.877431560658527,-0.2231435513142097,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",88,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,10.18,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.3204250111223765,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",94,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,22.08,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,3.0946722214088944,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",96,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,18.41,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.9128939952449864,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",103,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,20.78,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,3.0339909856710814,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",104,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,12.67,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.5392369943330477,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",120,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,12.35,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.513656063073986,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",124,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,11.68,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.457877977400081,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",128,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,7.46,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.0095554142156695,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",129,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,5.67,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,1.7351891177396608,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",141,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,10.38,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.3398808777377424,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",142,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,5.71,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,1.742219023667919,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",145,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,7.1,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,1.9600947840472698,"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209"
