"","unique_paper","subgroup","species_name","nutrient","concentration1","concentration","dri_per","ref_info","ref_number","Authors","Title","Publication","Volume","Number","Pages","Year","Publisher","notes"
"4786","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Bagrus docmak","epa",0.01008,0.01008,1.008,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4787","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Bagrus docmak","epa",0.013,0.013,1.3,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4788","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Clarias gariepinus","dha",0.0504,0.0504,5.04,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4789","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Clarias gariepinus","dha",0.06942,0.06942,6.942,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4790","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Clarias gariepinus","epa",0.01536,0.01536,1.536,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4791","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Clarias gariepinus","epa",0.0256,0.0256,2.56,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4792","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Lates niloticus","dha",0.02106,0.02106,2.106,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4793","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Lates niloticus","dha",0.04032,0.04032,4.032,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4794","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Lates niloticus","dha",0.05082,0.05082,5.082,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4795","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Lates niloticus","epa",0.00693,0.00693,0.693,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4796","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Lates niloticus","epa",0.0084,0.0084,0.84,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4797","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Lates niloticus","epa",0.0119,0.0119,1.19,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4798","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Oreochromis niloticus","dha",0.05846,0.05846,5.846,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4799","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Oreochromis niloticus","dha",0.06335,0.06335,6.335,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4800","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Oreochromis niloticus","dha",0.0714,0.0714,7.14,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4801","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Oreochromis niloticus","epa",0.00874,0.00874,0.874,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4802","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Oreochromis niloticus","epa",0.01365,0.01365,1.365,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4803","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Oreochromis niloticus","epa",0.02035,0.02035,2.035,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4804","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Protopterus aethiopicus","dha",0.022,0.022,2.2,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4805","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Protopterus aethiopicus","dha",0.0391,0.0391,3.91,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4806","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Protopterus aethiopicus","dha",0.064,0.064,6.4,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4807","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Protopterus aethiopicus","epa",0.005,0.005,0.5,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4808","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Protopterus aethiopicus","epa",0.00621,0.00621,0.621,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4809","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Protopterus aethiopicus","epa",0.02162,0.02162,2.162,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4810","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Synodontis victoriae","dha",0.04448,0.04448,4.448,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4811","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Synodontis victoriae","dha",0.0696,0.0696,6.96,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4812","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Synodontis victoriae","epa",0.0175,0.0175,1.75,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4813","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Synodontis victoriae","epa",0.02146,0.02146,2.146,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4814","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Tilapia zillii","dha",0.04401,0.04401,4.401,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4815","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Tilapia zillii","dha",0.07252,0.07252,7.252,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4816","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Tilapia zillii","epa",0.0114,0.0114,1.14,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4817","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Tilapia zillii","epa",0.01242,0.01242,1.242,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4818","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga_Lipids","finfish","Tilapia zillii","epa",0.01887,0.01887,1.887,"Kwetegyeka J., Mpango G., Grahl-Nielsen O. (2008). Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga. Lipids 43: 1017-1029",89,"Kwetegyeka, Justus; Mpango, George; Grahl-Nielsen, Otto;","Variation in fatty acid composition in muscle and heart tissues among species and populations of tropical fish in Lakes Victoria and Kyoga","Lipids","43","11","1017-1029",2008,"Springer",NA
"4819","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Cyprinus carpio","fat",3.5,3.5,5,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4820","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Cyprinus carpio","protein",18.34,18.34,36.68,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4821","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Cyprinus carpio","zinc",1.25,1.25,11.3636363636364,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4822","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Sander lucioperca","fat",0.74,0.74,1.05714285714286,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4823","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Sander lucioperca","protein",18.01,18.01,36.02,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4824","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Sander lucioperca","zinc",1.32,1.32,12,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4825","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Silurus glanis","fat",1.12,1.12,1.6,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4826","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Silurus glanis","protein",17.17,17.17,34.34,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4827","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)_Turkish Journal of Veterinary and Animal Sciences","finfish","Silurus glanis","zinc",1.31,1.31,11.9090909090909,"Özyurt G., Polat A., Loker G.B. (2009). vitamin And mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis). Turk J Vet Anim Sci 33(4): 351-356",154,"Ûzyurt, G»ls»n; Polat, Abdurrahman; Loker, G»l Bringen;","Vitamin and mineral content of pike perch (Sander lucioperca), common carp (Cyprinus carpio), and European catfish (Silurus glanis)","Turkish Journal of Veterinary and Animal Sciences","33","4","351-356",2009,"The Scientific and Technological Research Council of Turkey",NA
"4828","Vitamin D and provitamin D in fish_European Food Research and Technology","finfish","Abramis brama","fat",6.4,6.4,9.14285714285714,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",139,"Ostermeyer, Ute; Schmidt, Thomas;","Vitamin D and provitamin D in fish","European Food Research and Technology","222","43894","403",2006,"Springer",NA
"4829","Vitamin D and provitamin D in fish_European Food Research and Technology","finfish","Brosme brosme","fat",0.6,0.6,0.857142857142857,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",139,"Ostermeyer, Ute; Schmidt, Thomas;","Vitamin D and provitamin D in fish","European Food Research and Technology","222","43894","403",2006,"Springer",NA
"4830","Vitamin D and provitamin D in fish_European Food Research and Technology","finfish","Brosme brosme","fat",0.7,0.7,1,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",139,"Ostermeyer, Ute; Schmidt, Thomas;","Vitamin D and provitamin D in fish","European Food Research and Technology","222","43894","403",2006,"Springer",NA
"4831","Vitamin D and provitamin D in fish_European Food Research and Technology","finfish","Clupea harengus","fat",7.3,7.3,10.4285714285714,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",139,"Ostermeyer, Ute; Schmidt, Thomas;","Vitamin D and provitamin D in fish","European Food Research and Technology","222","43894","403",2006,"Springer",NA
