trad_foods_data_id,taxon_name,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,Bibliography
2716,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Central Salish,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2717,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Tsimshian,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2718,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Haida,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2719,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Tlingit,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2720,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Kwakiutl,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2721,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Nootkan,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2722,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Cree,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2723,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Montagnais-Naskapi,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2724,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Abenaki,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2725,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Mi'kmaq,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2726,Melanogrammus aeglefinus,NA,NA,NA,0.018,0.06,fi45,Wampanoag,"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16"
2727,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Inuit-Inupiaq,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2728,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Yupik,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2729,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Bella Coola,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2730,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Central Salish,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2731,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Tsimshian,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2732,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Haida,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2733,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Tlingit,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2734,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Kwakiutl,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2735,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Nootkan,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2736,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Cree,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2737,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Montagnais-Naskapi,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2738,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Abenaki,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2739,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Mi'kmaq,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2740,Melanogrammus aeglefinus,9.2,0.28,0.32,NA,NA,fi244,Wampanoag,Pôle AQUIMER. (2007). Nutritional contents of aquatic products project – <www.nutraqua.com>. Composition nutritionnelle des produits aquatiques. Retrieved from <http://www.nutraqua.com/en/>.
2741,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2742,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2743,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2744,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2745,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2746,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2747,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2748,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2749,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2750,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2751,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2752,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2753,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2754,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2755,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2756,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2757,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2758,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2759,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Cree,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2760,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Cree,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2761,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Montagnais-Naskapi,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2762,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Montagnais-Naskapi,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2763,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Abenaki,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2764,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Abenaki,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2765,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2766,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Mi'kmaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2767,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2768,Melanogrammus aeglefinus,7.8,0.11,0.29,NA,NA,im11,Wampanoag,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2769,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2770,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Inuit-Inupiaq,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2771,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2772,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Yupik,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2773,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2774,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Bella Coola,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2775,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2776,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Central Salish,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2777,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2778,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Tsimshian,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2779,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2780,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Haida,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2781,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2782,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Tlingit,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2783,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2784,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Kwakiutl,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2785,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2786,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Nootkan,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2787,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Cree,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2788,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Cree,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2789,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Montagnais-Naskapi,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2790,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Montagnais-Naskapi,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
2791,Melanogrammus aeglefinus,NA,NA,NA,0.060220439,0.137400308,im11,Abenaki,"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary)."
