Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,food_name_in_english,body_part,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,bibliography,scientific_name,asfis_scientific_name,genus_species,submitted_name,common_name,location,season,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here,realm
Diplodus puntazzo,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.07,subtropical,benthopelagic,150,60,bc317,Finfish,"Sharpsnout seabream, wild, fillet, raw",muscle,NA,NA,NA,0.038486368,0.062808608,NA,0.92,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Diplodus puntazzo,Diplodus puntazzo,Diplodus puntazzo,Diplodus puntazzo,Sharpsnout seabream,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900336,0,0,0,1,1,0,1,3,brackmarine
Diplodus vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,subtropical,benthopelagic,160,45,bc318,Finfish,"Common two-banded seabream, wild, fillet, raw",muscle,NA,NA,NA,0.04384796,0.181431276,NA,1.04,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Diplodus vulgaris,Diplodus vulgaris,Diplodus vulgaris,Diplodus vulgaris,Common two-banded seabream,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900337,0,0,0,1,1,0,1,3,marine
Echelus myrus,NA,NA,NA,NA,subtropical,demersal,550,100,bc319,Finfish,"Painted eel, wild, fillet, raw",muscle,NA,NA,NA,0.146495648,0.535823756,NA,4.42,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Echelus myrus,Echelus myrus,Echelus myrus,Echelus myrus,Painted eel,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900338,0,0,0,1,1,0,1,3,brackmarine
Eleotris fusca,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,tropical,demersal,5,26,bc1386,Finfish,"Dusky sleeper, wild, raw",muscle_organs,980,0.79,2,NA,NA,16.9,1.2,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",Eleotris fusca,Eleotris fusca,Eleotris fusca,Eleotris fusca,Dusky sleeper,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902303,1,1,1,0,0,1,1,5,freshbrackmarine
Eleutheronema tetradactylum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,tropical,pelagic-neritic,23,200,bc1409,Finfish,"Fourfinger threadfin, wild, raw",muscle_organs,37,0.6,0.9,NA,NA,20.6,2.2,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",Eleutheronema tetradactylum,Eleutheronema tetradactylum,Eleutheronema tetradactylum,Eleutheronema tetradactylum,Fourfinger threadfin,"Bangladesh, Cox's Bazar",Jul-Sep 2012,NA,2015,0902326,1,1,1,0,0,1,1,5,freshbrackmarine
Eleutheronema tetradactylum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,tropical,pelagic-neritic,23,200,bc517,Finfish,"Fourfinger threadfin, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,20.14,2.1,fi88,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",Eleutheronema tetradactylum,Eleutheronema tetradactylum,Eleutheronema tetradactylum,Eleutheronema tetradactylum,Fourfinger threadfin,"Malaysia, West coast of Peninsular",NA,NA,2011,0900536,0,0,0,0,0,1,1,2,freshbrackmarine
Elops saurus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,subtropical,reef-associated,50,100,bc948,Finfish,"Ladyfish, wild, edible portion, raw",muscle_organs,NA,NA,NA,NA,NA,17.1,3.8,fi149,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",Elops saurus,Elops saurus,Elops saurus,Elops saurus,Ladyfish,"Mexico, Veracruz, Gulf of Mexico",Nov 1994,"FAT- (analyzed according to AOAC 1990, method 932.02)",1998,0900967,0,0,0,0,0,1,1,2,brackmarine
Epinephelus sexfasciatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,tropical,reef-associated,80,40,bc33,Finfish,"Grouper, wild, muscle fillet, raw",muscle,NA,NA,NA,NA,NA,18.9,0.6,fi2,"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",Epinephelus sexfasciatus,Epinephelus sexfasciatus,Epinephelus sexfasciatus,Epinephelus sexfasciatus,Sixbar grouper,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900033,0,0,0,0,0,1,1,2,marine
Epinephelus sexfasciatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,tropical,reef-associated,80,40,bc522,Finfish,"Sixbar grouper, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,18.87,3.46,fi88,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",Epinephulus sexfasciatus,Epinephelus sexfasciatus,Epinephelus sexfasciatus,Epinephelus sexfasciatus,Sixbar grouper,"Malaysia, West coast of Peninsular",NA,NA,2011,0900541,0,0,0,0,0,1,1,2,marine
Etmopterus princeps,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,deep-water,bathydemersal,2213,75,bc79,Finfish,"Greater lantern shark, wild, dorsal muscle, raw",muscle,NA,NA,NA,NA,NA,19.7,0.8,fi11,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",Etmopterus princeps,Etmopterus princeps,Etmopterus princeps,Etmopterus princeps,Greater lantern shark,"Unknown, Hatton Bank, North Atlantic",NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,0900079,0,0,0,0,0,1,1,2,marine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc256,Finfish,"Little tuna, wild, red muscle flesh, raw",muscle,NA,NA,NA,0.52938516,3.38199564,NA,12.2,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",Oct 2004,FA converted using XFA,2008,0900256,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc257,Finfish,"Little tuna, wild, red muscle flesh, raw",muscle,NA,NA,NA,0.563116026,2.361909852,NA,6.46,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",Jan 2005,FA converted using XFA,2008,0900257,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc258,Finfish,"Little tuna, wild, red muscle flesh, raw",muscle,NA,NA,NA,0.184565708,1.975786273,NA,5.71,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",Apr 2005,FA converted using XFA,2008,0900258,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc259,Finfish,"Little tuna, wild, red muscle flesh, raw",muscle,NA,NA,NA,0.160107724,1.494996014,NA,4.38,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",July 2005,FA converted using XFA,2008,0900259,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc260,Finfish,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",muscle,NA,NA,NA,0.49736541,2.226654055,NA,8.95,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",Oct 2004,FA converted using XFA,2008,0900260,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc261,Finfish,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",muscle,NA,NA,NA,0.302160608,1.037595568,NA,3.72,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",Jan 2005,FA converted using XFA,2008,0900261,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc262,Finfish,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",muscle,NA,NA,NA,0.12614448,0.880646151,NA,2.97,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",Apr 2005,FA converted using XFA,2008,0900262,0,0,0,1,1,0,1,3,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,reef-associated,150,122,bc263,Finfish,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",muscle,NA,NA,NA,0.06724846,0.44635083,NA,1.7,fi54,"Selmi S., Sadok S. (2008). The influence of season on lipid content and fatty acids profile of Euthynnus alletteratus fillets and by-products. Journal of Muscle Foods 21: 365-378",Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Euthynnus alletteratus,Little tunny,"Tunisia, Northern Tunisian Sea",July 2005,FA converted using XFA,2008,0900263,0,0,0,1,1,0,1,3,brackmarine
Gasterochisma melampus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.35,subtropical,pelagic-oceanic,NA,164,bc686,Finfish,"Butterfly tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw",muscle,11,0.9,0.5,0.087873,0.32737,23.9,2,fi117,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",Gasterochisma melampus,Gasterochisma melampus,Gasterochisma melampus,Gasterochisma melampus,Butterfly kingfish,"New Zealand, Northeast of North Island",May-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900705,1,1,1,1,1,1,1,7,marine
Glossogobius giuris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,tropical,benthopelagic,5,50,af65,Finfish,"Goby, wild, boneless flesh, raw",muscle,NA,NA,NA,NA,NA,12.9,0.1,fi24,"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",Glossogobius giurias,Glossogobius giurias,Glossogobius giurias,Glossogobius giurias,Tank goby,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,NA,1996,0901369,0,0,0,0,0,1,1,2,freshbrackmarine
Glossogobius giuris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,tropical,benthopelagic,5,50,bc1368,Finfish,"Tank goby, wild, raw",muscle_organs,790,2.3,2.1,NA,NA,16.6,0.4,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,Glossogobius giuris,Tank goby,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902285,1,1,1,0,0,1,1,5,freshbrackmarine
Gudusia chapra,NA,NA,NA,NA,subtropical,pelagic,NA,20,bc1371,Finfish,"Indian river shad, wild, raw",muscle_organs,1063,7.6,2.1,NA,NA,15.5,3.8,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",Gudusia chapra,Gudusia chapra,Gudusia chapra,Gudusia chapra,Indian river shad,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902288,1,1,1,0,0,1,1,5,freshbrack
Harpadon nehereus,NA,mainly animals (troph. 2.8 and up),NA,4.2,tropical,benthopelagic,NA,40,af237,Finfish,"Bombay duck, wild, skinless, muscle flesh, raw",muscle_skinless,19.8,0.7,2.7,NA,NA,8,0.8,fi98,"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",Harpodon nehereus,Harpadon nehereus,Harpadon nehereus,Harpadon nehereus,Bombay-duck,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 2002,NA,1993,0901541,1,1,1,0,0,1,1,5,brackmarine
Helostoma temminckii,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.8199999332427974,tropical,benthopelagic,NA,30,bc1067,Finfish,"Kissing gourami, cleaned fish, raw",muscle_organs,1225.152,1.500244,1.82922,NA,NA,NA,NA,fi184,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",Helostoma temmincki,Helostoma temminckii,Helostoma temminckii,Helostoma temminckii,Kissing gourami,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901086,1,1,1,0,0,0,0,3,fresh
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,demersal,NA,NA,af42,Finfish,"wild, skinless, boneless fillets, raw",muscle_skinless,NA,NA,NA,NA,0.39799040890186,NA,2.98,fi17,"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",Hemisorubim plathyrhinchos,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,NA,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901346,0,0,0,0,1,0,1,2,fresh
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,demersal,NA,NA,bc70,Finfish,"Jurupoca, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.01850096,0.04047085,18.1,6.35,fi8,"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467",Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,Hemisorubim platyrhynchos,NA,"Brazil, Miranda River",NA,FA converted using XFA,2008,0900070,0,0,0,1,1,1,1,4,fresh
Hoplias malabaricus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,tropical,benthopelagic,NA,65,af50,Finfish,"wild, skinless, boneless fillets, raw",muscle_skinless,NA,NA,NA,0.00661606034061455,0.00710030250969282,NA,0.27,fi17,"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",Hoplias malabaricus,Erythrinidae,Erythrinidae,Erythrinidae,NA,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901354,0,0,0,1,1,0,1,3,fresh
Hydrolagus affinis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,deep-water,bathydemersal,3000,130,bc80,Finfish,"Smalleyed rabbitfish/ghostshark, wild, dorsal muscle, raw",muscle,NA,NA,NA,NA,NA,18.3,0.95,fi11,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",Hydrolagus affinis,Hydrolagus affinis,Hydrolagus affinis,Hydrolagus affinis,Smalleyed rabbitfish,"Unknown, Hatton Bank, North Atlantic",NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,0900080,0,0,0,0,0,1,1,2,marine
Hydrolagus colliei,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.68,temperate,demersal,913,100,af572,Finfish,"Ratfish, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,15.1,10.7,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,Hydrolagus colliei,Spotted ratfish,"USA, SE Alaska",NA,NA,1976,0901876,0,0,0,0,0,1,1,2,marine
Hyporhamphus ihi,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.22,temperate,pelagic-neritic,NA,26,bc202,Finfish,"Garfish, wild, skinless fillet, frozen",muscle_skinless,NA,NA,NA,NA,NA,20.6,1.2,fi42,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,Hyporhamphus ihi,Hyporhamphus ihi,Hyporhamphus ihi,Hyporhamphus ihi,NA,New Zealand,May 1985,NA,1985,0900202,0,0,0,0,0,1,1,2,marine
Hyporhamphus limbatus,NA,mainly animals (troph. 2.8 and up),NA,3.2,tropical,pelagic-neritic,NA,35,bc1375,Finfish,"Ekthute, wild, raw",muscle_organs,1300,1.5,3.6,NA,NA,17.9,1.7,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",Hyporhamphus limbatus,NA,Hyporhamphus limbatus,Hyporhamphus limbatus,NA,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902292,1,1,1,0,0,1,1,5,freshbrackmarine
Isopsetta isolepis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.59,temperate,demersal,425,55,bc964,Finfish,"Butter sole, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,19.4,NA,fi156,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",Isopsetta isolepis,Isopsetta isolepis,Isopsetta isolepis,Isopsetta isolepis,Butter sole,"USA, north of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900983,0,0,0,0,0,1,0,1,marine
Lagocephalus lagocephalus,NA,mainly animals (troph. 2.8 and up),variable,3.73,subtropical,benthopelagic,476,61,bc322,Finfish,"Oceanic puffer, wild, fillet, raw",muscle,NA,NA,NA,0.020875218,0.141916398,NA,0.78,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Lagocepahlus lagocephalus,Lagocepahlus lagocephalus,Lagocepahlus lagocephalus,Lagocepahlus lagocephalus,Oceanic puffer,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900341,0,0,0,1,1,0,1,3,marine
Lampris guttatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,deep-water,bathypelagic,500,200,bc688,Finfish,"Moonfish, wild, white muscle flesh (caudal end), skinless, boneless, raw",muscle,6,1,0.3,0.03002,0.1659,23.4,1,fi117,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",Lampris guttatus,Lampris guttatus,Lampris guttatus,Lampris guttatus,Opah,"New Zealand, Northeast of North Island",Jun-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900707,1,1,1,1,1,1,1,7,marine
Lepidocephalichthys guntea,NA,NA,NA,NA,tropical,demersal,NA,15,bc1380,Finfish,"Gutum, wild, raw",muscle_organs,950,3.3,2.5,NA,NA,17.2,3.9,fi367,"J.R. Bogard, S.H. Thilsted, G.C. Marks, M.A. Wahab, M.A.R. Hossain, J. Jakobsen, J. Stangoulis. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis 42 (2015) 120–133",Lepidocephalichthys guntea,NA,Lepidocephalichthys guntea,Lepidocephalichthys guntea,NA,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902297,1,1,1,0,0,1,1,5,freshbrack
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,demersal,575,58,af601,Finfish,"Rock sole, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,19.2,0.77,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Rock sole,"USA, Bering Sea/Puget Sound",NA,NA,1976,0901905,0,0,0,0,0,1,1,2,marine
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,demersal,575,58,bc924,Finfish,"Rock sole, wild, skinless dorsal fillet, frozen",muscle_skinless,NA,NA,NA,0.174717,0.111537,NA,NA,fi146,"Gladyshev M.I., Sushchik N.N., Gubanenko G.A., Demirchieva S.M., Kalachova G.S. (2007). Effect of boiling and frying on the content of essential polyunsaturated fatty acids in muscle tissue of four fish species. Food Chemistry 101:1694-1700",Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Lepidopsetta bilineata,Rock sole,Russia (East),NA,FA expressed per DM - conversion to FW,2007,0900943,0,0,0,1,1,0,0,2,marine
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,demersal,575,58,c362,Finfish,"Rock Sole, muscle",muscle,NA,NA,NA,NA,NA,18.6,1.2,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Lepidopsetta bilineata,Lepidopsetta bilineata,Rock Sole,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,marine
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,demersal,100,142,af236,Finfish,"Thread fins, wild, skinless, muscle flesh, raw",muscle_skinless,4.7,0.8,1.5,NA,NA,18.1,1.2,fi98,"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",Polynemus indicus,Leptomelanosoma indicum,Leptomelanosoma indicum,Leptomelanosoma indicum,Indian threadfin,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 2001,NA,1993,0901540,1,1,1,0,0,1,1,5,brackmarine
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,demersal,100,142,bc524,Finfish,"Indian threadfin, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,19.59,0.85,fi88,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",Polynemus indicus,Leptomelanosoma indicum,Leptomelanosoma indicum,Leptomelanosoma indicum,Indian threadfin,"Malaysia, West coast of Peninsular",NA,NA,2011,0900543,0,0,0,0,0,1,1,2,brackmarine
Liza carinata,NA,NA,NA,NA,tropical,pelagic-neritic,NA,18,bc325,Finfish,"Keeled mullet, wild, fillet, raw",muscle,NA,NA,NA,0.926263184,0.426826785,NA,10.67,fi67,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",Liza carinata,Liza spp,Liza spp,Liza spp,NA,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900344,0,0,0,1,1,0,1,3,brackmarine
