species_name,reference,seanuts_id2
Thymallus arcticus,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1843
Tilapia rendalli,"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694",1205
Tilapia rendalli,"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694",1206
Tilapia rendalli,"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694",1207
Trichiurus lepturus,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1945
Cyprinus carpio,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1926
Esox lucius,"Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1790
Esox lucius,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1836
Lota lota,"Appavoo, D.M., Kubow, S. and Kuhnlein, H.V., 1991. Lipid composition of indigenous foods eaten by the Sahtu (Hareskin) Dene-Metis of the Northwest Territories. Journal of Food Composition and Analysis, 4(2), pp.107-119.",1791
Abramis brama,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",193
Abramis brama,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",231
Abramis brama,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",237
Abramis brama,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",240
Alosa sapidissima,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",214
Barbonymus altus,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",16
Brama japonica,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",260
Channa marulius,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",3
Channa micropeltes,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",10
Channa punctata,"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",43
Coregonus albula,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",219
Coregonus albula,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",229
Coregonus clupeaformis,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1796
Coregonus clupeaformis,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1797
Coregonus clupeaformis,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1799
Coregonus clupeaformis,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1801
Coregonus clupeaformis,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.",1820
Coregonus clupeaformis,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1830
Coregonus clupeaformis,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1832
Dermogenys pusilla,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",12
Esomus longimanus,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",25
Esox lucius,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",236
Esox lucius,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",248
Esox lucius,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",249
Esox lucius,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1800
Esox lucius,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1802
Esox lucius,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.",1822
Esox lucius,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1829
Gadus macrocephalus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",221
Gadus macrocephalus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",241
Gadus macrocephalus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",246
Lota lota,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",238
Lota lota,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.",1821
Lota lota,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1827
Merluccius productus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",250
Merluccius productus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",258
Microstomus pacificus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",196
Microstomus pacificus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",235
Microstomus pacificus,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",239
Oncorhynchus gorbuscha,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,173
Oncorhynchus keta,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,152
Oncorhynchus kisutch,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,91
Oncorhynchus kisutch,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,266
Oncorhynchus mykiss,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,153
Oncorhynchus nerka,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,136
Oncorhynchus tshawytscha,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,178
Parambassis wolffii,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",4
Perca fluviatilis,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",203
Perca fluviatilis,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",209
Perca fluviatilis,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",243
Perca fluviatilis,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",251
Perca fluviatilis,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",261
Platichthys stellatus,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,204
Pleurogrammus monopterygius,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",217
Puntioplites proctozystron,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",17
Rutilus rutilus,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",186
Rutilus rutilus,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",199
Rutilus rutilus,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",201
Rutilus rutilus,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",223
Rutilus rutilus,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",227
Salvelinus namaycush,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1794
Salvelinus namaycush,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1795
Salvelinus namaycush,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1798
Salvelinus namaycush,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.",1804
Salvelinus namaycush,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.",1816
Salvelinus namaycush,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1833
Salvelinus naresi,"Kuhnleini, H.V. and Soueida, R., 1992. Use and nutrient composition of traditional Baffin Inuit foods. Journal of Food Composition and Analysis, 5(2), pp.112-126.",1809
Salvelinus naresi,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1828
Sebastes ruberrimus,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,167
Theragra chalcogramma,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",215
Theragra chalcogramma,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",225
Theragra chalcogramma,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",256
Thymallus arcticus,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1831
Abramis brama,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",287
Abramis brama,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",287
Abramis sp.,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",289
Abramis sp.,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",289
Brosme brosme,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",381
Brosme brosme,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",381
Brosme brosme,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",382
Brosme brosme,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",382
Chirocentrus dorab,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1406
Clupea harengus,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",450
Clupea harengus,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",450
Clupea harengus,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",451
Clupea harengus,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",451
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",462
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",462
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",463
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",463
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",464
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",464
Coregonus albula,"Mattila P., Ronkainen R., Lehikoinen K., Piironen V. (1999). Effect of household cooking on the Vitamin D content in fish, eggs, and wild mushrooms. Journal of Food Composition and Analysis 12: 153-160",465
Coregonus albula,"Mattila P., Ronkainen R., Lehikoinen K., Piironen V. (1999). Effect of household cooking on the vitamin D content in fish, eggs, and wild mushrooms. Journal of Food Composition and Analysis 12: 153-160",465
Coregonus albula,"Mattila P., Ronkainen R., Lehikoinen K., Piironen V. (1999). Effect of household cooking on the Vitamin D content in fish, eggs, and wild mushrooms. Journal of Food Composition and Analysis 12: 153-160",466
Coregonus albula,"Mattila P., Ronkainen R., Lehikoinen K., Piironen V. (1999). Effect of household cooking on the vitamin D content in fish, eggs, and wild mushrooms. Journal of Food Composition and Analysis 12: 153-160",466
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",467
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",467
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",468
Coregonus albula,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",468
Coregonus clupeaformis,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.",1823
Eleutheronema tetradactylum,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1445
Epinephelus coioides,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",559
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",568
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",568
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",570
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",570
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",571
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",571
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",572
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",572
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",573
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",573
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",574
Esox lucius,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",574
Esox lucius,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.",1824
Esox lucius,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.",1837
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",592
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",592
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",593
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",593
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",594
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",594
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",595
Eutrigla gurnardus,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",595
Gadus morhua,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). Cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",610
Gadus morhua,"Mattila P., Piironen V. Uusi-Rauva E., Koivistoinen P. (1995). cholecalciferol and 25-hydroxycholecalciferol contents in fish and fish products. Journal of Food Composition and Analysis 8: 232-243",610
Gadus morhua,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",611
Gadus morhua,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",611
Gadus morhua,"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",612
Gadus morhua,"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",612
