species1,latin_name,pageid,level_1,level_2,common_name,latin_name1,part,preparation,reference,nutrient,concentration,AgeMatMin,feeding_level,feeding_mode,bulk_trophic_level,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,log_concentration,log_length,seanuts_id2,species_name,subgroup,abs_lat
Monopterus albus,NA,NA,NA,NA,NA,NA,NA,NA,"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fat_g,0.8,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),2.880000114,NA,NA,NA,NA,100.00000000000004,-0.2231435513142097,4.605170185988092,30,Monopterus albus,finfish,14.903036
Mora moro,NA,NA,NA,NA,NA,NA,NA,NA,"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",fat_g,0.41,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.75,NA,NA,NA,NA,79.99999999999997,-0.8915981192837836,4.382026634673881,759,Mora moro,finfish,57.596278
Mormyrus rume,NA,NA,NA,NA,NA,NA,NA,NA,"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",fat_g,1.46,NA,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,2.48,NA,NA,NA,NA,100.00000000000004,0.37843643572024505,4.605170185988092,38,Mormyrus rume,finfish,11.066667
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,3.25,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,1.1786549963416462,5.099866427824199,760,Morone saxatilis,finfish,38.348222
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,1.82,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,0.598836501088704,5.099866427824199,761,Morone saxatilis,finfish,39.035249
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,2.55,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,0.9360933591703348,5.099866427824199,762,Morone saxatilis,finfish,38.348222
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,1.01,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,0.009950330853168092,5.099866427824199,763,Morone saxatilis,finfish,39.417895
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,2.63,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,0.9669838461896731,5.099866427824199,764,Morone saxatilis,finfish,38.174196
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,3.5099999999999993,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,1.2556160374777743,5.099866427824199,765,Morone saxatilis,finfish,38.348222
Morone saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,"Karahadian C., Fowler K.P., Dyveke H.C. (1995). Comparison of chemical composition of striped bass (Morone saxatilis) from three Chesapeake Bay tributaries with those of two aquaculture hybrid striped bass types. Food Chemistry 54(4): 409-418",fat_g,2.65,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,NA,NA,NA,NA,164.00000000000006,0.9745596399981308,5.099866427824199,766,Morone saxatilis,finfish,39.035249
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fat_g,1,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,0,4.787491742782046,769,Mugil cephalus,finfish,39.019184
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fat_g,1,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,0,4.787491742782046,770,Mugil cephalus,finfish,39.019184
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fat_g,2,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,0.6931471805599453,4.787491742782046,771,Mugil cephalus,finfish,39.019184
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",fat_g,2.13,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,0.7561219797213337,4.787491742782046,772,Mugil cephalus,finfish,37.370157
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",fat_g,2.09,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,0.7371640659767196,4.787491742782046,773,Mugil cephalus,finfish,38.963745
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fat_g,1.33,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,0.28517894223366247,4.787491742782046,774,Mugil cephalus,finfish,39.019184
Mugil cephalus,NA,NA,NA,NA,NA,NA,NA,NA,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",fat_g,3.3,7,mainly plants/detritus (troph. 2-2.19),variable,2.48,subtropical,fusiform / normal,benthopelagic,120,119.99999999999997,1.1939224684724346,4.787491742782046,1905,Mugil cephalus,finfish,22.57
Mugil liza,NA,NA,NA,NA,NA,NA,NA,NA,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",fat_g,2.58,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,NA,NA,NA,NA,62.99999999999999,0.9477893989335261,4.143134726391533,775,Mugil liza,finfish,23.372169
Mullus barbatus,NA,NA,NA,NA,NA,NA,NA,NA,"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",fat_g,0.96,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.14,NA,NA,NA,NA,33.20000000000001,-0.040821994520255166,3.502549875922443,2002,Mullus barbatus,finfish,41.773541
Mullus barbatus,NA,NA,NA,NA,NA,NA,NA,NA,"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",fat_g,7.28,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.14,NA,NA,NA,NA,33.20000000000001,1.9851308622085946,3.502549875922443,2003,Mullus barbatus,finfish,41.773541
Mullus barbatus,NA,NA,NA,NA,NA,NA,NA,NA,"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",fat_g,1.48,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.14,NA,NA,NA,NA,33.20000000000001,0.3920420877760237,3.502549875922443,2004,Mullus barbatus,finfish,43.963318
Mullus barbatus,NA,NA,NA,NA,NA,NA,NA,NA,"Di Lena, G., Nevigato, T., Rampacci, M., Casini, I., Caproni, R. and Orban, E., 2016. Proximate composition and lipid profile of red mullet (Mullus barbatus) from two sites of the Tyrrhenian and Adriatic seas (Italy): a seasonal differentiation. Journal of Food Composition and Analysis, 45, pp.121-129.",fat_g,8.72,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.14,NA,NA,NA,NA,33.20000000000001,2.1656192379208883,3.502549875922443,2005,Mullus barbatus,finfish,43.963318
Mullus surmuletus,NA,NA,NA,NA,NA,NA,NA,NA,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",fat_g,9.709999999999999,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,2.2731562823032334,3.6888794541139363,100,Mullus surmuletus,finfish,41.008238
Mullus surmuletus,NA,NA,NA,NA,NA,NA,NA,NA,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",fat_g,12.279999999999998,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,2.5079719227189963,3.6888794541139363,107,Mullus surmuletus,finfish,41.008238
Mullus surmuletus,NA,NA,NA,NA,NA,NA,NA,NA,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",fat_g,2.06,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,0.7227059828014898,3.6888794541139363,133,Mullus surmuletus,finfish,41.008238
Mullus surmuletus,NA,NA,NA,NA,NA,NA,NA,NA,"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",fat_g,17.370000000000005,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,2.854744580253014,3.6888794541139363,137,Mullus surmuletus,finfish,41.008238
Mullus surmuletus,NA,NA,NA,NA,NA,NA,NA,NA,"Koubaa A., Abdelmouleh A., Bouain A., Mihoubi N.B. (2010). Experimental and statistical investigations of the global chemical composition of six trawling fish of the Gulf of Gabés (Mediterranean Sea). Journal of the Marine Biological Association of the United Kingdom. 1-7 (article in press).",fat_g,4.65,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,subtropical,fusiform / normal,demersal,409,40,1.536867219599265,3.6888794541139363,785,Mullus surmuletus,finfish,34.208024
Mustelus lenticulatus,NA,NA,NA,NA,NA,NA,NA,NA,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,fat_g,0.9,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,subtropical,elongated,demersal,860,125.00000000000004,-0.10536051565782628,4.8283137373023015,786,Mustelus lenticulatus,finfish,40.900557
Mycteroperca rubra,NA,NA,NA,NA,NA,NA,NA,NA,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",fat_g,0.72,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,NA,NA,NA,NA,144,-0.3285040669720361,4.969813299576001,788,Mycteroperca rubra,finfish,37.370157
Mystus vittatus,NA,NA,NA,NA,NA,NA,NA,NA,"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561",fat_g,7.529999999999999,NA,mainly animals (troph. 2.8 and up),variable,3.97,NA,NA,NA,NA,21,2.018895041811802,3.044522437723423,790,Mystus vittatus,finfish,22.816667
Mystus vittatus,NA,NA,NA,NA,NA,NA,NA,NA,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",fat_g,4.6,NA,mainly animals (troph. 2.8 and up),variable,3.97,NA,NA,NA,NA,21,1.5260563034950492,3.044522437723423,1975,Mystus vittatus,finfish,23.81
Nandus nandus,NA,NA,NA,NA,NA,NA,NA,NA,"Kamal D., Khan A.N., Rahman M.A., Ahamed F. Biochemical composition of some small indigenous fresh water fishes from the River Mouri, Khulna, Bangladesh (2007) Pakistan Journal of Biological Sciences, 10(9), 1559-1561",fat_g,7.34,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,NA,NA,NA,NA,19.999999999999996,1.9933388426264242,2.995732273553991,796,Nandus nandus,finfish,22.816667
Nandus nandus,NA,NA,NA,NA,NA,NA,NA,NA,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",fat_g,1.7,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,NA,NA,NA,NA,19.999999999999996,0.5306282510621704,2.995732273553991,1967,Nandus nandus,finfish,23.81
Nemipterus japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",fat_g,2.7,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.7699999809999998,tropical,fusiform / normal,demersal,80,32,0.9932517730102834,3.4657359027997265,797,Nemipterus japonicus,finfish,3.144341
Nemipterus japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",fat_g,0.83,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.7699999809999998,tropical,fusiform / normal,demersal,80,32,-0.18632957819149348,3.4657359027997265,1443,Nemipterus japonicus,finfish,20.593684
Nemipterus japonicus,NA,NA,NA,NA,NA,NA,NA,NA,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",fat_g,5.1,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.7699999809999998,tropical,fusiform / normal,demersal,80,32,1.62924053973028,3.4657359027997265,1906,Nemipterus japonicus,finfish,22.57
Notopterus notopterus,NA,NA,NA,NA,NA,NA,NA,NA,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",fat_g,0.6,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4,NA,NA,NA,NA,59.999999999999986,-0.5108256237659907,4.0943445622221,1956,Notopterus notopterus,finfish,23.81
Notothenia neglecta,NA,NA,NA,NA,NA,NA,NA,NA,Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,fat_g,1.9,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,fusiform / normal,benthopelagic,95,44.99999999999999,0.6418538861723947,3.8066624897703196,811,Notothenia neglecta,finfish,82.862752
Notothenia neglecta,NA,NA,NA,NA,NA,NA,NA,NA,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",fat_g,3.19,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,fusiform / normal,benthopelagic,95,44.99999999999999,1.1600209167967532,3.8066624897703196,812,Notothenia neglecta,finfish,62
Oblada melanura,NA,NA,NA,NA,NA,NA,NA,NA,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",fat_g,1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.38,subtropical,fusiform / normal,benthopelagic,30,34.00000000000001,0,3.5263605246161616,813,Oblada melanura,finfish,39.019184
Odax pullus,NA,NA,NA,NA,NA,NA,NA,NA,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,fat_g,0.9,1.1,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2.73,subtropical,NA,NA,NA,40,-0.10536051565782628,3.6888794541139363,821,Odax pullus,finfish,40.900557
Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,6.700000000000001,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,71.33333333000003,1.9021075263969205,4.267363726307013,173,Oncorhynchus gorbuscha,finfish,52.372895
Oncorhynchus gorbuscha,NA,NA,NA,NA,NA,NA,NA,NA,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",fat_g,3.9500000000000006,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,fusiform / normal,demersal,250,71.33333333000003,1.3737155789130306,4.267363726307013,823,Oncorhynchus gorbuscha,finfish,53.726668
Oncorhynchus keta,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,3.7000000000000006,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.42,temperate,fusiform / normal,benthopelagic,250,100.00000000000004,1.308332819650179,4.605170185988092,152,Oncorhynchus keta,finfish,52.372895
Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,7.999999999999998,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,98.00000000000004,2.0794415416798357,4.584967478670572,91,Oncorhynchus kisutch,finfish,52.372895
Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,1,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,98.00000000000004,0,4.584967478670572,266,Oncorhynchus kisutch,finfish,52.372895
Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,NA,NA,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",fat_g,3.2,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,98.00000000000004,1.1631508098056809,4.584967478670572,824,Oncorhynchus kisutch,finfish,48.368122
Oncorhynchus kisutch,NA,NA,NA,NA,NA,NA,NA,NA,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",fat_g,3.4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,fusiform / normal,demersal,250,98.00000000000004,1.2237754316221157,4.584967478670572,825,Oncorhynchus kisutch,finfish,48.368122
Oncorhynchus mykiss,NA,NA,NA,NA,NA,NA,NA,NA,"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",fat_g,1.5,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,fusiform / normal,benthopelagic,200,119.99999999999997,0.4054651081081644,4.787491742782046,78,Oncorhynchus mykiss,finfish,10.654451
Oncorhynchus mykiss,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,6.599999999999999,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,fusiform / normal,benthopelagic,200,119.99999999999997,1.8870696490323797,4.787491742782046,153,Oncorhynchus mykiss,finfish,52.372895
Oncorhynchus mykiss,NA,NA,NA,NA,NA,NA,NA,NA,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",fat_g,3.7999999999999994,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,fusiform / normal,benthopelagic,200,119.99999999999997,1.33500106673234,4.787491742782046,1908,Oncorhynchus mykiss,finfish,22.57
Oncorhynchus nerka,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,4.999999999999999,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,NA,NA,NA,NA,83.99999999999999,1.6094379124341003,4.430816798843313,136,Oncorhynchus nerka,finfish,52.372895
Oncorhynchus nerka,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",fat_g,10.000000000000002,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,NA,NA,NA,NA,83.99999999999999,2.302585092994046,4.430816798843313,157,Oncorhynchus nerka,finfish,67.524849
Oncorhynchus nerka,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",fat_g,3.0000000000000004,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,NA,NA,NA,NA,83.99999999999999,1.0986122886681098,4.430816798843313,160,Oncorhynchus nerka,finfish,67.524849
Oncorhynchus nerka,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",fat_g,3.8999999999999995,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,NA,NA,NA,NA,83.99999999999999,1.3609765531356006,4.430816798843313,273,Oncorhynchus nerka,finfish,67.524849
Oncorhynchus nerka,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",fat_g,4.999999999999999,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,NA,NA,NA,NA,83.99999999999999,1.6094379124341003,4.430816798843313,278,Oncorhynchus nerka,finfish,67.524849
Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,NA,NA,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,fat_g,10.4,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.83,temperate,fusiform / normal,benthopelagic,375,140.3333333,2.341805806147327,4.944020544776742,178,Oncorhynchus tshawytscha,finfish,52.372895
Oncorhynchus tshawytscha,NA,NA,NA,NA,NA,NA,NA,NA,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",fat_g,9.42,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.83,temperate,fusiform / normal,benthopelagic,375,140.3333333,2.2428350885882717,4.944020544776742,829,Oncorhynchus tshawytscha,finfish,45.867615
