Food Item ID,Database,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS_Sci_name,Season,Other,Sample source,Portion of fish sampled,Life stage,Size of sampled fish,Length,Length_type,Length_source,TL,TL_se,n,n_type,Comments on data processing/methods,Nutrient_ref,BiblioID,EDIBLE,PROTCNT(g),PROTCNP(g),PROT-(g),PROT_g_sd,FAT(g),FAT_sd,FATCE(g),FAT-(g),CHOAVLDF(g),CHOCDF(g),CHO-(g),CA(mg),CA_sd,CA_units,CU(mg),CU_sd,CU_units,FE(mg),FE_sd,FE_units,ID(mcg),K(mg),K_sd,K_units,MN(mg),MN_sd,MN_units,SE(mcg),SE_sd,SE_units,ZN(mg),ZN_sd,ZN_units,VitA_RAE,VitA_RAE_sd,VitA_RAE_units,VIT_E ,VIT_E_sd,VIT_E_units,VITK,VITK_sd,VITK_units,RETOL(mcg),RETOLSUM(mcg),CHOCAL(mcg),VIT_D,VIT_D_sd,VIT_D_units,TOCPHA(mg),THIA(mg),THIA-(mg),RIBF(mg),NIA(mg),NIA-(mg),VITB6A(mg),VITB6_sd,VITB6_units,FOL(mcg),FOL_units,FOL-(mcg),VITB12(mcg),VITC(mg),VITC_sd,VITC_units,Saturated Fatty Acids (total),SAFA_units,22:6 n-3 DHA (g),DHA units,22:6 n-3_sd,Total n-6,n-6 units,Total n-6_sd,20:5 n-3 (EPA),EPA units,20:5 n-3_sd,Total PUFA,Total PUFA units,PUFA_sd,Total n-3 ,Total n-3 units,Total n-3_sd
NA,NA,NA,come back,come back,NA,NA,Changwe mool,NA,r,Rasbora tornieri,NA,Rasbora tawarensis,come back,NA,come back ,come back,NA,NA,,,,,,come back,come back,,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.00,NA,NA,NA,NA,come back,2.70,NA,come back,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,11.40,NA,come back ,100-500,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,,NA,r,Anguila bicolour,NA,Anguilla bicolor,October and November 2001,NA,come back ,"raw, edible parts head excluded",NA,53.2,,,,,,2,"number of samples. Each sample contained variable numbers of fish of uniform size. Collected at local markets or landing sites in Kampong Chhnang, Kandal and Phnom Penh",,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,21.00,NA,total vitamin A RAE/100g,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,Bawndol ampeou,NA,r,Clupeoides borneensis,NA,Clupeoides borneensis,come back,NA,come back ,come back,NA,NA,8.0,,,3.10,0.30,come back,come back,,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,100-500,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,,NA,r,Dermogenys pusilla ,NA,Hemiramphus spp,October and November 2001,NA,come back ,"raw, edible parts head excluded",NA,17.0,,,,,,3,"number of samples. Each sample contained variable numbers of fish of uniform size. Collected at local markets or landing sites in Kampong Chhnang, Kandal and Phnom Penh",,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,23.00,NA,total vitamin A RAE/100g,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,Kantrawb,NA,r,Henicorhynchus siamensis,NA,Henicorhynchus siamensis,come back,NA,come back ,come back,NA,NA,20.0,,,2.00,0.00,come back,come back,,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,100-500,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,,NA,r,Parachela siamensis,NA,Cyprinidae,October and November 2001,NA,come back ,"raw, whole fish",juvenile,3,,,,,,1,"number of samples. Each sample contained variable numbers of fish of uniform size. Collected at local markets or landing sites in Kampong Chhnang, Kandal and Phnom Penh",,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,920.00,NA,total vitamin A RAE/100g,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Cambodia,come back,NA,NA,Chunteas phluk,NA,r,Parachela siamensis,NA,Cyprinidae,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,,NA,r,Rasbora tornieri,NA,Rasbora tawarensis,October and November 2001,NA,come back ,"raw, edible parts, head included",NA,16.5,,,,,,3,"number of samples. Each sample contained variable numbers of fish of uniform size. Collected at local markets or landing sites in Kampong Chhnang, Kandal and Phnom Penh",,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,374.00,NA,total vitamin A RAE/100g,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,,NA,r,Thynnichthys thynnoides,NA,Thymallus arcticus,October and November 2001,NA,come back ,"raw, whole fish",juvenile,7.7,,,,,,1,"number of samples. Each sample contained variable numbers of fish of uniform size. Collected at local markets or landing sites in Kampong Chhnang, Kandal and Phnom Penh",,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,823.00,NA,total vitamin A RAE/100g,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,come back,come back,NA,NA,Linh,NA,r,Thynnichthys thynnoides,NA,Thymallus arcticus,come back,NA,come back ,come back,NA,NA,,,,,,come back,come back,,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,Roos et al. 2007. Freshwater fish as a dietary source of vitamin A in Cambodia. Food Chemistry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,500-1500,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Mrigal,NA,r,Cirrhinus cirrhosus,NA,Cirrhinus cirrhosus,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Silver carp,NA,r,Hypophthamichyths molitrix,NA,Hypophthalmichthys molitrix,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Baim/Chikra,NA,r,Macrognathus aculeatus,NA,Macrognathus aculeatus,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,5,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20,0.00,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Taki,NA,r,Channa punctatus,NA,Channa punctata,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30,0.10,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Kachki,NA,r,Corica soborna,NA,Corica soborna,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,2,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40,NA,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Baim/Chikra,NA,r,Macrognathus aculeatus,NA,Macrognathus aculeatus,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,5,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40,0.10,g/100g raw cleaned parts,NA,NA,come back,2.40,0.40,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,1.20,0.20,mg/100g raw cleaned parts,90.00,15.00,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Kachki,NA,r,Corica soborna,NA,Corica soborna,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,2,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50,0.00,g/100g raw cleaned parts,NA,NA,come back,2.80,1.20,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,3.10,0.50,mg/100g raw cleaned parts,90.00,20.00,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Cambodia,come back,NA,NA,Changwe mool,NA,r,Rasbora torniere,NA,Rasbora tawarensis,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70,0.00,g/100g raw cleaned parts,NA,NA,come back,0.70,0.10,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,2.70,0.20,mg/100g raw cleaned parts,374.00,111.00,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Mola,NA,r,Amblypharyngodon mola,NA,Amblypharyngodon mola,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,NA,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80,NA,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Taki,NA,r,Channa punctatus,NA,Channa punctata,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80,0.20,g/100g raw cleaned parts,NA,NA,come back,1.80,0.40,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,1.50,0.20,mg/100g raw cleaned parts,140.00,45.00,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Darkina,NA,r,Esomus danricus,NA,Esomus danricus,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80,0.30,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Puti,NA,r,Puntius sophore,NA,Puntius sophore,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,4,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80,0.10,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Silver carp,NA,r,Hypophthamichyths molitrix,NA,Hypophthalmichthys molitrix,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90,0.40,g/100g raw cleaned parts,NA,NA,come back,4.40,1.80,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,mg/100g raw cleaned parts,30.00,NA,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Chanda,NA,r,Parambassis ranga,NA,Ambassidae,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,5,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90,0.30,g/100g raw cleaned parts after correcting for calcium in plate waste (mainly bones),NA,NA,come back,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Mrigal,NA,r,Cirrhinus cirrhosus,NA,Cirrhinus cirrhosus,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,0.10,g/100g raw cleaned parts,NA,NA,come back,2.50,1.30,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,NA,NA,mg/100g raw cleaned parts,30.00,NA,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Bangladesh,come back,NA,NA,Chanda,NA,r,Parambassis ranga,NA,Ambassidae,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,5,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00,0.30,g/100g raw cleaned parts,NA,NA,come back,1.80,0.70,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,2.30,0.60,mg/100g raw cleaned parts,1679.00,1000.00,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,Cambodia,come back,NA,NA,Kangtrang preng,NA,r,Parambassis wolffi,NA,Ambassidae,NA,NA,come back ,raw cleaned parts,NA,NA,,,,,,3,come back,,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,Roos et al. 2007. The role of fish in food-based strategies to combat vitamin A and mineral deficiencies in developing countries. The Journal of Nutrition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10,0.10,g/100g raw cleaned parts,NA,NA,come back,1.40,0.50,mg/ raw cleaned parts,NA,NA,NA,come back,NA,NA,come back,NA,NA,come back,1.60,0.30,mg/100g raw cleaned parts,260.00,NA,contents per 100g raw cleaned parts,NA,NA,come back,NA,NA,come back,NA,NA,NA,NA,NA,come back,NA,NA,NA,NA,NA,NA,NA,come back,come back,NA,,NA,NA,NA,come back,come back,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
