"","species","CA_mg","ZN_mg","FE_mg","EPA_g","DHA_g","Length","max_length","Subgroup","Habitat","TL","FoodTroph","Herbivory2","Abs_lat","DemersPelag","taxon","max_size","Weight"
"768","Thunnus alalunga",NA,NA,NA,NA,NA,140,136,"Finfish","marine",4.31,4.13,"mainly animals (troph. 2.8 and up)",43,"pelagic-oceanic","Tunas, bonitos, billfishes",25.6140200451991,60320
"769","Thunnus orientalis",NA,NA,NA,0.118887,0.401459,300,300,"Finfish","marine",4.21,NA,"mainly animals (troph. 2.8 and up)",36.594682,"pelagic-oceanic","Tunas, bonitos, billfishes",NA,450000
"770","Thunnus thynnus",NA,NA,NA,0.22137,1.70973,458,376,"Finfish","marine",4.43,4.21,"mainly animals (troph. 2.8 and up)",23.372169,"pelagic-oceanic","Tunas, bonitos, billfishes",830.25816551271,684000
"771","Thymallus arcticus",NA,NA,NA,0.056,0.167,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"772","Thymallus arcticus",NA,NA,NA,0.062,0.186,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"773","Thymallus arcticus",NA,NA,NA,0.081,0.194,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"774","Thymallus arcticus",NA,NA,NA,0.06,0.138,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"775","Thymallus arcticus",NA,NA,NA,0.102,0.22,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"776","Thymallus arcticus",NA,NA,NA,0.078,0.237,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"777","Thymallus arcticus",NA,NA,NA,0.044,0.11,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"778","Thymallus arcticus",NA,NA,NA,0.092,0.157,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"779","Thymallus arcticus",NA,NA,NA,0.085,0.205,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"780","Thymallus arcticus",NA,NA,NA,0.046,0.139,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"781","Thymallus arcticus",NA,NA,NA,0.077,0.201,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"782","Thymallus arcticus",NA,NA,NA,0.078,0.18,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"783","Thymallus arcticus",NA,NA,NA,0.064,0.21,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"784","Thymallus arcticus",NA,NA,NA,0.041,0.121,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"785","Thymallus arcticus",NA,NA,NA,0.056,0.158,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"786","Thymallus arcticus",NA,NA,NA,0.072,0.192,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"787","Thymallus arcticus",NA,NA,NA,0.07,0.228,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"788","Thymallus arcticus",NA,NA,NA,0.092,0.235,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"789","Thymallus arcticus",NA,NA,NA,0.069,0.163,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"790","Thymallus arcticus",NA,NA,NA,0.079,0.176,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"791","Thymallus arcticus",NA,NA,NA,0.104,0.245,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"792","Thymallus arcticus",NA,NA,NA,0.072,0.173,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"793","Thymallus arcticus",NA,NA,NA,0.071,0.177,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"794","Thymallus arcticus",NA,NA,NA,0.064,0.292,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"795","Thymallus arcticus",NA,NA,NA,0.096,0.285,76,76,"Finfish","freshwater",3.3,3.32,"mainly animals (troph. 2.8 and up)",52.3333,"benthopelagic","Salmons, trouts, smelts",4.03924005554931,3830
"796","Thynnichthys thynnoides",NA,NA,NA,NA,NA,25,25,"Finfish","freshwater",2.3,2.31,"mainly plants/detritus (troph. 2-2.19)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.126479634552524,NA
"797","Thynnichthys thynnoides",NA,NA,NA,NA,NA,25,25,"Finfish","freshwater",2.3,2.31,"mainly plants/detritus (troph. 2-2.19)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.126479634552524,NA
"798","Thynnichthys thynnoides",NA,NA,NA,NA,NA,25,25,"Finfish","freshwater",2.3,2.31,"mainly plants/detritus (troph. 2-2.19)",12.265754,"benthopelagic","Carps, barbels and other cyprinids",0.126479634552524,NA
"799","Tilapia rendalli",NA,NA,NA,0.01549543,0.061190464,45,45,"Finfish","freshwater",2.2,2.13,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",1.52596176573,2500
"800","Tilapia rendalli",NA,NA,NA,0.030120188,0.10711757,45,45,"Finfish","freshwater",2.2,2.13,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",1.52596176573,2500
"801","Tilapia rendalli",NA,NA,NA,0.017102666,0.032370282,45,45,"Finfish","freshwater",2.2,2.13,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",1.52596176573,2500
"802","Tilapia zillii",NA,NA,NA,0.0114,0.07252,40,40,"Finfish","freshwater",2,2.52,"mainly plants/detritus (troph. 2-2.19)",0.755775,"benthopelagic","Tilapias and other cichlids",1.05194383886976,300
"803","Tilapia zillii",NA,NA,NA,0.01887,0.04401,40,40,"Finfish","freshwater",2,2.52,"mainly plants/detritus (troph. 2-2.19)",1.433393,"benthopelagic","Tilapias and other cichlids",1.05194383886976,300
"804","Tilapia zillii",NA,NA,NA,0.01242,NA,40,40,"Finfish","freshwater",2,2.52,"mainly plants/detritus (troph. 2-2.19)",1.504705,"benthopelagic","Tilapias and other cichlids",1.05194383886976,300
"805","Tilapia zillii",NA,NA,NA,NA,NA,40,40,"Finfish","freshwater",2,2.52,"mainly plants/detritus (troph. 2-2.19)",7.971943,"benthopelagic","Tilapias and other cichlids",1.05194383886976,300
"806","Tilapia zillii",NA,NA,NA,NA,NA,40,40,"Finfish","freshwater",2,2.52,"mainly plants/detritus (troph. 2-2.19)",7.971943,"benthopelagic","Tilapias and other cichlids",1.05194383886976,300
"807","Tilapia zillii",NA,NA,NA,NA,NA,40,40,"Finfish","freshwater",2,2.52,"mainly plants/detritus (troph. 2-2.19)",6.524379,"benthopelagic","Tilapias and other cichlids",1.05194383886976,300
"808","Tinca tinca",60,1.1,0.8,NA,NA,70,70,"Finfish","freshwater",3.5,3.27,"mainly animals (troph. 2.8 and up)",41.53,"demersal","Carps, barbels and other cyprinids",7.42625670578443,7500
"809","Tinca tinca",66,1.1,0.9,NA,NA,70,70,"Finfish","freshwater",3.5,3.27,"mainly animals (troph. 2.8 and up)",41.53,"demersal","Carps, barbels and other cyprinids",7.42625670578443,7500
"810","Tinca tinca",NA,NA,NA,0.037115923,0.07158984,70,70,"Finfish","freshwater",3.5,3.27,"mainly animals (troph. 2.8 and up)",37,"demersal","Carps, barbels and other cyprinids",7.42625670578443,7500
"811","Trachinotus blochii",NA,NA,NA,NA,NA,110,102,"Finfish","marine",3.74,3.74,"mainly animals (troph. 2.8 and up)",3.144341,"reef-associated","Miscellaneous pelagic fishes",12.9003759861407,3400
"812","Trachinotus ovatus",NA,NA,NA,0.02980616,0.28254396,70,70,"Finfish","marine",3.73,3.73,"mainly animals (troph. 2.8 and up)",37.370157,"pelagic-neritic","Miscellaneous pelagic fishes",2.39629546096595,2800
"813","Trachinus draco",NA,NA,NA,0.02865,0.15597,53,45,"Finfish","marine",3,4.18,"mainly animals (troph. 2.8 and up)",37.37083333,"demersal","Miscellaneous coastal fishes",1.14487118322013,1860
"814","Trachurus lathami",NA,NA,NA,0.05925,0.269311,40,33,"Finfish","marine",3.99,3.27,"mainly animals (troph. 2.8 and up)",25.304304,"reef-associated","Miscellaneous pelagic fishes",0.298531950410336,500
"815","Trachurus lathami",NA,NA,NA,NA,NA,40,33,"Finfish","marine",3.99,3.27,"mainly animals (troph. 2.8 and up)",19.173773,"reef-associated","Miscellaneous pelagic fishes",0.298531950410336,500
"816","Trachurus lathami",NA,NA,NA,0.09453862,0.5303386,40,33,"Finfish","marine",3.99,3.27,"mainly animals (troph. 2.8 and up)",25.304304,"reef-associated","Miscellaneous pelagic fishes",0.298531950410336,500
"817","Trachurus lathami",NA,NA,NA,0.03992516,0.3904186,40,33,"Finfish","marine",3.99,3.27,"mainly animals (troph. 2.8 and up)",25.304304,"reef-associated","Miscellaneous pelagic fishes",0.298531950410336,500
"818","Trachurus lathami",NA,NA,NA,0.0349307,0.4611355,40,33,"Finfish","marine",3.99,3.27,"mainly animals (troph. 2.8 and up)",25.304304,"reef-associated","Miscellaneous pelagic fishes",0.298531950410336,500
"819","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"820","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"821","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"822","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"823","Trachurus mediterraneus",NA,NA,NA,0.19850993,0.160861495,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",42.163403,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"824","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"825","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"826","Trachurus mediterraneus",NA,NA,NA,0.061187819,0.41094602,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",38.963745,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"827","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"828","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"829","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"830","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"831","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"832","Trachurus mediterraneus",NA,NA,NA,NA,NA,60,56,"Finfish","marine",3.47,3.36999988555908,"mainly animals (troph. 2.8 and up)",40.416667,"pelagic-oceanic","Miscellaneous pelagic fishes",1.47941698073691,NA
"833","Trachurus trachurus",297.8,1.9569,3.81,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"834","Trachurus trachurus",412.82,3.2392,11.98,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"835","Trachurus trachurus",243.81,2.924,2.58,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"836","Trachurus trachurus",156.5,1.5969,9.16,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"837","Trachurus trachurus",637.14,3.5827,8.77,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"838","Trachurus trachurus",NA,NA,NA,0.55188,1.84617,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",23.372169,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"839","Trachurus trachurus",302.67,2.9114,5.24,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"840","Trachurus trachurus",105.61,0.7914,2.9,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"841","Trachurus trachurus",NA,NA,NA,0.6385,1.0597,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"842","Trachurus trachurus",145.2,2.3044,12.43,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"843","Trachurus trachurus",NA,NA,NA,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",60.657778,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"844","Trachurus trachurus",198.83,1.3961,2.56,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"845","Trachurus trachurus",NA,NA,NA,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"846","Trachurus trachurus",NA,NA,NA,0.4919,0.6977,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"847","Trachurus trachurus",NA,NA,NA,0.604,1.004,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"848","Trachurus trachurus",NA,NA,NA,0.6163,0.8737,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"849","Trachurus trachurus",NA,NA,NA,0.6368,1.0742,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"850","Trachurus trachurus",127.23,1.6665,14.48,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"851","Trachurus trachurus",NA,NA,NA,0.1524,0.4445,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"852","Trachurus trachurus",NA,NA,NA,0.088074797,0.233056769,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",36.5817,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"853","Trachurus trachurus",400.87,3.345,11.58,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"854","Trachurus trachurus",NA,NA,NA,0.032952744,0.07526244,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",36.5817,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"855","Trachurus trachurus",NA,NA,NA,0.191306809,0.68122395,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.85509,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"856","Trachurus trachurus",NA,NA,NA,0.0831,0.2768,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"857","Trachurus trachurus",NA,NA,NA,0.2039,0.3872,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"858","Trachurus trachurus",NA,NA,NA,0.07539,0.20104,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"859","Trachurus trachurus",NA,NA,NA,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",60.657778,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"860","Trachurus trachurus",NA,NA,NA,0.162992817,0.327134954,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.85509,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"861","Trachurus trachurus",235.96,1.3222,2.1,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",41.00527,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"862","Trachurus trachurus",NA,NA,NA,0.01459064,0.04027232,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",36.5817,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"863","Trachurus trachurus",NA,NA,NA,0.1159,0.3246,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"864","Trachurus trachurus",NA,NA,NA,NA,NA,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"865","Trachurus trachurus",NA,NA,NA,0.2671,0.4584,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"866","Trachurus trachurus",NA,NA,NA,0.0806,0.2421,70,62,"Finfish","marine",3.64,3.84,"mainly animals (troph. 2.8 and up)",39.360329,"pelagic-neritic","Miscellaneous pelagic fishes",3.0267656,2000
"867","Trichiurus lepturus",NA,NA,NA,0.21175,0.57475,234,192,"Finfish","marine",4.45,4.2,"mainly animals (troph. 2.8 and up)",23.372169,"benthopelagic","Miscellaneous demersal fishes",7.02287125377043,5000
"868","Trichiurus lepturus",NA,NA,NA,NA,NA,234,192,"Finfish","marine",4.45,4.2,"mainly animals (troph. 2.8 and up)",19.173773,"benthopelagic","Miscellaneous demersal fishes",7.02287125377043,5000
"869","Trigla lyra",NA,NA,NA,0.03566,0.10252,60,60,"Finfish","marine",3.5,3.50999999046326,"mainly animals (troph. 2.8 and up)",37.37083333,"bathydemersal","Miscellaneous demersal fishes",1.58889161474835,NA
"870","Trisopterus minutus",NA,NA,NA,NA,NA,40,40,"Finfish","marine",3.8,3.67,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Cods, hakes, haddocks",0.708248846104702,NA
"871","Umbrina cirrosa",NA,NA,NA,0.046641472,0.121825808,73,57,"Finfish","marine",3.39,3.41,"mainly animals (troph. 2.8 and up)",37.370157,"demersal","Miscellaneous coastal fishes",2.07411685724628,3100
"872","Upeneus moluccensis",NA,NA,NA,0.08898318,0.359348236,22,22,"Finfish","marine",3.6,3.6,"mainly animals (troph. 2.8 and up)",37.370157,"reef-associated","Miscellaneous coastal fishes",0.129237341167023,NA
"873","Upeneus parvus",NA,NA,NA,NA,NA,30,30,"Finfish","marine",3.9,4.05,"mainly animals (troph. 2.8 and up)",19.173773,"demersal","Miscellaneous coastal fishes",0.369905083638659,NA
"874","Xenentodon cancila",NA,NA,NA,NA,NA,40,40,"Finfish","freshwater",3.9,3.86,"mainly animals (troph. 2.8 and up)",24.4333,"pelagic-neritic","Miscellaneous freshwater fishes",0.122168686429526,NA
"875","Xiphias gladius",39,1.3,1.2,0.243166,1.32636,455,449,"Finfish","marine",4.49,4.46,"mainly animals (troph. 2.8 and up)",36.102376,"pelagic-oceanic","Tunas, bonitos, billfishes",2532.63483851769,650000
"876","Zeus faber",NA,NA,NA,NA,NA,90,79,"Finfish","marine",4.5,4.23999977111816,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Miscellaneous demersal fishes",7.68635295811327,8000
"877","Zungaro zungaro",NA,NA,NA,0.044148592,0.075820408,140,140,"Finfish","freshwater",4.5,4.5,"mainly animals (troph. 2.8 and up)",19.427757,"demersal","Miscellaneous freshwater fishes",47.8753780589611,NA
"878","Arctica islandica",62.9,0.84,5.3,NA,NA,12.7,11,"Molluscs","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",63.968654,"benthic","Clams, cockles, arkshells",0.012671945,NA
"879","Aristaeomorpha foliacea",NA,NA,NA,0.030021745,0.057581619,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",33.886917,"benthopelagic","Shrimps, prawns",NA,NA
"880","Aristaeomorpha foliacea",NA,NA,NA,0.034584211,0.07125565,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",32.10119,"benthopelagic","Shrimps, prawns",NA,NA
"881","Aristaeomorpha foliacea",NA,NA,NA,0.023645371,0.043766961,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",33.886917,"benthopelagic","Shrimps, prawns",NA,NA
"882","Aristaeomorpha foliacea",NA,NA,NA,0.022001845,0.041721764,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",35.240117,"benthopelagic","Shrimps, prawns",NA,NA
"883","Aristaeomorpha foliacea",NA,NA,NA,0.037700714,0.070346104,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",36.5626,"benthopelagic","Shrimps, prawns",NA,NA
"884","Aristaeomorpha foliacea",NA,NA,NA,0.039948611,0.071709734,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",43.863529,"benthopelagic","Shrimps, prawns",NA,NA
"885","Aristaeomorpha foliacea",NA,NA,NA,0.033838013,0.065869534,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",35.240117,"benthopelagic","Shrimps, prawns",NA,NA
"886","Aristaeomorpha foliacea",NA,NA,NA,0.030119591,0.056198482,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",36.5626,"benthopelagic","Shrimps, prawns",NA,NA
"887","Aristaeomorpha foliacea",NA,NA,NA,0.037101517,0.064228696,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",43.863529,"benthopelagic","Shrimps, prawns",NA,NA
"888","Aristaeomorpha foliacea",NA,NA,NA,0.029671139,0.062500818,17,17.5,"Crustacean","marine",NA,4.72,"mainly animals (troph. 2.8 and up)",32.10119,"benthopelagic","Shrimps, prawns",NA,NA
"889","Aristeus antennatus",NA,NA,NA,NA,NA,22,6,"Crustacean","marine",3.29,3.3,"mainly animals (troph. 2.8 and up)",39.019184,"bathypelagic","Shrimps, prawns",5.9e-05,NA
"890","Aristeus antennatus",NA,NA,NA,NA,NA,22,6,"Crustacean","marine",3.29,3.3,"mainly animals (troph. 2.8 and up)",39.019184,"bathypelagic","Shrimps, prawns",5.9e-05,NA
"891","Aristeus antennatus",NA,NA,NA,NA,NA,22,6,"Crustacean","marine",3.29,3.3,"mainly animals (troph. 2.8 and up)",39.019184,"bathypelagic","Shrimps, prawns",5.9e-05,NA
"892","Aristeus antennatus",NA,NA,NA,0.006710598,0.007997562,22,6,"Crustacean","marine",3.29,3.3,"mainly animals (troph. 2.8 and up)",37.017954,"bathypelagic","Shrimps, prawns",5.9e-05,NA
"893","Aristeus antennatus",NA,NA,NA,0.020545461,0.032266026,22,6,"Crustacean","marine",3.29,3.3,"mainly animals (troph. 2.8 and up)",37.017954,"bathypelagic","Shrimps, prawns",5.9e-05,NA
