RefID,Type,Citation
P8,Reference datasets,"Institute of Nutrition, IN (1973). Nutritive values of some common food stuff. In: Reports of the Research activities of the Institute of Nutrition, University of Dacca, Institute of Nutrition (now INFS) DU, Dhaka."
R5,Reference datasets,"Islam, S.N, Khan Md. NI, Akhtaruzzaman M (2010). A food composition database for Bangladesh with special reference to selected ethnic foods. Final Report, NFPCSP, GoB."
SR27,Reference datasets,"U.S. Department of Agriculture, (2014). USDA National Nutrient Database for
Standard Reference, Release 27. U.S. Department for Agriculture, Agricultural Research Service, Nutrient Data Laboratory. Retrieved from <http://ndb.nal.usda.gov/>."
S1,Reference datasets,"Sidwell V. (1977). Composition of edible portion of raw (fresh and frozen) crustaceans, finfish and mollusks. I. Protein, fat, moisture, ash, carbohydrate, energy value, and cholesterol. MFR paper 1228. Marine Fisheries Review 39(1): 1-11"
S2,Reference datasets,"Sidwell V. (1977). Composition of edible portion of raw (fresh and frozen) crustaceans, finfish and mollusks. II. Macroelements: sodium, potassium, chlorine, calcium, phosporus, and magnesium. MFR paper 1228. Marine Fisheries Review 39(1): 1-11"
S3,Reference datasets,"Sidwell, V.D., Loomis, A.L., Loomis, K.J., Foncannon, P.R.,  Buzzell, D.H. (1978) Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Mollusks. III Microelements. Marine Fisheries Review: 1-20."
S4,Reference datasets,"Sidwell, V.D., Loomis, A.L., Foncannon, P.R., Buzzell, D. H. (1978) Composition of the Edible Portion of Raw (Fresh or Frozen) Crustaceans, Finfish and Molluks. IV. Vitamins. Marine Fisheries Review: 1-16."
S5,Reference datasets,"Sidwell V.D., Bonnet J.C., Zook E.G. (1973) Chemical and Nutritive Values of Several Fresh and Canned Finfish, Crustaceans, and Mollusks Part I: Proximate Composition, Calcium, and Phosphorus. MFR Paper 1022. Marine Fisheries Review. Vol. 35, No. 12, December 1973"
S6,Reference datasets,"Bonnet J.C., Sidwell V.D., Zook E.G. (1974) Chemical and Nutritive Values of Several Fresh and Canned Finfish, Crustaceans, and Mollusks. Part II. Fatty Acid Composition. MFR Paper 1033. Marine Fisheries Review, Vol . 36, No. 2, February 1974."
SFK6,Reference datasets,"Scherz, H., & Senser, F. (2006). Souci-Fachmann-Kraut. Food composition and nutrition tables. Sixth revised and completed edition. Stuttgart: Medpharm Scientific Publishers."
SR24,Reference datasets,"U.S. Department of Agriculture, (2011). USDA National Nutrient Database for
Standard Reference, Release 24. U.S. Department for Agriculture, Agricultural Research Service, Nutrient Data Laboratory. Retrieved from <http://ndb.nal.usda.gov/>."
SWE,Reference datasets,"The National Food Agency food database, version 2015-05-28. Livsmedelsverket. National Food Agency, Sweden. http://www7.slv.se/SokNaringsinnehall/Home/"
TRS46,Reference datasets,"Edwards E & Early JC (1988). Catching and Processing Scallops and Queens. Torry Advisory Note No. 46, Ministry of Agriculture, Fisheries and Food, Torry Research Station."
UK6,Reference datasets,Food Standards Agency (2002). McCance and Widdowson's The Composition of Foods integrated dataset (CoF IDS). http://tna.europarchive.org/20110116113217/http://www.food.gov.uk/science/dietarysurveys/dietsurveys/
UK7,Reference datasets,"Finglas P., Roe M., Pinchen H., Berry R., Church S., Dodhia S., Powell N., Farron-Wilson M., McCardle J., Swan G. (2015). McCance and Widdowson’s The Composition of Foods Integrated Dataset (CoFID) 2015. Public Health England, 2015."
USDAHB,Reference datasets,"Exler J.(1987) Composition of Foods: Finfish and Shellfish Products. Raw, processed, prepared. Agriculture Handbook Number 8-15. Nutrition Monitoring Division. U.S. Department of Agriculture, Human Nutrition Information Service."
USY,Reference datasets,"Matthews R.H., Garrison Y.J. (1975). Food yields summarized by different stages of preparation. Agriculture Handbook No. 102.US Department of Agriculture. Washington D.C. http://www.ars.usda.gov/SP2UserFiles/Place/80400525/Data/Classics/ah102.pdf"
WAT,Reference datasets,FAO (2012) West African Food Composition Table. Table de composition des aliments d'Afrique de l'Ouest. http://www.fao.org/infoods/infoods/tables-and-databases/africa/en/
