species,CA_mg,ZN_mg,FE_mg,EPA_g,DHA_g,Length,max_length,Subgroup,Habitat,TL,FoodTroph,Herbivory2,Abs_lat,DemersPelag,taxon
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,NA,NA,NA,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.783922,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,60.4,NA,1.55,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,62.4,NA,1.66,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Metapenaeus monoceros,59.9,NA,1.41,NA,NA,15,18,Crustacean,marine,2.7,NA,NA,36.56945,demersal,"Shrimps, prawns"
Mytilus edulis,26,1.6,4,NA,NA,11,11,Molluscs,marine,NA,2,mainly plants/detritus (troph. 2-2.19),52.372895,sessile,NA
Mytilus galloprovincialis,NA,NA,NA,0.195078,0.1170468,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.195078,0.1170468,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.195078,0.1170468,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.195078,0.1170468,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.195078,0.1170468,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.323660524,0.225269224,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.323660524,0.225269224,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.323660524,0.225269224,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.323660524,0.225269224,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,0.323660524,0.225269224,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Mytilus galloprovincialis,NA,NA,NA,NA,NA,15,7,Molluscs,marine,2,NA,NA,39.019184,sessile,Mussels
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.01654668,0.03309336,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),39.019184,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.032009918,0.035551025,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,72,1.05,2.66,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.073998792,0.086094436,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),63.968654,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,90,1.67,2,NA,NA,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.017954,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.065331,0.0787815,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.37083333,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.065331,0.0787815,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.37083333,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.065331,0.0787815,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.37083333,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.065331,0.0787815,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.37083333,benthic,"Lobsters, spiny-rock lobsters"
Nephrops norvegicus,NA,NA,NA,0.065331,0.0787815,24,8,Crustacean,marine,2.88,2.87,plants/detritus+animals (troph. 2.2-2.79),37.37083333,benthic,"Lobsters, spiny-rock lobsters"
