,Food.Item.ID,species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,Latitude,max_length_study,nutrient,concentration,RDI
4915,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
3727,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
8479,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,56
7291,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,1.57,70
163,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,CA_mg,NA,1200
6103,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
9711,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.21243016,1
9526,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.39047856,1
10451,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,1.57,70
9896,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
10266,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
10636,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,50
10081,901022,Chionoecetes opilio,"Crabs, sea-spiders",NA,20,2.3,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
2541,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.014421351,1
1353,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.032886527,1
4917,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
3729,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
8481,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,56
7293,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,0.53,70
165,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,CA_mg,NA,1200
6105,901024,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
9713,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.014421351,1
9528,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.032886527,1
10453,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,0.53,70
9898,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
10268,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
10638,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,50
10083,901024,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
2540,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,1.6908252,1
1352,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,1.20285898,1
4916,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
3728,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
8480,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,56
7292,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,15.8,70
164,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,CA_mg,NA,1200
6104,901025,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
9712,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,1.6908252,1
9527,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,1.20285898,1
10452,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,15.8,70
9897,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
10267,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
10637,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,50
10082,901025,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
2543,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.12379392,1
1355,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.14442624,1
4919,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
3731,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
8483,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,56
7295,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,0.96,70
167,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,CA_mg,NA,1200
6107,901026,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
9715,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.12379392,1
9530,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.14442624,1
10455,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,0.96,70
9900,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
10270,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
10640,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,50
10085,901026,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
2542,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.88336824,1
1354,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.69759552,1
4918,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
3730,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
8482,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,56
7294,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,10.2,70
166,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,CA_mg,NA,1200
6106,901027,Chionoecetes spp,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
9714,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,DHA_g,0.88336824,1
9529,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,EPA_g,0.69759552,1
10454,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FAT,10.2,70
9899,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,FE_mg,NA,18
10269,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,HG_mcg,NA,NA
10639,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,PROTEIN,NA,50
10084,901027,Chionoecetes opilio,"Crabs, sea-spiders",NA,14,NA,NA,NA,marine,Crustacean,53.041213,53.041213,NA,ZN_mg,NA,11
2652,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,DHA_g,0.059,1
1464,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,EPA_g,0.007,1
5028,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,ZN_mg,NA,11
3840,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,FE_mg,NA,18
8592,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,PROTEIN,24,56
7404,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,FAT,0.46,70
276,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,CA_mg,NA,1200
6216,901028,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,25.304304,25.304304,NA,HG_mcg,NA,NA
2651,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,DHA_g,0.047,1
1463,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,EPA_g,0.0074,1
5027,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,ZN_mg,NA,11
3839,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,FE_mg,NA,18
8591,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,PROTEIN,22,56
7403,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,FAT,0.45,70
275,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,CA_mg,NA,1200
6215,901029,Dasyatis sabina,"Sharks, rays, chimaeras",NA,61,3.5,NA,NA,marine,Finfish,30.308808,30.308808,NA,HG_mcg,NA,NA
2650,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,DHA_g,0.084,1
1462,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,EPA_g,0.01,1
5026,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,ZN_mg,NA,11
3838,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,FE_mg,NA,18
8590,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,PROTEIN,25.5,56
7402,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,FAT,0.58,70
274,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,CA_mg,NA,1200
6214,901030,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.211137,30.211137,NA,HG_mcg,NA,NA
2649,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,DHA_g,0.0553,1
1461,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,EPA_g,0.0133,1
5025,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,ZN_mg,NA,11
3837,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,FE_mg,NA,18
8589,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,PROTEIN,23.9,56
7401,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,FAT,0.62,70
273,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,CA_mg,NA,1200
6213,901031,Dasyatis americana,"Sharks, rays, chimaeras",1.326445268,50,3.5,0.00776,3.08,marine,Finfish,30.235901,30.235901,NA,HG_mcg,NA,NA
3217,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,DHA_g,0.068,1
2029,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,EPA_g,0.01,1
5593,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,ZN_mg,NA,11
4405,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,FE_mg,NA,18
9157,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,PROTEIN,23.7,56
7969,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,FAT,0.52,70
841,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,CA_mg,NA,1200
6781,901032,Rhizoprionodon terraenovae,"Sharks, rays, chimaeras",7.324049751,110,4.3,0.00525,3.01,marine,Finfish,25.304304,25.304304,NA,HG_mcg,NA,NA
2495,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,DHA_g,0.0577,1
1307,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,EPA_g,0.01,1
4871,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,ZN_mg,NA,11
3683,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,FE_mg,NA,18
8435,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,PROTEIN,24.3,56
7247,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,FAT,0.46,70
119,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,CA_mg,NA,1200
6059,901033,Carcharhinus limbatus,"Sharks, rays, chimaeras",74.82293666,226,4.24,0.00614,3.00999999,marine,Finfish,25.304304,25.304304,NA,HG_mcg,NA,NA
2836,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,DHA_g,NA,1
1648,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,EPA_g,NA,1
5212,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,ZN_mg,0.425372,11
4024,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,FE_mg,0.23,18
8776,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,PROTEIN,17.66,56
7588,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,FAT,NA,70
460,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,CA_mg,NA,1200
6400,901034,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,25.87,HG_mcg,NA,NA
2835,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,DHA_g,NA,1
1647,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,EPA_g,NA,1
5211,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,ZN_mg,0.4046436,11
4023,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,FE_mg,0.24,18
8775,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,PROTEIN,16.87,56
7587,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,FAT,NA,70
459,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,CA_mg,NA,1200
6399,901035,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,28.81,HG_mcg,NA,NA
2834,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,DHA_g,NA,1
1646,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,EPA_g,NA,1
5210,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,ZN_mg,0.486213,11
4022,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,FE_mg,0.22,18
8774,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,PROTEIN,16.02,56
7586,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,FAT,NA,70
458,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,CA_mg,NA,1200
6398,901036,Liza ramada,Miscellaneous coastal fishes,2.753822964,70,2.2,0.00912,2.97,marine,Finfish,36.8,36.8,38.6,HG_mcg,NA,NA
3098,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,DHA_g,0.2758014,1
1910,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,EPA_g,0.1925406,1
5474,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,ZN_mg,NA,11
4286,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,FE_mg,NA,18
9038,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,PROTEIN,15.6,56
7850,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,FAT,2.1,70
722,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,CA_mg,NA,1200
6662,901037,Penaeus kerathurus,"Shrimps, prawns",NA,18,NA,NA,NA,marine,Crustacean,40.26691,40.26691,NA,HG_mcg,NA,NA
3076,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,DHA_g,0.02665854,1
1888,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,EPA_g,0.021326832,1
5452,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,ZN_mg,NA,11
4264,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,FE_mg,NA,18
9016,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,PROTEIN,13.4,56
7828,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,FAT,NA,70
700,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,CA_mg,NA,1200
6640,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,0.025948,3.613,marine,Crustacean,34.854423,34.854423,11.2,HG_mcg,NA,NA
9797,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,DHA_g,0.02665854,1
9612,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,EPA_g,0.021326832,1
10537,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,FAT,NA,70
9982,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,FE_mg,NA,18
10352,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,HG_mcg,NA,NA
10722,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,PROTEIN,13.4,50
10167,901038,Pandalus borealis,"Shrimps, prawns",0.35897523,14,2.46,NA,NA,marine,Crustacean,34.854423,34.854423,11.2,ZN_mg,NA,11
3549,901039,Trachypenaeus curvirostris,"Shrimps, prawns",NA,8.1,NA,NA,NA,marine,Crustacean,34.854423,34.854423,9,DHA_g,0.019580238,1
2361,901039,Trachypenaeus curvirostris,"Shrimps, prawns",NA,8.1,NA,NA,NA,marine,Crustacean,34.854423,34.854423,9,EPA_g,0.018201348,1
5925,901039,Trachypenaeus curvirostris,"Shrimps, prawns",NA,8.1,NA,NA,NA,marine,Crustacean,34.854423,34.854423,9,ZN_mg,NA,11
4737,901039,Trachypenaeus curvirostris,"Shrimps, prawns",NA,8.1,NA,NA,NA,marine,Crustacean,34.854423,34.854423,9,FE_mg,NA,18
9489,901039,Trachypenaeus curvirostris,"Shrimps, prawns",NA,8.1,NA,NA,NA,marine,Crustacean,34.854423,34.854423,9,PROTEIN,14.9,56
